((((3*7)+8)+(2+(3*1)))/(4*(4*4)))	37*8+231*++444**/
(((2+(0*7))+(3*(7+7)))/(5+(3+5)))	207*+377+*+535++/
(((8+6)-(0/1))+(4-(7/(7-(4*7)))))	86+01/-47747*-/-+
((((2*4)*4)+((0-4)-9))-(0-(1-4)))	24*4*04-9-+014---
(3+((0+(2/(3+(2-(9*7)))))*(1/0)))	3023297*-+/+10/*+
((((3/3)-(1-(9-2)))-6)+(5+(6+1)))	33/192---6-561+++
((5/(8-4))-(0-(3/((1+3)*(6-8)))))	584-/0313+68-*/--
((7*(4-(3/(1/8))))+(0/(3/(9+7))))	74318//-*0397+//+
(((9/2)-(2+6))+((9+(5*(5*1)))/4))	92/26+-9551**+4/+
(((4/(9*8))*(3/(3*5)))-(0*(1-3)))	498*/335*/*013-*-
((((5/(2+2))+(9*6))+(2-6))-(8-4))	522+/96*+26-+84--
((5-7)-(1/(2+((8-2)*(0+(8*0))))))	57-1282-080*+*+/-
((2/(7/8))*(0/((4*(0+4))/(2+2))))	278//0404+*22+//*
((((6/0)-3)+(1-(9-(2*(7-2)))))+8)	60/3-19272-*--+8+
(((2/1)/(9-(2*2)))-(0+(6-(4+0))))	21/922*-/0640+-+-
(9-(((1-5)*(2-(8+(1*8))))*(0/5)))	915-2818*+-*05/*-
(((6+1)+((1+9)/(2+(7+3))))+(2+4))	61+19+273++/+24++
(((2*6)-(2*(3-((1+(3/2))-0))))*9)	26*23132/+0--*-9*
((1-(9*4))-((7*(7-(6/7)))+(1*2)))	194*-7767/-*12*+-
(((7+0)*(6/(2+4)))*(2/(5*(9/1))))	70+624+/*2591/*/*
(2-(((6-(1+6))+(3-(6*8)))-(6+1)))	2616+-368*-+61+--
(((8*(3/3))*(3/(0/(3/5))))/(4/3))	833/*3035///*43//
((8+(6-(1/3)))/(4+(9/(5*(5+5)))))	8613/-+49555+*/+/
(((3/(3+(5/4)))-(2*(0+9)))-(1/5))	3354/+/209+*-15/-
(((5+(0*9))-(7+5))+(7-(1+(8/1))))	509*+75+-7181/+-+
((((1+8)/(7+1))-2)/(3+((3-9)*9)))	18+71+/2-339-9*+/
(4*((4+(5+(8+1)))*(8*(2/(2+9)))))	44581+++8229+/***
(1-((6-(4+2))/(3/(5*(3/(0/2))))))	1642+-35302//*//-
((((7*0)*(2/(5+9)))+(4-(0+2)))/7)	70*259+/*402+-+7/
(((2*(4-8))/(1-(2/9)))/(3/(5+3)))	248-*129/-/353+//
((8/6)+((8+(0/4))*(9*(4+(9-1)))))	86/804/+9491-+**+
(((2*3)-(9-(3*(5+1))))+(6/(8*9)))	23*9351+*--689*/+
(((6-0)*((2/5)+(5+(8*1))))+(5+1))	60-25/581*++*51++
(((5-(8/(7*(7/1))))/(3+7))+(1+6))	58771/*/-37+/16++
((4+((1+4)+(7*(4+2))))+(0/(0*7)))	414+742+*++007*/+
((9/(3*1))/((0/(5-(5/1)))-(1+2)))	931*/0551/-/12+-/
(((4+(9*2))/(7-(4*7)))+(1*(6*7)))	492*+747*-/167**+
((((6/2)/3)/((4*2)+(4-(0-8))))/7)	62/3/42*408--+/7/
((((1-8)-(8/6))+(5/3))-(6+(9*5)))	18-86/-53/+695*+-
(((9-0)*(2+(2-(0+7))))+(7*(9+7)))	90-2207+-+*797+*+
((0/(1*(0*(0/0))))*(7-(9*(0+5))))	01000/**/7905+*-*
((((6-(1-4))-(6-8))-6)+(8+(2/5)))	614--68--6-825/++
((8+(7*(6/(1-6))))/(0+(2/(8/9))))	87616-/*+0289//+/
((((6+8)*4)-(5+(0*(9-3))))/(8-9))	68+4*5093-*+-89-/
((((1/(5+9))-7)+(3*0))-(1/(5/7)))	159+/7-30*+157//-
(5*(1/((5+(4-8))+(7-(8-(3/8))))))	51548-+7838/--+/*
((3/(8+1))*(2+(2*(6*(1+(6/6))))))	381+/226166/+**+*
((7/(9/(1-(5-6))))-(0/(7/(4+9))))	79156--//0749+//-
((8/(6-4))/((2*(6*(2-6)))/(5/9)))	864-/2626-**59///
((3+(6/(2+(4/7))))-(1-(6/(9/8))))	36247/+/+1698//--
(((((3+4)*2)*(3/3))-(4-9))/(2*6))	34+2*33/*49--26*/
((7+(1+4))+(0-((9/4)+(2+(2+1)))))	714++094/221+++-+
((4-(4-2))+(((2+8)/(4+5))-(5/0)))	442--28+45+/50/-+
((0+((6/(0+7))-(5+(0-(2*9)))))+6)	0607+/5029*-+-+6+
((2+3)/(((5+(9-(8*8)))/8)+(1+0)))	23+5988*-+8/10++/
((((6*(1+0))+3)+(1+4))*(3+(0+8)))	610+*3+14++308++*
(9*(1/(((9*(2/(6+0)))/2)-(2-5))))	919260+/*2/25--/*
((2*(5*0))/(2-(2*(7*(0-(9-5))))))	250**227095--**-/
((3*(3*(0-9)))/(9/(7+(9-(9/8)))))	3309-**97998/-+//
((4/((5/(7/(8+0)))*(3+1)))*(0-6))	45780+//31+*/06-*
((((5*5)/(7-(0/9)))*(5-6))-(3*4))	55*709/-/56-*34*-
(((6-(2-8))+(0+(4/(1*3))))+(2*5))	628--0413*/++25*+
((((4/(8/((4-3)*1)))*2)/2)*(7*5))	4843-1*//2*2/75**
((((7/6)+8)*(0/3))-(3-(1+(8*9))))	76/8+03/*3189*+--
((4*3)+((3*(0+2))+(7+(0+(4/7)))))	43*302+*7047/++++
(((((4-4)*5)*(7+9))*(4*8))+(1/4))	44-5*79+*48**14/+
(((3*2)+(4/1))+(7-(7+(0-(9+5)))))	32*41/+77095+-+-+
(6/((8+(2/(4/6)))-(4/(6*(9-0)))))	68246//+4690-*/-/
((((8*6)/(9+(4*3)))/7)+(1+(1+7)))	86*943*+/7/117+++
(((1/2)-(3/0))*(3/(0-(8-(7/8)))))	12/30/-30878/--/*
(((9/(6+7))*5)-((0/5)/(1-(5-6))))	967+/5*05/156--/-
(((9+7)+(1-(6/1)))/(2/(7*(0+0))))	97+161/-+2700+*//
((5-9)-((4+(5*(1-5)))-(0*(3/4))))	59-4515-*+034/*--
((6+(6/9))-((3+(6-7))-(7/(9+9))))	669/+367-+799+/--
((9/(9*8))*(6*((1-6)+(4-(3-6)))))	998*/616-436--+**
((4*(((4-2)*(1-8))+(8/3)))/(8-7))	442-18-*83/+*87-/
(((4*(1/(0+8)))*(0/(1*2)))-(4*0))	4108+/*012*/*40*-
((9/((5/8)/(8*8)))-(9/(2/(1/6))))	958/88*//9216///-
(2/(2*(2*(8/(1+(8-(2-(0+8))))))))	222818208+--+/**/
((0*(0*7))-(1+((4-(0+8))-(9-1))))	007**1408+-91--+-
((6*(6*9))/(7/(7+(4-(7+(6*8))))))	669**774768*+-+//
(((3*3)/(5/(9+7)))*(6+(2-(1*8))))	33*597+//6218*-+*
((9/((2+(4/6))*7))+(6*(5-(5+0))))	9246/+7*/6550+-*+
(((2/(6/(2/(1-8))))/6)-(9-(7+0)))	26218-///6/970+--
((0-(6/(2/8)))-((8*6)/(9-(4-2))))	0628//-86*942--/-
(((0*0)*(9/(2*5)))+(1*(3+(2-3))))	00*925*/*1323-+*+
(((2*9)-(8/6))/(6+(6+((7*5)-6))))	29*86/-6675*6-++/
(((9/(7+(8+0)))*(1*(4+(4+5))))-4)	9780++/1445++**4-
((7-((8/(9+0))-(5/9)))/(9+(3/2)))	7890+/59/--932/+/
(((8*9)-(3*(1-2)))+(4-(2/(2+7))))	89*312-*-4227+/-+
((7-(2-(6-(1+(8+3)))))/(4/(4+7)))	726183++---447+//
((0/3)-((3/(3*(2/6)))-(6-(8/6))))	03/3326/*/686/---
(((4-0)-(2*7))-(4/((2+8)/(6-0))))	40-27*-428+60-//-
((7-((4-8)+0))*(3*(8-((0+5)-3))))	748-0+-3805+3--**
((3-(4*((9+7)-(2*9))))*(5*(4*9)))	3497+29*-*-549***
(((5-(7+7))/((8-3)+(4/2)))*(2+8))	577+-83-42/+/28+*
(4*(((3+7)-(4*(0/(4+2))))/(5/4)))	437+4042+/*-54//*
(((5*(4+6))-(1-4))-((7+(6+4))-3))	546+*14--764++3--
((((4-8)*(6+(4/3)))-3)*(6/(9*6)))	48-643/+*3-696*/*
((((3+0)/(4*(8/4)))/(5/(5-9)))/3)	30+484/*/559-//3/
(((2/(7+5))/8)*(2+(2-(1-(4+7)))))	275+/8/22147+--+*
((3-5)+((4/(0-(9*4)))*(5/(5/2))))	35-4094*-/552//*+
(((5+(2*(7/3)))+(6+4))-(2*(8-5)))	5273/*+64++285-*-
(((8/6)/(9-1))/(4-((0*5)/(6/9))))	86/91-/405*69//-/
((4-(1*8))/(6+(8*(3*(4+(1/7))))))	418*-683417/+**+/
(((3-(6/6))/(9+7))-((6+3)*(4+9)))	366/-97+/63+49+*-
(((7*(4/(0+6)))+(6+(1-2)))-(7-1))	7406+/*612-++71--
((2/(5+(3/2)))*(8-(5*(9+(4/0)))))	2532/+/85940/+*-*
(5-(7+((3/(4+(3+0)))/(4-(3-5)))))	573430++/435--/+-
((((9+(4-(9*3)))/(8*8))+0)*(0/8))	9493*-+88*/0+08/*
(((4*7)/(7/4))*(0/(9*(3+(8-2)))))	47*74//09382-+*/*
(((7+8)-(5-(4*6)))/(2/(5*(4/0))))	78+546*--2540/*//
((((8*2)*0)*((8+4)*(4/(0+4))))/5)	82*0*84+404+/**5/
((3/5)*(((0/4)/(0/6))*(1/(4+4))))	35/04/06//144+/**
((9*9)/((8*(0*7))*(2-(6+(2+3)))))	99*807**2623++-*/
((((1*5)/2)/(0+8))*(0*(9-(3*0))))	15*2/08+/0930*-**
((2/(6/(0*7)))+(8/(6*(5*(7/1)))))	2607*//86571/**/+
(((9-(0/0))-(1-5))-(1-(4-(2+6))))	900/-15--1426+---
((2+(1+3))*((1-5)/(7*(1+(1+1)))))	213++15-7111++*/*
((((2+2)-(6/8))+(2/0))/(8*(3-3)))	22+68/-20/+833-*/
((((1+0)/(3/5))+1)-(0/(7-(9*6))))	10+35//1+0796*-/-
(((8-(9+(7*1)))/(1/(5/5)))+(3/6))	8971*+-155///36/+
((8+(((4/4)-(1+(7*3)))/(7*9)))-1)	844/173*+-79*/+1-
(((4-(2/(1+(9*2))))-(4+2))*(7+3))	42192*+/-42+-73+*
((9/((7-4)-7))*((6/(0-3))/(0/1)))	974-7-/603-/01//*
(2+(6*(8+(9/(3/(8*(6-(7-3))))))))	268938673--*//+*+
(9/((((5+5)/2)+(9*(3*0)))+(3/8)))	955+2/930**+38/+/
(((4*(4/9))+(4/4))/(7+(1*(9/0))))	449/*44/+7190/*+/
(((7*(0/8))/0)*(6/(9/(8-(6/6)))))	708/*0/69866/-//*
((2/2)+((6*(8+1))+(6+(7+(3-9)))))	22/681+*6739-++++
((((6*7)/6)-6)/((5/(9+6))/(9+4)))	67*6/6-596+/94+//
(((0-3)/(7*2))+(6/(6/(0-(8-7)))))	03-72*/66087--//+
(((5-(2*8))+(1+1))*(5-(0-(2+4))))	528*-11++5024+--*
(((4+(6*(2*2)))+(7/(4/(5*9))))/9)	4622**+7459*//+9/
((((7*0)+(0-9))+(9-(5-5)))/(8+8))	70*09-+955--+88+/
(((3/6)/((6+(7+(9/6)))/(8+3)))*5)	36/6796/++83+//5*
(1/(1*((5/(9*(6-8)))-(6-(9*4)))))	115968-*/694*--*/
(5-(((1/3)/(3*(0-5)))-(7-(6-9))))	513/305-*/769----
(((6*6)+(0*(3*2)))-(2*(2*(7-8))))	66*032**+2278-**-
(((6/0)/(3/(0*(8-8))))+(0-(2-7)))	60/3088-*//027--+
(((2*8)+(2/7))/(2*(7*(6/(4*3)))))	28*27/+27643*/**/
((((7*0)/0)+(0*(4+3)))+(4-(2/0)))	70*0/043+*+420/-+
((((7*(9+7))-(2*7))-(5*(2-6)))+4)	797+*27*-526-*-4+
(9/((1+(7-(0-((7+7)+0))))-(7+5)))	917077+0+--+75+-/
((6-(((9+6)/6)/(1*2)))*(3*(3+1)))	696+6/12*/-331+**
((0-(7+(6/9)))+((0*9)*(8-(0+5))))	0769/+-09*805+-*+
((((4-6)+(9+8))+(9/(7*0)))-(3-6))	46-98++970*/+36--
(7/((((1+(6*3))*2)*(5-7))*(4+1)))	7163*+2*57-*41+*/
((6+(4/1))/(9-((1/3)*(4-(3*9)))))	641/+913/439*-*-/
((1-(0/(9*8)))-(0+(5+(4*(4+6)))))	1098*/-05446+*++-
((((2-(8-(2*4)))/(1/3))/3)/(7/5))	2824*--13//3/75//
(((6-(3+(6/(9-8))))-(5+3))-(9/4))	63698-/+-53+-94/-
(6+((5+(((9*8)/(1+7))*4))+(5/2)))	6598*17+/4*+52/++
((4+(4+(8+7)))*((9+1)-(5/(3+6))))	4487+++91+536+/-*
(((3*5)/(7+(8*(5*4))))*(8+(1*6)))	35*7854**+/816*+*
(((((0+5)+0)-0)*(9+(4/(7+0))))+8)	05+0+0-9470+/+*8+
((3+((8/(5/7))-(8+4)))+(6/(6/7)))	3857//84+-+667//+
(1/(((9/2)+(7*(3*(9+7))))*(2+0)))	192/7397+**+20+*/
(((3-9)*(9-(0/9)))+(9*(4/(9*4))))	39-909/-*9494*/*+
((((8-7)+(2/(4-5)))/(4-(8*1)))+5)	87-245-/+481*-/5+
(((4/(6*2))*(3+(2+0)))/(5-(4*9)))	462*/320++*549*-/
((0*((8-(2-(4-7)))*9))-(9-(1/3)))	08247---9**913/--
((((8/4)*8)+(4-(4/(5+3))))-(8+1))	84/8*4453+/-+81+-
(((7-(2-7))-(7-(5-2)))-(3-(5/7)))	727--752---357/--
((2*(7+(0-3)))+(3*((2+(9-3))+8)))	2703-+*3293-+8+*+
((3-(5-2))-(7-(8*(1*(7*(4+4))))))	352--781744+***--
((9+7)-(2+(9+((2-1)*(4+(9+1))))))	97+2921-491++*++-
(3*(1-(((7*5)/6)-(2*(3+(1*7))))))	3175*6/2317*+*--*
((((9-(9*7))*(8/3))/(9+8))*(5-7))	997*-83/*98+/57-*
(((2-8)+7)/(5-(2/(7*(9*(2+8))))))	28-7+527928+**/-/
((2+(1/(5+(1+0))))*(8/(8-(6/3))))	21510++/+8863/-/*
(((9*6)-3)+(7*(9/(9/((6/8)-6)))))	96*3-79968/6-//*+
((2*1)+((4*(9+4))/(9*((3+0)+6))))	21*494+*930+6+*/+
(6-((8-(3*(4+1)))*(8*(0-(2*9)))))	68341+*-8029*-**-
((((5/(2/6))/(0*8))*(5*0))+(7-2))	526//08*/50**72-+
((2*((4*4)-(9*(9/2))))/(0-(3-4)))	244*992/*-*034--/
(((3/6)-(4-(8-(7*3))))/(0+(0/4)))	36/4873*---004/+/
((((9*7)+(6-(3/(9+1))))-(1-8))*9)	97*6391+/-+18--9*
((((8-(1+9))+(1*4))-(2*(0-1)))/5)	819+-14*+201-*-5/
(((9/7)*(6+(5+7)))+(7*(6-(5+9))))	97/657++*7659+-*+
((4*(5/(3*4)))/(9/(5*(6*(6*6)))))	4534*/*95666***//
((9+3)+(((4+2)+(5+2))/(2/(4-5))))	93+42+52++245-//+
((7/1)*(1-((9*((6-8)/(1*4)))+9)))	71/1968-14*/*9+-*
((1-(5+(2+(4+(8+7)))))*(7-(2-5)))	152487++++-725--*
((7+(((2*6)*4)/8))-(9+(4-(6/5))))	726*4*8/+9465/-+-
((6+(((4/4)*(0-2))/(3-(3*2))))-7)	644/02-*332*-/+7-
(((1/((4*1)+(4/9)))+(0*(2+8)))/7)	141*49/+/028+*+7/
(5*((2+8)*((7+8)+(8+(2/(6/9))))))	528+78+8269//++**
((8-(0-0))-((9/(4*2))/(4+(6*2))))	800--942*/462*+/-
(((9*9)*((1+5)*(5/(4*0))))+(9*9))	99*15+540*/**99*+
((((4/(1/0))/(1/(9-4)))/(1+0))*7)	410//194-//10+/7*
(((8/(8/4))+(7-4))+(0*(8*(6*8))))	884//74-+0868***+
((3/0)-(9-((2/7)-(9*(9*(2/1))))))	30/927/9921/**---
(((3+7)/(9+(8+(4/9))))/(4-(1+7)))	37+9849/++/417+-/
(0+((7+5)+((5*(1+0))-(1+(1/8)))))	075+510+*118/+-++
(4-((4/(1/(8/(3-1))))-(4/(9/6))))	441831-///496//--
(((7/(0/2))/(9/(3/2)))*(4/(6/9)))	702//932///469//*
((4-(4*(7/(0-0))))/(3*(4*(2-5))))	44700-/*-3425-**/
(((5+8)*8)/(4*(1/(7+((8/5)-3)))))	58+8*41785/3-+/*/
(((8/3)-(2+1))-((5+(5*(8/8)))-3))	83/21+-5588/*+3--
(((8+(9-(0-4)))-(0-(1*6)))*(6*6))	8904--+016*--66**
(((6*5)/((7+2)+(4+1)))+(9-(8/6)))	65*72+41++/986/-+
(((8*(8-2))+(9+(5-(9-2))))*(7/2))	882-*9592--++72/*
(((1/(2-(2*7)))*5)*(8-(6+(8*3))))	1227*-/5*8683*+-*
((((7-7)-(1*4))/((5/2)/(6/5)))+2)	77-14*-52/65///2+
((((6/0)-((9-8)-3))-7)/(0-(5/5)))	60/98-3--7-055/-/
((5-(6*(4-(8-9))))-(6*(3/(6-0))))	56489--*-6360-/*-
((((8*2)*7)-(3*(7*5)))*(2+(8-7)))	82*7*375**-287-+*
(((9-2)-(1/5))/(1-(2/(3-(3/5)))))	92-15/-12335/-/-/
((((5/(6/9))-(9*6))*1)-(9-(1/7)))	569//96*-1*917/--
((((6/(3+9))*(4-3))*(2/9))*(2/9))	639+/43-*29/*29/*
((5*(3+(1*2)))/(9+((3*5)+(9-0))))	5312*+*935*90-++/
((5-(4/7))/(7*(3*(2/(7+(7-8))))))	547/-732778-+/**/
((((5/1)-7)-(9*(2*(0-6))))-(4-9))	51/7-9206-**-49--
((((3/(2/8))/(6-(7+1)))/(5+7))/5)	328//671+-/57+/5/
((5/(9/5))-((5-(0/(5-3)))-(2/7)))	595//5053-/-27/--
(1/((5*2)-((9/(4-9))*(8+(9*1)))))	152*949-/891*+*-/
((9/(3*(1/5)))+(6+(4+(7/(8*1)))))	9315/*/64781*/+++
(((8/3)-((1/5)/4))/(8+(2+(9/2))))	83/15/4/-8292/++/
(((7+7)+((9+1)/(7+4)))+(0*(7+9)))	77+91+74+/+079+*+
((9/(4+8))*((5/4)/(4*(5*(5/3)))))	948+/54/4553/**/*
((((5*2)+6)/((4*(3*4))/(2+3)))+0)	52*6+434**23+//0+
((3-9)+((8*(3-(2/6)))+(6/(1+4))))	39-8326/-*614+/++
((((1-8)+(0*5))*(6*(9*0)))/(4+6))	18-05*+690***46+/
(((1-(5+(4*8)))*(2*2))-(2+(1+3)))	1548*+-22**213++-
(((5-6)*(4+(8*(6/(9-1)))))*(4+0))	56-48691-/*+*40+*
(((6-6)-((6/9)+(2+(1*2))))*(7*7))	66-69/212*++-77**
(((2/(6*(6*6)))-(9*2))/(1*(1-0)))	2666**/92*-110-*/
(((5-(5*(5*(2/0))))*2)/(7+(0*2)))	55520/**-2*702*+/
(((9/(8-1))/(7+(8*9)))-(3-(7*9)))	981-/789*+/379*--
(((6*((7/7)*(7*8)))-(8+(1-7)))*8)	677/78***817-+-8*
(0+((6-((4+0)-6))+(0*(8/(0-5)))))	0640+6--0805-/*++
(((4+1)/5)/((6*5)*(2*(3/(1+3)))))	41+5/65*2313+/**/
(((1*(3*7))*(8*6))+(3/(0-(4-7))))	137**86**3047--/+
((9/(5-3))-((5+(7-3))-(5*(9/0))))	953-/573-+590/*--
(((7/8)*(4/(1-(4-(2+8)))))/(1*9))	78/41428+--/*19*/
(((5/(7*(9*(4*2))))/(4+6))/(3-1))	57942***/46+/31-/
(6*((1*(0-3))/(6+((3/(2*4))/5))))	6103-*6324*/5/+/*
((((4*2)*((0-(9*4))/(7-4)))+1)+9)	42*094*-74-/*1+9+
(((6-(5*3))+(8-(8+6)))+(3/(7/5)))	653*-886+-+375//+
(((2*9)+(2*(1*(0-9))))*(8-(6-5)))	29*2109-**+865--*
(((8*(0*6))/(7/0))*(3+(1/(9+3))))	806**70//3193+/+*
((2*(8/6))+(2/(((3*1)+8)*(8/0))))	286/*231*8+80/*/+
(((0-((1/7)-(2+9)))/(2-(9/4)))*7)	017/29+--294/-/7*
((1-(5+(9-(3-(0+5)))))/(1-(7/7)))	159305+--+-177/-/
(((2/3)+((2/(2*(2/7)))+0))*(4/1))	23/2227/*/0++41/*
((((0-6)/(6/9))*(5+(9-(4/6))))/5)	06-69//5946/-+*5/
((4*(8+7))*(2*((1/(1+3))+(9-8))))	487+*2113+/98-+**
(((8*(1+(3-4)))+0)+(1*(4+(8*1))))	8134-+*0+1481*+*+
(6-((8+(4*(0-(7-(3-3)))))/(3-8)))	6840733---*+38-/-
((((1+6)*(7*5))+(1/7))/(7*(9+4)))	16+75**17/+794+*/
(((1/6)*(7-(6-(1*(2-(8+3))))))*0)	16/761283+-*--*0*
((((6+2)*(7/(2/(5-8))))/1)+(0-0))	62+7258-//*1/00-+
((((3-1)/(9+9))-(2+6))+(6+(5-3)))	31-99+/26+-653-++
((4*(1-((5+8)+(3*(9/(0-1))))))/7)	4158+3901-/*+-*7/
((1-(7-4))+(8+(0*(4/(3/(9-6))))))	174--804396-//*++
(((8*(9-(7+(0-8))))+(2+7))/(4*5))	89708-+-*27++45*/
(((7-9)*(9-7))*((9+5)+(3*(3/1))))	79-97-*95+331/*+*
(3/((3+(5-8))/(2+((2*0)-(7+6)))))	3358-+220*76+-+//
(((6/(7*8))-6)-(4*(1-((4/6)/5))))	678*/6-4146/5/-*-
((5-8)/(4+(2+((4/4)+(1-(0+8))))))	58-4244/108+-+++/
(((3/(0*1))*(9*(5+6)))*(1-(0*0)))	301*/956+**100*-*
((((6+5)/7)*(5-(5-3)))+(3+(5*0)))	65+7/553--*350*++
(((6/(9+3))-(8*(1-(9/8))))+(7-4))	693+/8198/-*-74-+
(((0-(3/1))/(2-(5+(9/6))))/(3+2))	031/-2596/+-/32+/
((7-(6-9))-((7*(8+4))/(2*(1-1))))	769--784+*211-*/-
(((8*7)+(0*((2+6)/3)))+(6+(8*3)))	87*026+3/*+683*++
((0*(3-6))*(5*(5*(1-(9-(5+2))))))	036-*551952+--***
((6/5)/((9/8)+(4/(4-(9+(3+8))))))	65/98/44938++-/+/
(((0+(4+4))/(2+3))*(1-(3+(5/6))))	044++23+/1356/+-*
(((3/8)/5)/((7+5)+(8+(4+(6/2)))))	38/5/75+8462/+++/
((((0*6)-7)-(4+(9*(2+4))))-(2-5))	06*7-4924+*+-25--
(((7+(4-0))*(6*(3-((6+5)*2))))+8)	740-+6365+2*-**8+
(((3+(1-2))+((0-3)*(6/(7+2))))-4)	312-+03-672+/*+4-
(((7/(6-1))*(0-(0-0)))*(4+(9/8)))	761-/000--*498/+*
((((5-5)-(4/5))-(0-8))*(4-(3+2)))	55-45/-08--432+-*
(((2/3)*(1*0))+(9+(5-(9+(7-0)))))	23/10**95970-+-++
(((9*(9*8))+(8+(9/(2*6))))*(4-8))	998**8926*/++48-*
(1*((7+(3+1))+((4/(3+3))*(4+3))))	1731++433+/43+*+*
((3-(2/(6+5)))+(9/(4+(8/(4/6)))))	3265+/-94846//+/+
(((0+(8+0))-(4/3))+(0-(1-(2*2))))	080++43/-0122*--+
(((0/(8-6))+(2-(8/5)))*(4*(3+8)))	086-/285/-+438+**
(((5*(0-1))/(7+(5-2)))-(9-(2+8)))	501-*752-+/928+--
((2*(9+((2/(9/(3+5)))+(5-5))))-6)	292935+//55-++*6-
((2-(0*5))-((3+(2/(1*2)))*(5*7)))	205*-3212*/+57**-
(7+(((2/0)+(8+(4*(8+(8+7)))))/7))	720/84887++*++7/+
(((9-(2*(5+6)))+(8/(6-(5-2))))/6)	9256+*-8652--/+6/
((8*(6+8))+(0/((5*(1-4))/(6+4))))	868+*0514-*64+//+
((0*(9-3))*((3+(5-1))/(7/(8*9))))	093-*351-+789*//*
(((4+(8+9))/(9/0))-(6*(4-(5-3))))	489++90//6453--*-
((3/8)-(6*((2-(3*2))*(5*(2+2)))))	38/6232*-522+***-
((0+((6/(3-0))+(3/(8-5))))*(7-0))	0630-/385-/++70-*
((9+4)-((9-((9+2)*5))/(8-(6/7))))	94+992+5*-867/-/-
((8*(0-9))*(5/(0*(3*(8+(8/0))))))	809-*503880/+**/*
((9/((5+(0/((5+6)/6)))*(8-3)))-5)	95056+6//+83-*/5-
(((4/(6/5))+(8-0))*(0/(5*(7+5))))	465//80-+0575+*/*
((5*(8-7))-(2+(1+(7/(6*(6-7))))))	587-*217667-*/++-
((((0*7)*(3*(9+1)))+(3/9))+(1+7))	07*391+**39/+17++
(((5+(8+(7*(9+8))))+8)/(5+(8/4)))	58798+*++8+584/+/
(((6-(7*9))-(2/(9-8)))-(7-(2*0)))	679*-298-/-720*--
(((9/2)/(9*(3/((9*1)-(6-6)))))+5)	92/9391*66--/*/5+
(((7/(3/1))/(8/(7/(4-1))))*(3-8))	731//8741-///38-*
(((2*(9+4))+(3-(5*(8-3))))/(3*2))	294+*3583-*-+32*/
(0-(1/((0+(7/(3+7)))*(8-(7-0)))))	010737+/+870--*/-
(9/(2-((0*((8*5)+(4+9)))/(1+7))))	92085*49++*17+/-/
((5-1)/((0/(5-3))+(5/(3-(9/9)))))	51-053-/5399/-/+/
(((8/((2+(6/4))/(2*(9+3))))-9)-4)	8264/+293+*//9-4-
(((7/(4/(2*9)))-((7+9)*(6-8)))*3)	7429*//79+68-*-3*
((3+(4-(5/1)))/(6-(6+(7/(6-8)))))	3451/-+66768-/+-/
(((5*(2/8))/(6*(3+1)))/(1/(3+5)))	528/*631+*/135+//
((3+(8/(((1/9)/(4+1))+(4*8))))/0)	3819/41+/48*+/+0/
(5/(((3-5)*(4+(7-3)))*(6+(3+3))))	535-473-+*633++*/
((8+(((7-(4/(8-5)))+6)-9))/(6-7))	87485-/-6+9-+67-/
((2-((9+3)-(9-0)))*(1/(8*(3*2))))	293+90---1832**/*
((5-(0/2))*(5+((0*(0+6))/(2/0))))	502/-5006+*20//+*
((4*(0-5))*((6+0)/(2*(5*(7-0)))))	405-*60+2570-**/*
(((0-5)+(1-1))*(8+((4+0)/(1/5))))	05-11-+840+15//+*
(((8*4)/(1*(6*(1-7))))/(4/(6/0)))	84*1617-**/460///
(((((1+5)-5)/(4/1))-(6+9))-(7/1))	15+5-41//69+-71/-
(((3+(1+7))-(8+8))*(8-(3/(4/9))))	317++88+-8349//-*
((0+((4/3)/(7*(9*3))))+(4-(1+1)))	043/793**/+411+-+
((((3*(4/6))/(9-9))-(4-1))*(0*6))	346/*99-/41--06**
((3-(0/(9*1)))*(9*((2+(7/1))*4)))	3091*/-9271/+4***
((((3+1)+(6*7))-(7*(9*4)))+(6*4))	31+67*+794**-64*+
((7*4)/(((8*9)+(9+7))+(0+(3/8))))	74*89*97++038/++/
(((5*(5/4))/(2*5))-(3*(5-(5/8))))	554/*25*/3558/-*-
(((4-(8+(7*5)))/1)-(1/(0/(2+2))))	4875*+-1/1022+//-
(((9-(8*(4*7)))/(7*1))+(6*(9-6)))	9847**-71*/696-*+
((0/((7+3)*4))*(0-((3-5)-(0+5))))	073+4*/035-05+--*
(((((0*7)*3)-6)+(8-(5-3)))/(6/3))	07*3*6-853--+63//
(8*((2/(7*(0+(5+(2-2)))))+(4-1)))	8270522-++*/41-+*
((((7/(0/0))+(5*0))*(0+7))/(0+0))	700//50*+07+*00+/
((8+((3*(0+9))-(8/5)))*(5+(1/0)))	8309+*85/-+510/+*
((3*(7-(9+(4-(9/1)))))+(2+(9-6)))	379491/-+-*296-++
((0*9)/(8*(5*((3+3)/(6-(9/5))))))	09*8533+695/-/**/
(5*((3/6)*(4*(0+(5+(5+(3*1)))))))	536/405531*+++***
((7+8)*((7+(4/7))+(4*(7-(0-1)))))	78+747/+4701--*+*
((3+(5*3))+((2/9)*(5+(2-(2/6)))))	353*+29/5226/-+*+
(((1-(9-4))+(3*1))+(7/(8*(1/5))))	194--31*+7815/*/+
(((7+9)*(0+(6-4)))/(6*((6/6)*1)))	79+064-+*666/1**/
