(((8+0)-(6-(5*(5+6))))+8)	80+6556+*--8+
(8*((4/(3+6))-(9-(8/2))))	8436+/982/--*
((4-7)+(((4/9)/(5*7))-7))	47-49/57*/7-+
(((1+9)/8)-((0+7)*(6*7)))	19+8/07+67**-
(7/((7+(8+6))+(9-(8+5))))	7786++985+-+/
(((5-(8-1))*(3*6))*(5+7))	581--36**57+*
(((3*(0*9))*(8/1))*(8/6))	309**81/*86/*
(((5/(7-5))+(2-3))*(8*(4-5)))	575-/23-+845-**
(7*(6/((4/8)/(8+(0*(9+8))))))	7648/8098+*+//*
(5/(7+(8-((0/5)+(9-5)))))	57805/95-+-+/
(((9*8)-(((2/7)*(8/3))+2))*7)	98*27/83/*2+-7*
((((8+8)+(0-2))-(3/1))-2)	88+02-+31/-2-
(8-((((3*3)+1)*3)/(5/(2*4))))	833*1+3*524*//-
((1/(8+9))+(4*(1*(0*8))))	189+/4108***+
(((7*(5-(8+3)))-4)/(5+(8+3)))	7583+-*4-583++/
(((5*(7*3))+(4/2))-(8-(8*2)))	573**42/+882*--
((3*((2+6)/(3*(2*4))))/4)	326+324**/*4/
(9/((8*7)*(7-(9-(3+(8+0))))))	987*79380++--*/
(3-(((4-3)-(6-4))/(2*9)))	343-64--29*/-
(((4/(7-(1*6)))/(5-7))+(2/1))	4716*-/57-/21/+
(2*(5*(5-(8-(1*(2+0))))))	2558120+*--**
((2+(7*(2-(1-8))))*(2*(6-0)))	27218--*+260-**
((7*(8*(7/4)))-(8+(3+8)))	7874/**838++-
((9-7)/((1*2)/(5/(2*9))))	97-12*529*///
((1*(3+2))-(5+((3/8)-(8-2))))	132+*538/82--+-
(((3-(2*3))+7)-(4+(4/0)))	323*-7+440/+-
((((6+9)*6)+1)*(3/(5/6)))	69+6*1+356//*
((8-0)-(4/((0+(8-2))-7)))	80-4082-+7-/-
((((9+6)+(4-6))*0)-(3+(0+9)))	96+46-+0*309++-
((3*(8-((0*4)/0)))*(0+(9-9)))	3804*0/-*099-+*
((2/(0/7))+(8*(7-(7*2))))	207//8772*-*+
((0+(3+0))/(3-(9/(3*(4+5)))))	030++39345+*/-/
(((6-7)+(9*8))+(1*(5*(0-4))))	67-98*+1504-**+
(((0/2)/(6*(3+8)))*(6*9))	02/638+*/69**
((9-(1+(7*(9-0))))-(3/5))	91790-*+-35/-
((7-(2*(4*3)))/(2*(0-(4-4))))	7243**-2044--*/
((6+((3-5)/(1-4)))/(0+5))	635-14-/+05+/
(8*(3/(9/(4*(2+(1/5))))))	8394215/+*//*
((8+6)/(1+((4+(6-4))+3)))	86+1464-+3++/
((3-(4-(8*(7*9))))*(8-(2*1)))	34879**--821*-*
(((2/8)/(0-4))+(9*(2-0)))	28/04-/920-*+
((2-(((9/0)-1)*0))*(4-0))	290/1-0*-40-*
(5/(3/((0/0)-(4-(3+(7/6))))))	5300/4376/+--//
((1+((1-3)*(6*5)))+(7*(5/8)))	113-65**+758/*+
(((9/8)/(8-6))/(5+(1*8)))	98/86-/518*+/
(6-(2*(4*(3-(5+(6+(1+9)))))))	62435619+++-**-
(((9*6)*9)/(4*(5*(7/2))))	96*9*4572/**/
((((3/3)/(6*2))*(8-(7*2)))+7)	33/62*/872*-*7+
(0*(2*(0*((8/8)-(1/(5*4))))))	02088/154*/-***
((((8/0)/7)-(1+(6*0)))/7)	80/7/160*+-7/
(7-((4+(6+7))+(5+(7+9))))	7467++579+++-
(((0*9)+9)+(0*(1/(9+(7/8)))))	09*9+01978/+/*+
(((8*(9*(5-5)))*(3-9))+(3/6))	8955-**39-*36/+
(((1+2)/(2-(3/9)))*(4+2))	12+239/-/42+*
((7*(0/5))-((2+(8*8))*(6-8)))	705/*288*+68-*-
(((9-(4/1))-(0*5))/(6*(9+3)))	941/-05*-693+*/
(8+((5+3)+(1-(6*(9-4)))))	853+1694-*-++
((5-((8*(7/8))*(7/3)))/(8*6))	5878/*73/*-86*/
((((5-2)-(0-6))*0)*(6/(9+1)))	52-06--0*691+/*
((7-0)/(6+((9-8)*(9+0))))	70-698-90+*+/
(((0-(5-6))+(4*(5/(5-9))))/5)	056--4559-/*+5/
((7*(5+8))/(0*(8/(3*8))))	758+*0838*/*/
(((9*6)/(5*8))+(0-(4+8)))	96*58*/048+-+
(((4+9)+(2/4))/(0-(3*0)))	49+24/+030*-/
(((1+8)/((9-7)*4))+(2+(9/7)))	18+97-4*/297/++
((8-4)/(9+(9/(4*(7+(5-6))))))	84-994756-+*/+/
((0-(5/5))/((0+9)/(8-5)))	055/-09+85-//
((5*(9/(5+4)))*(1-(8-4)))	5954+/*184--*
((2-(6-(3+5)))/(5/(4+5)))	2635+--545+//
(1-((8*((8-6)*4))-(7*(3-5))))	1886-4**735-*--
((6/(4+2))-(5+(0*(8*8))))	642+/5088**+-
(((0*5)-(2+(8/1)))*(2*(1+2)))	05*281/+-212+**
((6/(1+1))/(((1/9)+7)/(4+1)))	611+/19/7+41+//
((1*4)+((0-(0+9))+(3+0)))	14*009+-30+++
((0/9)/((1/(3+(2-7)))/(3*7)))	09/1327-+/37*//
((6+(3+2))/(3-(9-(5-1))))	632++3951---/
((((4/0)+8)+(5-8))/(2+(8/2)))	40/8+58-+282/+/
(8-((5-((4*5)/3))*(6*(3/9))))	8545*3/-639/**-
(((2+8)*8)/((5*2)+(9*9)))	28+8*52*99*+/
((8+3)-(1*((2/1)-(4+(3*2)))))	83+121/432*+-*-
((8*1)*(1/(0/((3/7)+(4/5)))))	81*1037/45/+//*
(((((5-2)+8)/4)+3)*(3*(8-5)))	52-8+4/3+385-**
(((9-((3-3)+1))-(7*2))-(0*6))	933-1+-72*-06*-
(((7*1)/(0*(4*8)))+(3-(8+4)))	71*048**/384+-+
((3/((1+5)+(9*5)))+(8*8))	315+95*+/88*+
(((3+2)/(5*9))/(1*(1/2)))	32+59*/112/*/
((0*(0+1))/(5-(3/(7-4))))	001+*5374-/-/
(((5/(5/5))*(0+(6-5)))-1)	555//065-+*1-
((0+(3-(2*8)))*(9/((0/3)/3)))	0328*-+903/3//*
((((1*2)-5)*(9/(3/3)))-(5-5))	12*5-933//*55--
(((9/(2*4))/1)-((7/(7/9))/9))	924*/1/779//9/-
((((8-7)-0)-0)*(6*(9/9)))	87-0-0-699/**
((8-(3+(1/1)))*(7*(4/(0+0))))	8311/+-7400+/**
((7*((6*9)+(0-5)))-(1-2))	769*05-+*12--
((4-(1-(7+7)))/(3/(6+6)))	4177+--366+//
((3*(9+(3/6)))-(9/(2*(3/2))))	3936/+*9232/*/-
((6-5)*((6-1)/(4-(1*(4*1)))))	65-61-4141**-/*
(((0/9)-3)/((3-(0-2))-6))	09/3-302--6-/
((0-(7*0))+((9+2)*(4+3)))	070*-92+43+*+
(((1-7)-(3-9))*(7/(1/(0+2))))	17-39--7102+//*
(((4+8)-7)*(6*(1+(5/4))))	48+7-6154/+**
(9*((3/(4+6))*(4+(6/(8/7)))))	9346+/4687//+**
(((5/0)+(6/(7*(1*3))))/(2/2))	50/6713**/+22//
((8*(5+(5-7)))+(9*(9-5)))	8557-+*995-*+
((8/(4*(5/8)))-(1-(4-6)))	8458/*/146---
((9/(7+(1*4)))/(6+(9+(8/4))))	9714*+/6984/++/
(((8+4)-(5-8))*(1+(9+(7*3))))	84+58--1973*++*
(((2-(5+0))*(8+(5*6)))-3)	250+-856*+*3-
((3/(1*(7/(7+(1-7)))))+(3/3))	317717-+/*/33/+
((1*(4-(7+7)))+((8/(1*4))+4))	1477+-*814*/4++
((9*8)*(2-(0/(1/(0+0)))))	98*20100+//-*
((8-(0*6))-(4*(6/(0-4))))	806*-4604-/*-
(((3/(8+0))+5)+(0*(7/(6+3))))	380+/5+0763+/*+
(((9*(6/(7*6)))/(2*2))*(7+8))	9676*/*22*/78+*
(3*((5-(0-(1-7)))-(2*(3-3))))	35017---233-*-*
(((9/1)/2)/(1*((7-5)/(8+3))))	91/2/175-83+/*/
((9+6)*((6-(9-1))/(9-(8-0))))	96+691--980--/*
((3+5)+(9*(9+(1*(8*0)))))	35+99180**+*+
(((9*(3+(0*1)))*6)/(8*(7*7)))	9301*+*6*877**/
(7+(0+(5+(2/(2/(2+4))))))	7052224+//+++
(3+(((8+0)-2)-(6-(9/1))))	380+2-691/--+
((((4*5)+(6+8))/(9+(6-8)))/8)	45*68++968-+/8/
(((0+(6-(1+0)))/(1*0))*(6*4))	0610+-+10*/64**
(((1+(0-4))/7)/(6/(8*(7-4))))	104-+7/6874-*//
((7-(6-((4+3)*2)))*(3/(9*9)))	7643+2*--399*/*
((7*4)*(5-(3-(7*((0-4)*2)))))	74*53704-2**--*
(((5*4)-(0+(3/5)))*(6*6))	54*035/+-66**
(((2+6)*5)-(2+(0-(8+9))))	26+5*2089+-+-
((9+(3-(3*9)))-(0*(2+9)))	9339*-+029+*-
((((3-(8+4))*8)-(7+(4/0)))*8)	384+-8*740/+-8*
((4/(8+4))*(1/(2/(4/8))))	484+/1248///*
((0+7)+((9/(0-4))-(8-2)))	07+904-/82--+
((9*(2*7))-((5-(3-3))*(4*7)))	927**533--47**-
(((9*(8-1))+(8/5))/(9-(3*4)))	981-*85/+934*-/
(4/(2+(7/(8*(3*(9-1))))))	4278391-**/+/
(((4-((6/8)-5))*(2/5))+0)	468/5--25/*0+
((9/0)+((3+5)/(6+(1+9))))	90/35+619++/+
((0-8)-(4-((6+(8-3))-(1*1))))	08-4683-+11*---
((2+(7-3))+(7-(8-(5+(5*2)))))	273-+78552*+--+
(1-((5-(2/8))-(7*(4*(6/4)))))	1528/-7464/**--
(6*((2+(0*7))+(1+(6*(7/7)))))	6207*+1677/*++*
(((6*9)+(7/0))+(2+(0-9)))	69*70/+209-++
(9/(1+(6*(2-(3*(0-(4/3)))))))	91623043/-*-*+/
((2+7)+((4/6)/(3-(9*3))))	27+46/393*-/+
((8-(0/6))+(0-(2+(1*(2/9)))))	806/-02129/*+-+
((4-3)-(7/((8+(9*5))/2)))	43-7895*+2//-
((2+0)/(0-((8-(3-9))+(5-2))))	20+0839--52-+-/
(((4*8)-(5+3))*(5*(0*9)))	48*53+-509***
(8+(7+((((0/7)*9)*(3/4))-0)))	8707/9*34/*0-++
((3-(8+(2*(7*7))))-(4-3))	38277**+-43--
(((3-1)*(8/(7*6)))/(9+(2*7)))	31-876*/*927*+/
((8+((2+0)+(8/(7/8))))+(3-5))	820+878//++35-+
((5/(8-4))-(7/(7*(7*1))))	584-/7771**/-
((9+((4/7)*(8/(9*8))))/(6+5))	947/898*/*+65+/
(3+((6/7)+((9-0)/(1*7))))	367/90-17*/++
(9*(9*((3*(1-6))-(1*6))))	99316-*16*-**
((4-(2-5))/((8*5)/(1*3)))	425--85*13*//
(((1*9)/9)-(5-(1+(1-5))))	19*9/5115-+--
((6-(2+4))/((2+8)-(1-(3+3))))	624+-28+133+--/
((8+5)+(((1-(2*9))-(6*9))*2))	85+129*-69*-2*+
((4-2)+(3-((1+5)*(0-5))))	42-315+05-*-+
((0*(1+(5/(2/5))))/(7*(8-6)))	01525//+*786-*/
((0-(2/(9/3)))*(5/(8*0)))	0293//-580*/*
((5-0)/(8-(4+(7*(7-8)))))	50-84778-*+-/
(8*(0/(2-(2+(8*(4+(1*4)))))))	80228414*+*+-/*
((2+((9+3)*(1/1)))/(2-8))	293+11/*+28-/
(2-(3*(1*((2/(3+1))+1))))	231231+/1+**-
((8+((0/5)+(8+7)))*(7*(5/5)))	805/87+++755/**
(((8-(6/2))+2)/(6-(9+9)))	862/-2+699+-/
(((3+8)/(4+(2/9)))-(8+(4+2)))	38+429/+/842++-
(((8+1)/(3/(3+4)))-(9/(6-0)))	81+334+//960-/-
(((7-(6/5))*4)+(0-(6+1)))	765/-4*061+-+
((2+(1*(7+4)))-(7+(9/5)))	2174+*+795/+-
(0-((6/1)/((7+(9*5))*(6+4))))	061/795*+64+*/-
(((4+5)*(5*3))*(9+(9/(1+5))))	45+53**9915+/+*
(((6+(0/6))+(2+(9-5)))+4)	606/+295-++4+
(((2/(4/1))-(3/(2+6)))-(5/0))	241//326+/-50/-
(((2+6)*(7/(0*2)))-(7+(8*6)))	26+702*/*786*+-
(((((0-(9-0))-2)*(3-9))*6)*4)	090--2-39-*6*4*
((9/((4*(7-7))+6))/(3-(7+0)))	9477-*6+/370+-/
(((1/4)+(4/3))*(7*(3/5)))	14/43/+735/**
((((4+8)-0)-(0*(3+9)))*(4+5))	48+0-039+*-45+*
(((0-3)-(0/0))-(2*(3/8)))	03-00/-238/*-
(1*(7+(8/((0-(2/2))-(3-8)))))	178022/-38--/+*
((6*((1-6)+(6-0)))*(6/(1*7)))	616-60-+*617*/*
((((9/3)+1)*(5*6))*(6/8))	93/1+56**68/*
(3/((8/4)+(7/(3*(8-7)))))	384/7387-*/+/
(((1*0)+((6-9)*(2+(5+3))))*6)	10*69-253++*+6*
((0-(8/4))+(3-(2/(4-0))))	084/-3240-/-+
(((1-7)*(5/9))/(7/(9-8)))	17-59/*798-//
((9*3)-((8/3)*(5*(1+(9-1)))))	93*83/5191-+**-
((((6/1)/(7-7))-4)-(4/(1+7)))	61/77-/4-417+/-
(((3/3)+6)+(4*(6*(4/4))))	33/6+4644/**+
(((5/2)+(3+0))+(4+(2*4)))	52/30++424*++
((7+(6+(8+9)))/(8/(2-5)))	7689+++825-//
(((7/0)*(5/8))*(2/(9+2)))	70/58/*292+/*
(((7/(1/1))-(9-4))*(8*(5-4)))	711//94--854-**
(((8-(4/6))*(0-1))*((8/6)-3))	846/-01-*86/3-*
((2-0)+(6+(5-(6-(4/9)))))	20-65649/--++
((5-(6*(8-3)))-(7-(7+2)))	5683-*-772+--
((((4+7)+(6/4))-(7/5))/(0/7))	47+64/+75/-07//
((0-(6+0))-((8-(6*4))*(9-9)))	060+-864*-99-*-
(((7*2)*(5-(4*8)))/(8-4))	72*548*-*84-/
((1-((7/5)+(7-((1/9)*7))))+4)	175/719/7*-+-4+
((((6/6)+0)-(7*7))*(0+6))	66/0+77*-06+*
((1*3)-(3-(5+(3-(2/(8*5))))))	13*353285*/-+--
(((7*(0-8))/(8+2))+(7+(5/6)))	708-*82+/756/++
((7-(2-1))+(5-(4+(0*8))))	721--5408*+-+
((5+(7*(4*(6+(7/9)))))/8)	574679/+**+8/
((8*((3-(3*4))*(6/5)))*(5+0))	8334*-65/**50+*
(4/(((2/(1-0))/(9+5))-(7/3)))	4210-/95+/73/-/
((6/(7/(3-8)))-(2*(7*0)))	6738-//270**-
((5-2)*((9-(3/1))-(5+0)))	52-931/-50+-*
(((2/(4-(9*1)))-1)+(0*(0+1)))	2491*-/1-001+*+
((1/(2/3))+(6+((1-(4/7))-0)))	123//6147/-0-++
(((6/9)+(8+3))/(5+(5/8)))	69/83++558/+/
((9-(6+(5+(0-(5/7)))))*(2-0))	965057/-++-20-*
((0*(7*(6-(4/3))))-(6-6))	07643/-**66--
((4/((5-6)-(1-9)))-(6+9))	456-19--/69+-
(((2+(4+1))/7)/(7-(9-4)))	241++7/794--/
((8/(5+(5/6)))*(4/(2+0)))	8556/+/420+/*
((7*3)+((7*(2+8))*(5+3)))	73*728+*53+*+
(((4+(1/4))+(2+(5*9)))+(5*2))	414/+259*++52*+
((((8+0)+(1-6))*(7*(7+5)))/3)	80+16-+775+**3/
((6/(7+(5*(3*(8*8)))))/8)	675388***+/8/
((0/(5/2))*(1*(2*(6*(0*8)))))	052//12608*****
((1/(9-(1*1)))/(6+(9-0)))	1911*-/690-+/
(((6+(9/(1-2)))-0)+(7-(2*3)))	6912-/+0-723*-+
((((4*3)+(6+0))*1)*(3+4))	43*60++1*34+*
(0-(((2+3)*(0/6))/(0+(6*4))))	023+06/*064*+/-
((4*7)/((4-2)-(6-(5*(3-8)))))	47*42-6538-*--/
((7/2)/((3-((2+3)-6))-7))	72/323+6--7-/
(((7-7)+(0*((9*1)/3)))-(8*4))	77-091*3/*+84*-
((2+6)+((2-2)+(6+(8-(1-4)))))	26+22-6814--+++
(((0-(1*8))*(3/0))/(0-(3*7)))	018*-30/*037*-/
((4+3)*((1*(3-9))+(7/0)))	43+139-*70/+*
((((6/4)-(1-0))*(0+9))*(2*1))	64/10--09+*21**
((((2*(8-5))*2)+1)-(6+3))	285-*2*1+63+-
(((9*(2-6))*(7/(6-7)))-(9+1))	926-*767-/*91+-
(2*((1*(6+5))-((8-9)-(4-6))))	2165+*89-46---*
(0+(((3-(3/6))/(7-3))/(9+9)))	0336/-73-/99+/+
((0-(0+(2/6)))-(9+(7-2)))	0026/+-972-+-
(((3-5)/(6-(2-(7+(8-4)))))+9)	35-62784-+--/9+
(((5+3)-(2/7))*(2*(2+(8-8))))	53+27/-2288-+**
(5/((4/2)*(1+(1-(0/1)))))	542/1101/-+*/
(1-(((9*7)+(8/(9+6)))+(7-2)))	197*896+/+72-+-
(((8/9)+(3+2))+(3+(8+7)))	89/32++387+++
(((8-2)/(5-(1-(9*3))))/3)	82-5193*--/3/
(5-(4-(((7/(1/1))-3)+9)))	54711//3-9+--
(((6+4)+3)-(0-(4-(5*(8+9)))))	64+3+04589+*---
(5-(4-(((5+(9*8))/7)-7)))	54598*+7/7---
((2+(8-(7/1)))*(6*(2+1)))	2871/-+621+**
((7/(9+1))+((9*1)/(4-(2/7))))	791+/91*427/-/+
(9/(((3-(8+(6-8)))/5)*7))	93868-+-5/7*/
(((3/(3*2))*(2/(2+0)))*(2*5))	332*/220+/*25**
((4*(5/(0+(9*4))))-(1*(8/8)))	45094*+/*188/*-
(4/(9/(((6+(9*3))*3)/(5-9))))	49693*+3*59-///
((9+7)/(4+((1+0)*(7+(7+8)))))	97+410+778++*+/
((3/((6+(0/5))/1))/(1+0))	3605/+1//10+/
(((0-(8-7))/(3+1))+((3*9)-9))	087--31+/39*9-+
((2-(0+(3-(4*9))))-(0*5))	20349*-+-05*-
(((4*0)/1)-(4-(2+(2/9))))	40*1/4229/+--
((((9-0)-3)-(5-6))*(8/(9*3)))	90-3-56--893*/*
((6-(7-(1*(6+3))))/(5/4))	67163+*--54//
(((1/6)-(1*9))/(3-(5*(9/3))))	16/19*-3593/*-/
(((5-7)+5)*(8+((4/9)+(1-9))))	57-5+849/19-++*
((6-3)-(((2*(3-0))+5)/(3+0)))	63-230-*5+30+/-
(8-((((3/6)*4)/(6*8))*(6*1)))	836/4*68*/61**-
(2-(((3+5)-(4/0))/(8+7)))	235+40/-87+/-
(((0*4)-0)+((9-4)-(8+3)))	04*0-94-83+-+
((9+(5/(6/2)))*((7*6)-1))	9562//+76*1-*
((8*6)+((8+(3-(6*6)))/(2-8)))	86*8366*-+28-/+
((2*(7*5))-((5+9)+(6*4)))	275**59+64*+-
((8+8)*(7*(8*(3-(2-(1/8))))))	88+783218/--***
(((3*1)/(6-1))-(6+(8+(2/3))))	31*61-/6823/++-
((5/(2+(3/3)))+((0-1)/7))	5233/+/01-7/+
(((9*2)+9)+(7*(3-(8-8))))	92*9+7388--*+
((2*3)-(2/((0+(0*2))*(2-4))))	23*2002*+24-*/-
(((5*(2-1))+6)-(6*(5-(5*5))))	521-*6+6555*-*-
((4/(0/9))*(4/(2-(2-(7/3)))))	409//42273/--/*
((2-(3*6))*(5+(0/(5*2))))	236*-5052*/+*
(3+((2+((6/0)*5))+(5-1)))	3260/5*+51-++
((6+7)/((6+(8-(6*3)))*3))	67+6863*-+3*/
((7/(8-(2*7)))/(0/(9-7)))	7827*-/097-//
((5/4)*(5+(8+(9-(0+(5+6))))))	54/589056++-++*
(((4/0)+(6*(6/7)))+(5/(9*4)))	40/667/*+594*/+
((6-8)*(1+(7/((8/5)/4))))	68-1785/4//+*
(9+((((6-6)*(4*5))*6)/(5/6)))	966-45**6*56//+
(((5-(4+4))-1)+(2/(6*(8*4))))	544+-1-2684**/+
((1/(7/(2/7)))*(2+((9/0)+5)))	1727///290/5++*
(((2+1)-(8*(4/7)))*((9*8)/2))	21+847/*-98*2/*
((2/((4+(1*(5-7)))*8))*(4+6))	24157-*+8*/46+*
((8-5)*((5+(5-(7-6)))-5))	85-5576--+5-*
(((9/(2*2))*4)-((1-(6*5))*1))	922*/4*165*-1*-
((7+((3*3)*0))/(5+(3+5)))	733*0*+535++/
((((5+2)-(5/9))*(8-7))/(9*2))	52+59/-87-*92*/
(7*((2+0)+(1-(9+(5+5)))))	720+1955++-+*
((((6*5)+8)/(9/(9*6)))-(8/6))	65*8+996*//86/-
(((0-(8-7))/(0-1))*(2+(7*5)))	087--01-/275*+*
(((2-8)/(0-3))/(0*(5-(3+8))))	28-03-/0538+-*/
(((5*(2-2))/(3-0))*(0+8))	522-*30-/08+*
((8*(1+9))/(7-((7+(7*5))+9)))	819+*7775*+9+-/
(((3/(5-8))-(1*(5-(6*8))))*8)	358-/1568*-*-8*
((((1/7)+4)-8)/(0-(1*3)))	17/4+8-013*-/
(4/(((8/(1/5))*(7*9))*(2*9)))	4815//79**29**/
((5/3)+(3/(0/(3/(2*4)))))	53/30324*///+
(((4+((0+6)+(8-4)))+(1*9))+6)	406+84-++19*+6+
((7-(6-7))*((6-(8-1))-(2*0)))	767--681--20*-*
(((6-1)/(6-9))/(1*(9+5)))	61-69-/195+*/
((8+(6*(2-(0-(7/1)))))*9)	862071/--*+9*
(((4*7)-(5*0))*(0+(0/(9-6))))	47*50*-0096-/+*
((2-5)-((2*7)-(1*(3+5))))	25-27*135+*--
((6*(5/7))*((8/3)+(3/(2/6))))	657/*83/326//+*
((4+(7/0))*(5-(9*(3/(4/5)))))	470/+59345//*-*
(2/((8/(8+(0-4)))/(3/7)))	28804-+/37///
(((3-((4-4)*3))/(2+0))/(5*3))	344-3*-20+/53*/
(((4+6)+(2+((5/(5-0))+5)))/9)	46+2550-/5+++9/
((0-(3-(4*9)))/(0/(9*(2*5))))	0349*--0925**//
((((7+6)*3)*1)/(0/(1/(9-6))))	76+3*1*0196-///
(3*((1*1)*(8*(9/(2*8)))))	311*8928*/***
(((8-8)*(4*(3/8)))/(7*(1-6)))	88-438/**716-*/
((7+(1+9))-(6-(9/(2/9))))	719++6929//--
((3-(8+(8-(1*7))))+(8-1))	38817*-+-81-+
((5-5)*((9+1)-(2/(6+3))))	55-91+263+/-*
((9+0)-((7+(3-0))/(3/7)))	90+730-+37//-
((7-(2-(0/8)))/(4*((6+1)+5)))	7208/--461+5+*/
((((7*1)-2)-7)/(9*(5-5)))	71*2-7-955-*/
((6/(2-(2/(5+(5+(9-4))))))+3)	6225594-++/-/3+
((6-(2/((6*9)*6)))*(4*(9+9)))	6269*6*/-499+**
((((0/4)+(0/4))/1)/(6-1))	04/04/+1/61-/
((6+(4-(7-(1/2))))*(4-(0/8)))	64712/--+408/-*
(((5*7)+(0*(1*7)))*(3-(7-6)))	57*017**+376--*
((2-7)*(5/(1/(3-(6/4)))))	27-51364/-//*
((2*(2-(1+7)))*(4/(8-3)))	2217+-*483-/*
((3*(9*1))-(1*((9-5)-(7/1))))	391**195-71/-*-
(((3*6)+8)/((3+4)+(6-4)))	36*8+34+64-+/
(6/((1*((5/5)*(6/1)))*(0/6)))	6155/61/**06/*/
((3/(5+(5*0)))+(3-(2/4)))	3550*+/324/-+
(8/(1*((2+(0+9))/(0*1))))	81209++01*/*/
((2-9)+(0-(2*(5-(2*9)))))	29-02529*-*-+
((7*(4*(2/9)))-(8*(7/3)))	7429/**873/*-
((1*1)-(2+(2+(2-(4-(0+5))))))	11*222405+--++-
((1-(6*9))-(1/(6*(4*0))))	169*-1640**/-
((3*4)+((5+(6*0))/(8*2)))	34*560*+82*/+
(5+((7+(8*(9*5)))-(3-6)))	57895**+36--+
(3*(((4-6)/(9*3))-(8/3)))	346-93*/83/-*
((1*((1/9)+1))+(6/(2-9)))	119/1+*629-/+
(((0-0)-(8/1))+(3*(2+2)))	00-81/-322+*+
(8/((5*(6-1))*(4-(1+2))))	8561-*412+-*/
((6/(7+(6+1)))/(0-(2-(9/1))))	6761++/0291/--/
(7*((4+(9/(1/9)))+(6*(1+7))))	74919//+617+*+*
((8*7)-(((8/3)*(0+1))-9))	87*83/01+*9--
((0/2)+(1+(1*(1-(8+0)))))	02/11180+-*++
((9*((2+2)-(8+9)))-(8-0))	922+89+-*80--
((5-(6+5))/(5*(2+(7+5))))	565+-5275++*/
((0*(3+(4*8)))*(4+(2/6)))	0348*+*426/+*
(2*((8*7)*(6-(6-(3-2)))))	287*6632---**
((9/9)/((0/7)*(2*(7-(9*3)))))	99/07/2793*-**/
((0*3)-(((9+5)*6)/(8-(4+6))))	03*95+6*846+-/-
(((2*(0-6))/(1*(4+9)))/(9+5))	206-*149+*/95+/
((((9/7)*3)+(3*(8*2)))*3)	97/3*382**+3*
(((3+(5/(6+7)))*((9-5)+3))+3)	3567+/+95-3+*3+
(3/(5+(0+(1+(0-(6*7))))))	3501067*-+++/
((3+(9*(6*(2/(6+7)))))-(8-0))	396267+/**+80--
((6/(2/8))+((7+2)*(7-3)))	628//72+73-*+
(1-(((1-(7*9))-(8*9))-(9*7)))	1179*-89*-97*--
((((5/7)-9)+(0+(8*0)))-(1*0))	57/9-080*++10*-
(((((0+6)/(5*1))/8)*4)-(3+6))	06+51*/8/4*36+-
(((2-2)-(5+7))+(5-(1/6)))	22-57+-516/-+
((8-9)/(2-(6*(7+(2-5)))))	89-26725-+*-/
((1+(0*3))+(8*(1/(3+6))))	103*+8136+/*+
((0+8)-(6+(5+(4*(2+(2+3))))))	08+654223++*++-
((1/(0/(7*1)))*(0+(3+2)))	1071*//032++*
((7+(9*(7+(8-(9-1)))))+5)	797891--+*+5+
((4-((7*(8+9))/(5*0)))/(1/7))	4789+*50*/-17//
(2/((9-3)-(8-(2/(1/(8-7))))))	293-82187-//--/
(3*((7*((4+0)+(0/0)))/(1-9)))	3740+00/+*19-/*
(((8+(9*7))-(6-(0*7)))+(6*4))	897*+607*--64*+
(4-((9*(3*6))+(2-(0+2))))	4936**202+-+-
((0*1)+(3-(1/(2-(0/3)))))	01*31203/-/-+
(((0*2)/7)-(1-((1-(8/7))/2)))	02*7/1187/-2/--
(((8/(5-((1-1)-0)))-(3*4))*3)	8511-0--/34*-3*
(7+(7/(((0+6)/8)*(6+(8/4)))))	7706+8/684/+*/+
(((5+(2/(8/8)))*1)+((8*6)/9))	5288//+1*86*9/+
((6+(0/(4-3)))*(6*(0*8)))	6043-/+608***
((7*(3-(5/4)))/(9+(9*(8/4))))	7354/-*9984/*+/
((((3/(8-0))*6)/(1*(7/8)))+2)	380-/6*178/*/2+
((8/4)+(8*(8*(8+(0+2)))))	84/88802++**+
(((0-1)-(5*(5+5)))*(2-(3+7)))	01-555+*-237+-*
((4+(0/(9*2)))-(0/(4/(2*6))))	4092*/+0426*//-
((3*(4-(2+(7-4))))-(5-(2+2)))	34274-+-*522+--
(4-(6*((9*(6*4))/(3/7))))	46964**37//*-
(((7/(3-(3/4)))/(0+0))*(1/4))	7334/-/00+/14/*
((((6-8)*(5*6))+3)-(4-0))	68-56**3+40--
(((9-6)/(4-8))+(7+(8+(7-2))))	96-48-/7872-+++
(8/((4*(7+9))+(5/(3+2))))	8479+*532+/+/
(((3+5)+(1-(5+9)))+(7+9))	35+159+-+79++
((((4-2)+(1+2))*9)+(2*7))	42-12++9*27*+
(((6+(3-8))-(9*5))*(1-(3*7)))	638-+95*-137*-*
((1/((6*6)-4))/(1-(9*2)))	166*4-/192*-/
((2*(3/(6-(5+7))))-(4+(0+5)))	23657+-/*405++-
((((8-(0*2))*(8+5))*0)/(1-4))	802*-85+*0*14-/
(6-((3+((6+3)-(6/0)))+8))	6363+60/-+8+-
(((0/(3*(0+8)))*0)-(6+9))	0308+*/0*69+-
((((4/(6*0))*(8+8))/5)+(2*5))	460*/88+*5/25*+
((3*(8+(6/(7+(0-7)))))+1)	386707-+/+*1+
(((7+(3/6))-((6*3)-8))+(3*4))	736/+63*8--34*+
