(((6+4)+6)/(2*2))	64+6+22*/
(8/(0/(0-(8*3))))	80083*-//
((6-(8/0))+(1-5))	680/-15-+
((8+(4-4))*(2/6))	844-+26/*
(((4/0)*(2+4))+3)	40/24+*3+
((4-(2-5))/(3*6))	425--36*/
((2/(6*(4/3)))+6)	2643/*/6+
(2-(8+(3*(8-4))))	28384-*+-
((7+1)+(0+(4+1)))	71+041+++
((((7/4)*5)/6)-6)	74/5*6/6-
((0+(8*3))-(6*1))	083*+61*-
((4-(3+2))*(9+4))	432+-94+*
(5+(9-(6*(7/7))))	59677/*-+
(((4-1)*(5*8))-5)	41-58**5-
((6-(9/0))*(1*3))	690/-13**
(((9*8)-(4*5))+8)	98*45*-8+
(2/(4/(3/(6+3))))	24363+///
((9*3)*(2/(4/4)))	93*244//*
((4-5)/(8/(4/2)))	45-842///
(5/((7-1)/(7-7)))	571-77-//
((0/(4/(7*4)))+9)	0474*//9+
((((2+8)+5)/1)+8)	28+5+1/8+
(3*((4/2)/(6+9)))	342/69+/*
((4/(1*8))/(0*2))	418*/02*/
(4/((9+0)-(7*6)))	490+76*-/
((7-(3*5))+(3/6))	735*-36/+
((3-(2*3))*(1*8))	323*-18**
((3+(3+3))/(3/3))	333++33//
(((6*8)/(7/3))-2)	68*73//2-
((6-3)*(2/(3-8)))	63-238-/*
(3+((8*0)*(9/4)))	380*94/*+
(5-((3/(0-5))-2))	5305-/2--
((1/3)-(2+(5-3)))	13/253-+-
(((2*8)/9)+(6*4))	28*9/64*+
((9+2)*((9+4)/3))	92+94+3/*
((1-((0/8)/5))+8)	108/5/-8+
((9+(0+5))-(0-0))	905++00--
((((9+5)+8)-7)*7)	95+8+7-7*
(4*(7-((6-9)/9)))	4769-9/-*
((1-(5*2))/(3*9))	152*-39*/
(((6/0)/4)+(5+7))	60/4/57++
((0+0)-(6-(3/0)))	00+630/--
(0-((7+7)*(3*5)))	077+35**-
((6+(2+5))*(5-6))	625++56-*
((4*(2/4))/(8+9))	424/*89+/
(8+((8/(1+2))+7))	8812+/7++
((1/1)/(6-(3+1)))	11/631+-/
((8/(4*2))+(4-9))	842*/49-+
(8*((5/0)/(5-9)))	850/59-/*
((((3/0)+9)*8)+1)	30/9+8*1+
((4-0)+(2*(3*9)))	40-239**+
(7*(7+(1-(6-1))))	77161--+*
(((8/4)/2)/(2*4))	84/2/24*/
((9*1)*(8+(4/3)))	91*843/+*
((8+(9-5))*(8+7))	895-+87+*
((2-1)+(6*(4*8)))	21-648**+
(1-(4+(2-(8-9))))	14289--+-
((0-4)/(8/(0-9)))	04-809-//
(((5*3)+4)+(3+1))	53*4+31++
((7/(9*(7-4)))*3)	7974-*/3*
((9*4)/((4*2)/9))	94*42*9//
((9/4)/(4/(4-3)))	94/443-//
((7-7)/(0-(8-0)))	77-080--/
((3-7)-(7/(7*5)))	37-775*/-
((3+1)-(0*(4+7)))	31+047+*-
(((9*7)/9)/(9*7))	97*9/97*/
(0+(4*(0+(7+9))))	04079++*+
((8-(2+7))*(9/1))	827+-91/*
((5-(7-3))*(1-8))	573--18-*
((4/2)*(9+(8-7)))	42/987-+*
((0+3)-(2-(0*3)))	03+203*--
((4/3)-(8+(4-0)))	43/840-+-
((0+5)*(9*(2/5)))	05+925/**
((3/2)/(7/(3-8)))	32/738-//
(((1-0)/(8-4))*8)	10-84-/8*
((((8*1)/1)*1)-7)	81*1/1*7-
((0-8)+(0/(0/4)))	08-004//+
((2-(8/(1-2)))+8)	2812-/-8+
((4+5)+(7+(7-3)))	45+773-++
(6*(2+((8+6)/6)))	6286+6/+*
(((4-3)+(7/8))/8)	43-78/+8/
(3+(2-(5/(5+2))))	32552+/-+
((1+6)*(5/(0-5)))	16+505-/*
((3*(5+8))+(3-9))	358+*39-+
(((3/1)/(9/4))*5)	31/94//5*
((8*(9+6))-(0/7))	896+*07/-
((4*0)-(5-(3-9)))	40*539---
(2+((9-0)-(1*8)))	290-18*-+
((6+1)/(1*(8/3)))	61+183/*/
((8*((0-6)/4))*2)	806-4/*2*
(5-(8+(5+(0/1))))	58501/++-
((0*(2/(3/8)))/2)	0238//*2/
((0+7)-(0+(5+9)))	07+059++-
(5+((0+8)-(3-7)))	508+37--+
(3/(0-(1/(3-0))))	30130-/-/
(4+(8/(9+(9/7))))	48997/+/+
(((7-4)*5)*(6*9))	74-5*69**
(0-(3*(9+(3*3))))	03933*+*-
((2+6)-(0+(9+2)))	26+092++-
((6-6)+(6/(2-6)))	66-626-/+
(9+((3*6)-(3-7)))	936*37--+
((0/4)+(9*(7+5)))	04/975+*+
((8+3)/(6+(0*6)))	83+606*+/
((((4/7)/7)+3)*5)	47/7/3+5*
((9-(8+7))*(6-2))	987+-62-*
((0*8)+(2-(4/0)))	08*240/-+
(3/(0/((6/3)*5)))	3063/5*//
((8/3)/(1/(4+1)))	83/141+//
(4*(6+(8*(9/0))))	46890/*+*
(0-(8-(0/(2-9))))	08029-/--
(7+(3*(4/(7*8))))	73478*/*+
((7-4)/(7/(8-5)))	74-785-//
(7-((6+4)+(8/8)))	764+88/+-
((0/9)/(5-(3-3)))	09/533--/
((7-4)*(8/(7-9)))	74-879-/*
(6+(7/(9+(8-7))))	67987-+/+
((7*6)/(9-(3+0)))	76*930+-/
(((6*0)*(5-7))/8)	60*57-*8/
((0/0)/(4/(4-1)))	00/441-//
(4-((6/4)/(0*3)))	464/03*/-
(6/(2*(1+(5/7))))	62157/+*/
((3*(8*5))*(8/9))	385**89/*
((2/(2+3))+(9-5))	223+/95-+
((3*(7+6))-(0-1))	376+*01--
(5-(0*(2+(8*8))))	50288*+*-
((5*0)-(9-(2*1)))	50*921*--
((3+9)*(8/(1/7)))	39+817//*
(((0/3)/2)-(7-2))	03/2/72--
((0*9)-(3/(6/4)))	09*364//-
(((0*5)+8)-(8*5))	05*8+85*-
(((4-5)/(3*8))*2)	45-38*/2*
((7-6)+(6-(0*8)))	76-608*-+
((8/(9/5))-(0-4))	895//04--
(8+(6*(3/(4-4))))	86344-/*+
(2+(3-(9-(1+1))))	23911+--+
((2-0)-(6+(7/4)))	20-674/+-
(6/((8*(4*1))/1))	6841**1//
((0/(5-5))+(1+6))	055-/16++
((8*(8/5))-(4*3))	885/*43*-
(((4/1)/5)/(4*3))	41/5/43*/
((8/9)+(3*(0-1)))	89/301-*+
((9*(5-(1*0)))/6)	9510*-*6/
((6+(8*4))+(3*8))	684*+38*+
(((1/7)+1)/(2-6))	17/1+26-/
((7/(5+4))-(2+7))	754+/27+-
(8+(9-(3+(2/6))))	89326/+-+
((0/(4-8))-(4+8))	048-/48+-
((4-7)*(1+(0/9)))	47-109/+*
(7/(1-(3-(7*6))))	71376*--/
(((9*2)-(5-0))*1)	92*50--1*
((5*(4+(3/6)))/9)	5436/+*9/
(8/((2/5)+(8*4)))	825/84*+/
(0+((7+(3+7))+1))	0737++1++
((((7-0)*2)/2)-0)	70-2*2/0-
((5+3)*(4+(0+8)))	53+408++*
((4/4)-(3*(4/1)))	44/341/*-
(2-(5-(9/(3+1))))	25931+/--
((7/1)-(5+(8/0)))	71/580/+-
((4*(3*3))*(1+8))	433**18+*
(((5*3)/(5+8))*9)	53*58+/9*
((3/(2+7))/(1-9))	327+/19-/
(1+((0-3)*(2-5)))	103-25-*+
(9+(6*(7/(7-5))))	96775-/*+
((1-(5-4))/(1*8))	154--18*/
((5+(3*4))-(2*7))	534*+27*-
(((0*5)+6)*(9/3))	05*6+93/*
((7/(0/9))/(5/4))	709//54//
(9-(8*(9*(5*6))))	98956***-
((0/(8*2))-(1*2))	082*/12*-
((2+2)*(3+(1-5)))	22+315-+*
(3*(8/(4-(9-8))))	38498--/*
((3-((1+5)+4))/8)	315+4+-8/
(6*(((6+8)/3)-0))	668+3/0-*
((4/(5*5))+(7/8))	455*/78/+
((6*8)+(7*(1+6)))	68*716+*+
(2*(5-((3*6)+0)))	2536*0+-*
((4-(0/8))*(7*3))	408/-73**
(((2+1)+2)/(9/5))	21+2+95//
((4+(1+1))/(4+0))	411++40+/
((7-5)/(7*(9*0)))	75-790**/
((7+2)-(7*(9-0)))	72+790-*-
((7-(8/5))*(2-1))	785/-21-*
(8*((7+4)*(1-0)))	874+10-**
(1/(0+(4+(1-5))))	10415-++/
(8/(5/((8-4)/7)))	8584-7///
(6/((5+4)-(6/9)))	654+69/-/
((((4/4)*3)+8)-8)	44/3*8+8-
(6*(8+(9*(5*1))))	68951**+*
(9*((1/2)/(2*1)))	912/21*/*
(((2-9)/3)+(6-0))	29-3/60-+
((6+5)*(0-(7*6)))	65+076*-*
((7-(6-0))/(4-6))	760--46-/
((6-(5+7))-(3+8))	657+-38+-
((5*(7-9))/(4*8))	579-*48*/
((6*(8+2))*(9/0))	682+*90/*
((9+5)-(8-(8/7)))	95+887/--
(((7+2)*(2*4))/5)	72+24**5/
((6*4)/(8*(3*8)))	64*838**/
(5-(8-(2/(2*1))))	58221*/--
(8*(2/(1*(9+1))))	82191+*/*
(4/((8/(9/7))/6))	4897//6//
((((4+9)/3)-4)*4)	49+3/4-4*
(1/(5+(0-(8-6))))	15086--+/
(((1-9)*(7-7))/4)	19-77-*4/
((5*(8/3))*(4-8))	583/*48-*
(5*(0*(0-(5*0))))	50050*-**
((1/0)/(0-(8*3)))	10/083*-/
((0-1)/(4+(4/6)))	01-446/+/
((2+(0*2))+(7*9))	202*+79*+
(((2*(3*8))/1)-6)	238**1/6-
(1*((9*(8*9))+2))	1989**2+*
((4/(5*2))+(9*8))	452*/98*+
(4*(4+((4-0)+1)))	4440-1++*
((1+4)*(5*(3+6)))	14+536+**
(((1/4)/5)-(9*7))	14/5/97*-
(4+((0/(4*9))/1))	4049*/1/+
(2+(2/(3-(4/7))))	22347/-/+
((4+(8/6))*(4+0))	486/+40+*
(1*(4+((2+1)+3)))	1421+3++*
((9/4)+(6*(7-9)))	94/679-*+
(((0+3)+(7+2))+3)	03+72++3+
(((5+5)/(5-7))*4)	55+57-/4*
((1*(9*6))/(2/4))	196**24//
((2-(0-2))*(0*0))	202--00**
((0*(0+1))*(2+5))	001+*25+*
((9+(3+9))/(3+7))	939++37+/
(((0*1)-6)-(2-2))	01*6-22--
((((5/9)-7)/9)+2)	59/7-9/2+
(5+(5/(4/(1-7))))	55417-//+
(6*(5/((3/9)/0)))	6539/0//*
(5-(6+(1+(3/3))))	56133/++-
((9*(3/8))/(6-4))	938/*64-/
(1-(5-(2-(8*9))))	15289*---
(((1*2)*1)/(0-9))	12*1*09-/
(((6+3)+(5-8))*7)	63+58-+7*
((2/7)-(1+(0+3)))	27/103++-
(((1+2)*3)+(1-4))	12+3*14-+
(((4/3)-(7*6))+4)	43/76*-4+
(4-((8*(0-1))-0))	4801-*0--
((6/(8*0))+(4/1))	680*/41/+
((((1/1)-8)*5)*8)	11/8-5*8*
(3+((4-6)-(7-7)))	346-77--+
((9-(2*4))+(7*8))	924*-78*+
((5*4)+(7+(4+9)))	54*749+++
((6-1)+(2+(7/3)))	61-273/++
((7*5)+(0-(8/5)))	75*085/-+
(0*(4/(5/(9*8))))	04598*//*
(((6*5)-(6+4))/8)	65*64+-8/
(((8/(1/7))+5)*9)	817//5+9*
((8-(9-(6*9)))+4)	8969*--4+
(1-((5-(4-1))-3))	1541--3--
((2*3)-(5*(8-0)))	23*580-*-
((3*(9+1))/(5/9))	391+*59//
(((8-7)+7)-(3-4))	87-7+34--
((4*(6-(6-4)))-4)	4664--*4-
(((3*(7-4))*2)+0)	374-*2*0+
(9-(7/(8+(7+7))))	97877++/-
(3-((0*(2-5))*4))	3025-*4*-
((5*3)/(1*(2+0)))	53*120+*/
((8*2)/(5+(5+2)))	82*552++/
((9-(7+9))*(3-4))	979+-34-*
(0-(6*(0+(8/5))))	06085/+*-
(0*(0*(3*(3+2))))	00332+***
(5*((8*9)/(8-5)))	589*85-/*
(8*((7+8)+(5*8)))	878+58*+*
((9-((0-2)-3))-0)	902-3--0-
(0/((1-8)*(8-7)))	018-87-*/
((5*4)/(5*(8/6)))	54*586/*/
((9*(1-(6+7)))-0)	9167+-*0-
(((7/(5*4))-9)/0)	754*/9-0/
((4/(8-(6+3)))+0)	4863+-/0+
((6+(3-6))+(4-1))	636-+41-+
((0*(7*(8*4)))*5)	0784***5*
(((1*9)/8)*(2+4))	19*8/24+*
((1/7)+(8+(2-6)))	17/826-++
((4/3)-(4+(4*9)))	43/449*+-
((8*9)-(3-(8/3)))	89*383/--
(1+((4*8)-(6+5)))	148*65+-+
((7-(8+(9*2)))-6)	7892*+-6-
(((8+9)+(3/2))-2)	89+32/+2-
((1+8)/(9-(3/5)))	18+935/-/
(7/(8*(5-(7+7))))	78577+-*/
((0+(0*4))-(5/4))	004*+54/-
((8/9)/((3+7)*4))	89/37+4*/
((6-3)/(6-(7*8)))	63-678*-/
(7+(5/(0-(4/7))))	75047/-/+
((4*3)-(0+(0/4)))	43*004/+-
((5*2)/(8+(1*5)))	52*815*+/
(6-(0-(1*(4/6))))	60146/*--
((4+(4-7))*(6+4))	447-+64+*
((8+(0+2))*(8/9))	802++89/*
((9*1)-(5/(0+4)))	91*504+/-
((4/(6-1))+(2+9))	461-/29++
((8+2)*(3+(1/7)))	82+317/+*
(1-(3*(1*(3-1))))	13131-**-
((2-(2*5))*(3*5))	225*-35**
((0/0)/(5*(4/3)))	00/543/*/
((9*(5+6))+(9+0))	956+*90++
((4/6)*(3/(4+1)))	46/341+/*
((7+9)*(5/(0/1)))	79+501//*
(8*(0-(7/(4*3))))	80743*/-*
((6*4)*(8-(1-6)))	64*816--*
((4/1)+(7+(9-8)))	41/798-++
(((5*(7+1))+1)/1)	571+*1+1/
(7+((0*(5+9))*2))	7059+*2*+
((7*2)-(4-(9+2)))	72*492+--
(((6-(1+0))/9)-1)	610+-9/1-
((4/5)+(6+(3/5)))	45/635/++
(5*((8-0)/(9/8)))	580-98//*
(4+(8+((9/0)*8)))	4890/8*++
((5-(1+2))/(9-2))	512+-92-/
(((9-8)+(9/3))-2)	98-93/+2-
((9*8)*(7-(5*0)))	98*750*-*
(8*((4/(7-7))-1))	8477-/1-*
(4-(5+(0*(0*2))))	45002**+-
(8+((8+(2*3))+6))	8823*+6++
(1+(2*(4*(8+8))))	12488+**+
(((6/(1*5))/5)/0)	615*/5/0/
(9+(8/(4/(5*7))))	98457*//+
(((3/8)*(0/7))-4)	38/07/*4-
((2+(8-0))-(2/3))	280-+23/-
(1*(2/((7*7)+9)))	1277*9+/*
(((8/(5-7))+3)/7)	857-/3+7/
((5*2)+(8+(3*0)))	52*830*++
(1*(7-(3-(2*5))))	17325*--*
(0-(5*(8*(7/4))))	05874/**-
((5/((8-0)/2))+8)	580-2//8+
((5+0)/(0*(0+4)))	50+004+*/
((9+(7+9))/(4*8))	979++48*/
((3/(0*(5+9)))*0)	3059+*/0*
((5/3)*(7+(6+9)))	53/769++*
(7+((4*5)*(1/1)))	745*11/*+
(2-(8-(8-(0-2))))	28802----
(6+(8-(2+(7+1))))	68271++-+
(((8*1)/5)-(5/2))	81*5/52/-
((4*(0/9))-(2*2))	409/*22*-
((8/5)-(0*(2*1)))	85/021**-
(((9/9)/7)*(4/5))	99/7/45/*
(1+((1*2)+(7*6)))	112*76*++
(5+(1+(6-(9*4))))	51694*-++
((5*(9*4))*(2+9))	594**29+*
(5*(1/(3-(5*7))))	51357*-/*
((1*(4/0))+(0*0))	140/*00*+
(((3/(1-2))+7)+2)	312-/7+2+
(((8*(0*9))-9)/5)	809**9-5/
((7+2)-(1+(3+2)))	72+132++-
((9-(6+2))/(6/9))	962+-69//
(2/(7*((0+1)*4)))	2701+4**/
((((5-4)-8)-4)+7)	54-8-4-7+
((7/9)/(6/(0*3)))	79/603*//
((5-8)-(4+(1+1)))	58-411++-
(((7*1)/(7+6))*8)	71*76+/8*
(9*(9*(3-(5*3))))	99353*-**
((7+(2/3))/(7*0))	723/+70*/
(7*(7/(3*(0/2))))	77302/*/*
(4+((1+(4-5))*2))	4145-+2*+
((4-(7*4))*(6/4))	474*-64/*
(6*(6/(7*(2+8))))	66728+*/*
(5*((0/2)-(3*1)))	502/31*-*
((4+((2/8)*2))+5)	428/2*+5+
(((2/9)+5)+(6/8))	29/5+68/+
(8*((8*5)*(1*4)))	885*14***
((0+(2*1))/(0*9))	021*+09*/
((2/6)-(5-(4/2)))	26/542/--
(3/(8/(3/(7-5))))	38375-///
(7-((7+(7+5))+6))	7775++6+-
(1/(3-(0*(6/3))))	13063/*-/
((3/4)-(6/(3-2)))	34/632-/-
((0*(5+(1*2)))*8)	0512*+*8*
(0-((7+6)-(2-4)))	076+24---
(5-(5/((6*3)-7)))	5563*7-/-
(1-(0-(5-(5-5))))	10555----
(((2*4)*9)/(6/7))	24*9*67//
((4-5)-(9/(0*2)))	45-902*/-
(7/(8/(1*(5/1))))	78151/*//
(5-(8+(3-(5*4))))	58354*-+-
((8+0)-(7-(5+7)))	80+757+--
((4*(1-1))*(4*0))	411-*40**
((7-(6*5))+(1-9))	765*-19-+
(7-(6-(7*(4+6))))	76746+*--
((3*(4/9))-(8+7))	349/*87+-
((0+2)+(1/(6+6)))	02+166+/+
((6/(1*7))*(6*7))	617*/67**
(((2+0)+(8/7))*9)	20+87/+9*
(((4*2)/(6-6))/8)	42*66-/8/
((7+(7*3))+(8-6))	773*+86-+
(((0/4)*(5/8))*3)	04/58/*3*
((5-(6+(8-0)))+7)	5680-+-7+
((4-6)+(5*(7-3)))	46-573-*+
(2/((4-(0-2))+4))	2402--4+/
((5/1)-(3-(3+1)))	51/331+--
(6+((0/(2+4))*5))	6024+/5*+
(5+(5-((3/0)-0)))	5530/0--+
(7*(9/(2+(3/8))))	79238/+/*
((2/(8+9))-(1+2))	289+/12+-
(0*(2-(3*(1/7))))	02317/*-*
(7/((4+7)*(7/0)))	747+70/*/
((6/8)-(8/(3-9)))	68/839-/-
((((4+5)*3)-7)+0)	45+3*7-0+
((5+8)*(2+(1-9)))	58+219-+*
((6*(3/8))/(8-4))	638/*84-/
((6/4)/(4/(1+1)))	64/411+//
((5/(3+(5-5)))+9)	5355-+/9+
((7-(9+5))+(1+4))	795+-14++
((6+9)-(5*(6/2)))	69+562/*-
((1+(8-1))-(4*5))	181-+45*-
(4*(4-(0*(6/3))))	44063/*-*
(9-(4-(7-(9*7))))	94797*---
((1-(0/5))-(7-9))	105/-79--
(4+((8*6)+(8-1)))	486*81-++
((6+9)/(4+(2-6)))	69+426-+/
((3-(6/8))+(0-5))	368/-05-+
(((5+5)+8)/(0*7))	55+8+07*/
(((5*0)+(7-9))+0)	50*79-+0+
((7/(9-8))/(1*4))	798-/14*/
((4-3)/(8*(5*7)))	43-857**/
(((6/9)-2)*(9*7))	69/2-97**
((((6+1)-4)+3)+3)	61+4-3+3+
((8+7)/(1/(6/0)))	87+160///
(2-(6-(0*(8-3))))	26083-*--
(1-((7*(8*8))*5))	1788**5*-
(0/(1*(5-(5*3))))	01553*-*/
((6+(6+2))/(2+1))	662++21+/
(((2/(6-1))/0)+2)	261-/0/2+
(((5+9)*(7-8))+4)	59+78-*4+
(((7/5)/7)-(2/2))	75/7/22/-
((7+(2+4))+(7-2))	724++72-+
((2/(4*1))+(3-5))	241*/35-+
(7*(((6+2)*1)-1))	762+1*1-*
((((4/6)*9)*1)/2)	46/9*1*2/
((7*1)*(6-(7+0)))	71*670+-*
(((4/4)/6)-(4+5))	44/6/45+-
((3+9)-(3+(6-8)))	39+368-+-
((3*0)+(6-(1-0)))	30*610--+
((8/5)/(3/(7*4)))	85/374*//
(((4+6)*0)+(2*8))	46+0*28*+
(2-(2/(3-(6+3))))	22363+-/-
(((7*5)/(0-0))-5)	75*00-/5-
((6+(4-(8*0)))+1)	6480*-+1+
(2/(8/(1/(7-5))))	28175-///
(((9-(3*2))*8)*1)	932*-8*1*
((0+0)-(3*(8/3)))	00+383/*-
((7/1)/(4+(0-4)))	71/404-+/
((6/(4+0))-(5-8))	640+/58--
(5+(6*(7+(8/9))))	56789/+*+
((2+((9*5)/0))/2)	295*0/+2/
((0+((8+9)*9))-9)	089+9*+9-
((7+(8+0))*(3+6))	780++36+*
((4-9)-(0-(6+2)))	49-062+--
((8-(6-9))/(7-0))	869--70-/
((7+(6-(8/3)))/2)	7683/-+2/
(2+((0*4)+(6/3)))	204*63/++
(((6*5)/(1-7))/0)	65*17-/0/
(4-(3*(3+(2*3))))	43323*+*-
((4*7)*(5/(8+4)))	47*584+/*
((4-(8/(8/8)))+4)	4888//-4+
(6+(0-(6-(2-7))))	60627---+
((7+8)-(4*(1-3)))	78+413-*-
((7*(8-2))*(8-3))	782-*83-*
(((7/6)/(7*6))*7)	76/76*/7*
((((5*1)/8)+9)+8)	51*8/9+8+
((9-(0+2))+(1/2))	902+-12/+
((5+5)+(0+(1*5)))	55+015*++
(6/((9*5)+(3/1)))	695*31/+/
((6+(8+2))+(2*0))	682++20*+
(7+(6+(2-(0/8))))	76208/-++
((7/(9/9))/(2/0))	799//20//
((((9*7)-7)/8)/0)	97*7-8/0/
(((6-8)-6)-(1*3))	68-6-13*-
((5*4)/(9/(2/4)))	54*924///
((4-(1-7))+(2-1))	417--21-+
(5/((6+5)/(1-2)))	565+12-//
((6-(3*7))*(9+7))	637*-97+*
((0/(3+4))*(2*1))	034+/21**
(5*((6+7)-(9-3)))	567+93--*
(((1+3)-6)+(9+3))	13+6-93++
(((3/6)/9)-(8-0))	36/9/80--
(6*(1/((5/2)+0)))	6152/0+/*
(2/(5+((2/9)+6)))	2529/6++/
((3*(7*6))+(7+3))	376**73++
(8-(1*((1+6)*8)))	8116+8**-
(((9-9)/0)/(2+8))	99-0/28+/
(((1-(3-4))-4)*0)	134--4-0*
(6*((9+(8+0))*1))	6980++1**
((5+5)*(1+(5+9)))	55+159++*
(((6*8)-(8-2))/7)	68*82--7/
(5/(3-(2+(8+0))))	53280++-/
(5-((1*8)/(5*7)))	518*57*/-
(((6+8)+6)/(8/0))	68+6+80//
(1+(7/(2+(8*3))))	17283*+/+
(((7/6)-(1-8))*2)	76/18--2*
((2+(9/5))/(9/1))	295/+91//
(((4-(8/4))/5)*5)	484/-5/5*
(8/((2*0)*(9+2)))	820*92+*/
((3-2)+(0*(9-2)))	32-092-*+
((5-(7+4))/(4-4))	574+-44-/
(((1*7)/(7+1))*4)	17*71+/4*
(7*(6/(8*(1*5))))	76815**/*
((7+(9/6))-(2-2))	796/+22--
(2*(2*(2*(8/0))))	22280/***
(2/((8*3)/(5-7)))	283*57-//
(3*(9+(3-(7+2))))	39372+-+*
((8*(4+(7+4)))-0)	8474++*0-
((8/8)*(0-(9-3)))	88/093--*
(6*(2/(0*(0-6))))	62006-*/*
(2-(3+((9/7)+2)))	2397/2++-
(9-((2/5)/(9*2)))	925/92*/-
((7/3)+(6-(1-6)))	73/616--+
(7/(9-(2+(3/6))))	79236/+-/
(((6-8)+(9/2))*8)	68-92/+8*
((0/2)*((7+8)-7))	02/78+7-*
(6-(9+(4*(0+4))))	69404+*+-
(5/(0/(9*(8-5))))	50985-*//
((4*9)-(7*(5-6)))	49*756-*-
((2+(2*(2+6)))*9)	2226+*+9*
(3+(6*(7/(6+3))))	36763+/*+
(7/((4/(3+1))/0))	7431+/0//
(3-(8*(7/(6/2))))	38762//*-
(4-(1+(1-(7-7))))	41177--+-
((2-1)+(4-(2+2)))	21-422+-+
((1*(6/(7-2)))-6)	1672-/*6-
(4*(0-(7*(1/5))))	40715/*-*
((7/7)*(2-(0*3)))	77/203*-*
((8/9)-(3-(3*0)))	89/330*--
((2+(7-7))*(1/1))	277-+11/*
((7+2)*(7/(7-8)))	72+778-/*
((8+6)+(0/(9+9)))	86+099+/+
(3*(7-(6/(8+1))))	37681+/-*
((0/(3-(9-5)))/2)	0395--/2/
(((3/5)*1)-(6+4))	35/1*64+-
((7-(5/(7*8)))/2)	7578*/-2/
(9*(6-(6-(8/1))))	96681/--*
(((4*4)+(0+4))+8)	44*04++8+
(7-(1+(3+(8*7))))	71387*++-
((7/(7/8))+(3-6))	778//36-+
((0-2)+(4*(8*8)))	02-488**+
(2-(7/((2+9)/5)))	2729+5//-
((8+(2+8))*(3+8))	828++38+*
((8/(9*7))*(9/0))	897*/90/*
((1+(0+6))+(4+6))	106++46++
((6-(4*(3+7)))+8)	6437+*-8+
((6-(3+6))+(1-9))	636+-19-+
(8+(2+((5+0)+7)))	8250+7+++
(2-(7-(4+(2*7))))	27427*+--
((0*6)+(2*(7+5)))	06*275+*+
((3-2)+(9*(3-2)))	32-932-*+
(2-(9+(1/(0/1))))	29101//+-
(5*(9/(5/(0+0))))	59500+//*
(3*((3+8)+(3/0)))	338+30/+*
((2-(1*4))+(0+3))	214*-03++
((2/0)*(5/(1-2)))	20/512-/*
(((5/1)+1)+(8*3))	51/1+83*+
((3+(0/9))*(9*4))	309/+94**
(((1/2)/4)/(7-9))	12/4/79-/
((8/((0/2)+5))/3)	802/5+/3/
((3/6)+(7*(3-3)))	36/733-*+
(((5-0)*5)/(4+3))	50-5*43+/
((7/(2-0))/(7+2))	720-/72+/
((4/(4-(3*2)))-5)	4432*-/5-
(2*((6/4)+(8-3)))	264/83-+*
((5+(9*9))+(7+1))	599*+71++
((4*3)-(9/(3/7)))	43*937//-
((2/6)-(5/(4+4)))	26/544+/-
(((4+8)-4)*(8+7))	48+4-87+*
(9*(4-(5+(4*9))))	94549*+-*
((4*(2/5))/(9+2))	425/*92+/
((3*(5+3))-(5+5))	353+*55+-
((7/6)*(7-(4+8)))	76/748+-*
(3-(((0-9)+0)*4))	309-0+4*-
((5-(3/(9/4)))/1)	5394//-1/
(4*(1+(2-(0-2))))	41202--+*
(((4*1)*6)/(3+6))	41*6*36+/
((8/2)*(2*(7-1)))	82/271-**
((9/(0*(7*6)))/3)	9076**/3/
(((2*4)*4)*(6/2))	24*4*62/*
(1/(3/(7*(2/3))))	13723/*//
(((5/6)/9)+(4+2))	56/9/42++
(0*(6-(6*(4-0))))	06640-*-*
(8*(0/(8+(1+2))))	80812++/*
((9+(6+1))+(0/9))	961++09/+
(5+((1+(5-6))+9))	5156-+9++
((4-(7/(7+1)))-4)	4771+/-4-
(((8-(3-0))-0)+0)	830--0-0+
((9/6)/(1*(2/4)))	96/124/*/
((2/((5/1)*3))+2)	251/3*/2+
(6/((6*7)-(6-6)))	667*66--/
((3+(9+1))-(9/2))	391++92/-
(2*(5/(9/(1/3))))	25913///*
((2/(8/(3-0)))+4)	2830-//4+
(((9+7)-5)-(9-7))	97+5-97--
((9*(1/5))*(4/9))	915/*49/*
(8*((6*(5*8))/7))	8658**7/*
(((4*7)/(9-5))*3)	47*95-/3*
((8*1)+(0*(1*7)))	81*017**+
(6-(1*(5*(3*2))))	61532***-
(5-(7*(6+(5+2))))	57652++*-
((7/3)-(6+(2+4)))	73/624++-
((9/(6-1))/(5*0))	961-/50*/
(5-(6/((1-0)*1)))	5610-1*/-
((7*1)+(1*(3-5)))	71*135-*+
((1*6)+(8-(6/7)))	16*867/-+
(7/(5*(9-(5/4))))	75954/-*/
((6+(9-1))*(5+2))	691-+52+*
(0+(8+(4-(7-9))))	08479--++
(((2+2)-4)+(6*5))	22+4-65*+
((5-(8/(5-3)))/5)	5853-/-5/
((2*(3*8))/(8*7))	238**87*/
((7+6)+(7*(9-7)))	76+797-*+
(0/(4*(9-(5/0))))	04950/-*/
((1-2)*(0*(2*1)))	12-021***
((4+9)+(9/(7+0)))	49+970+/+
((5/(5/(2+1)))*2)	5521+//2*
((1*4)/(6+(0/0)))	14*600/+/
((((9-6)/8)*4)+5)	96-8/4*5+
((2*(5+4))*(8+6))	254+*86+*
((6/(3/(8/2)))-5)	6382///5-
((3*(0+6))*(7+9))	306+*79+*
((3*8)+(0+(5+0)))	38*050+++
(((3/(4-9))*4)*5)	349-/4*5*
