((((5*1)*(1/3))+6)/(0-(3/(3/(9/2)))))	51*13/*6+03392///-/
((3/2)+(6+(1+((((3/2)*5)+(9-1))/3))))	32/6132/5*91-+3/+++
((((5-2)+4)+((3-1)/(6+(5/(2+3)))))/7)	52-4+31-6523+/+/+7/
((((4-(7/6))/5)-(8-(7-(5+1))))/(5/2))	476/-5/8751+---52//
((((9*(3*(6-3)))/(3*6))-(9*(6/5)))*4)	9363-**36*/965/*-4*
(((2+(5-(8-4)))-(0/4))+(0-(5*(1+0))))	2584--+04/-0510+*-+
((((6-0)-(3+8))*(1/(1-5)))/(7/(9/1)))	60-38+-115-/*791///
((((1/(5-7))-(9-6))-(5/6))-(8/(0/8)))	157-/96--56/-808//-
((6/((2+7)/((6/((3-(7/5))/8))-4)))*9)	627+6375/-8//4-//9*
(((8/((1*5)*(6-(4+1))))*(9-(5-2)))*5)	815*641+-*/952--*5*
((((0/6)*(5-8))/(1/6))-(8*(7-(6/7))))	06/58-*16//8767/-*-
(((2*((1+1)-(9+9)))-(9-9))*(2/(2*7)))	211+99+-*99--227*/*
((2-(5+(4+3)))+(9+(3+(0-(8+(0*1))))))	2543++-930801*+-+++
(((1*(2-5))/((3-(4*8))*(5-4)))+(7*8))	125-*348*-54-*/78*+
(((5+(9/((5+9)/6)))/(7*(2*2)))/(6*7))	5959+6//+722**/67*/
((((2*7)-(0-0))/(3-4))-(2*(2-(7-0))))	27*00--34-/2270--*-
(((2/(1-(0-6)))*(4+5))/(6+(6-(2-9))))	2106--/45+*6629--+/
(((8*(4/9))+(7/(4+7)))/(6-(5*(9-4))))	849/*747+/+6594-*-/
(((0*(1/(2/1)))*(9/(2+1)))-(4/(5-2)))	0121//*921+/*452-/-
((8-(3-(8-(7*(0*3)))))+(3+(9+(2-0))))	838703**---3920-+++
(3*((1-(8+(6*0)))+(5-(3-(0-(3/7))))))	31860*+-53037/---+*
((((1-(9*2))+(7*3))*(6+8))+(4+(8*8)))	192*-73*+68+*488*++
(((6/(3/(5/2)))+(6/(4-5)))*(8+(5*4)))	6352///645-/+854*+*
(1+(9*(2/((7/((4/4)/6))+(3*(5-8))))))	192744/6//358-*+/*+
((((1+8)/7)-(9*5))+(1/(3*((1*4)-9))))	18+7/95*-1314*9-*/+
((4+((8*9)+(6/(9+5))))-(7*(3-(9-6))))	489*695+/++7396--*-
(((((2+0)*(3/9))+0)+(2/0))/(7*(6-8)))	20+39/*0+20/+768-*/
(((8*4)+(8*(8-7)))*(2/((5*4)+(2-3))))	84*887-*+254*23-+/*
(((2-(9/(8+4)))+(4/(9+8)))+(1*(8/4)))	2984+/-498+/+184/*+
(((8-3)*(7*5))-(4-(0*((7+9)/(6/5)))))	83-75**4079+65//*--
((((7*(2/0))/(8-8))/(6/(6+(3/7))))+6)	720/*88-/6637/+//6+
((((7-3)-8)+(2-(0-(8-(3*1)))))/(1/8))	73-8-20831*---+18//
(((7-1)-(2*(4*6)))+(0+((2/8)-(5*8))))	71-246**-028/58*-++
(((8-(7*1))/(8+(3*(3+(4+(1/0))))))-1)	871*-833410/++*+/1-
((4-((8*4)+3))-(3-((8-7)-(6/(6*2)))))	484*3+-387-662*/---
(((2*5)-(9*(7*9)))/(5-(9-(5*(7/1)))))	25*979**-59571/*--/
(((2/8)/(8*((6+2)+4)))-(5+(5-(8-6))))	28/862+4+*/5586--+-
(((4/8)+0)*(4/(((8*(3+7))-(1+1))-2)))	48/0+4837+*11+-2-/*
(((4*(3*(3-6)))-(9+8))+(5*(5-(0+7))))	4336-**98+-5507+-*+
(6*(5/(3+((2+((1/5)/(8-0)))*(5-7)))))	653215/80-/+57-*+/*
(((2+(4+(7-1)))/(0-((2*3)-(3/7))))*9)	2471-++023*37/--/9*
(6/((((0*(7/2))*6)/(0/(8*(3-7))))+5))	6072/*6*0837-*//5+/
(((4+2)/(4+(4+(8*8))))+(9+(4/(8-1))))	42+4488*++/9481-/++
((((8/9)-(1-0))*((9+6)*(4+7)))/(0/2))	89/10--96+47+**02//
((((1+(4-6))*1)+(9+(1/5)))/(6/(4*5)))	146-+1*915/++645*//
((((5*(7-6))*(6/3))*(5+8))/(2-(5/9)))	576-*63/*58+*259/-/
((3+(1-(6+(0*(5/(7-(3-4)))))))/(5-0))	31605734--/*+-+50-/
((((9+(3+5))-(1-(7-(5-1))))/(6-3))/7)	935++1751----63-/7/
((((5/6)/(2*7))/(5*3))/(1-(9+(2+0))))	56/27*/53*/1920++-/
(((2/(9+9))-(9-(4/((6/8)-8))))/(6/0))	299+/9468/8-/--60//
((((4+8)-((3*(2-8))+0))/(6*(3/2)))*2)	48+328-*0+-632/*/2*
((6+(2/((3/3)*(0/6))))+(2-(3+(4+2))))	6233/06/*/+2342++-+
(7-((4*(6/(4+(3+6))))/(5*(9*(8*9)))))	746436++/*5989***/-
((((4+0)/(9/2))/(9-(1+5)))/(3+(0*0)))	40+92//915+-/300*+/
((4*(5/(8+(0/(1+(2/7))))))-(4*(5-0)))	4580127/+/+/*450-*-
((2/((1-(7/(4+7)))/(2+1)))*(5*(4*7)))	21747+/-21+//547***
((((2-(2+6))*(8*(6/9)))*(3/(5+6)))+5)	226+-869/**356+/*5+
(7+((9+(4*2))*(6+(8-(4-(1/(7*7)))))))	7942*+684177*/--+*+
(((6/5)-8)-(6/(0/((4*1)-(5*(7-8))))))	65/8-6041*578-*-//-
((6+(2/2))-(9*(6*(9/(0/(5+(0-8)))))))	622/+9690508-+//**-
(((((8-(7/1))*5)*(6-5))-(6+(8/4)))*5)	871/-5*65-*684/+-5*
((6/(3+0))+(4*(1+(2+(7/(3+(5+0)))))))	630+/4127350++/++*+
((((3+6)*(2+7))/(5*(8*4)))-(1+(8-9)))	36+27+*584**/189-+-
((((((3/8)/2)/(6-1))+2)-(3-4))/(4/1))	38/2/61-/2+34--41//
(((7*(0-(6/(7/6))))/(8/(5*7)))*(6*7))	70676//-*857*//67**
(((4-(4/(0-(3*6))))-(8*(2*(1*3))))+3)	44036*-/-8213***-3+
((4+2)-((2/(((5/(8*4))+4)-(1-6)))*2))	42+2584*/4+16--/2*-
((7*((4+0)/(7/(2/6))))+(1/(4+(9*0))))	740+726///*1490*+/+
(((5-(3*(8/3)))-(6*8))*(7*(4+(6/8))))	5383/*-68*-7468/+**
(((7*(4/0))/(6+(2+(4-0))))+(3+(1+4)))	740/*6240-++/314+++
((((6-3)/4)/(7*(6-((4*(7-7))/9))))-6)	63-4/76477-*9/-*/6-
((((2-5)*(6*(8*1)))-(1*6))+(8*(3-6)))	25-681***16*-836-*+
((((5+3)-(8/5))-(4*(1+9)))*(6*(5/6)))	53+85/-419+*-656/**
((8-(7-((8*(9-6))-9)))+(4/((1/7)+7)))	87896-*9---417/7+/+
(((((8/(9+(9-6)))+(8*3))+(0/4))*9)-5)	8996-+/83*+04/+9*5-
(((5+(6/6))+(5/(2+(4-(6*7)))))*(0-0))	566/+52467*-+/+00-*
((((8/(6-4))*0)-(3/2))-(3+(3/(4*1))))	864-/0*32/-3341*/+-
(((1*(2+(0+1)))-(4*(7/9)))+(1-(6+8)))	1201++*479/*-168+-+
(((((4-(1-2))+7)+(4+(6/1)))+(2-8))/7)	412--7+461/++28-+7/
(((4-(0+7))*(0-(4/6)))*(7+((9-4)*3)))	407+-046/-*794-3*+*
((3/(8*((7+(8/4))+4)))*(2-(2/(2-5))))	38784/+4+*/2225-/-*
(((9*((5-6)/8))/(1-((0*1)/(8/2))))-6)	956-8/*101*82//-/6-
((((1+9)-(6+8))+(1/4))-(0/(9*(1+2))))	19+68+-14/+0912+*/-
(8/(5+(((8*(6*0))*(9*(9/(4-2))))*0)))	85860**9942-/**0*+/
(((((5/1)-2)*(4/(9/8)))*(4*(0*8)))/7)	51/2-498//*408***7/
(((2/(6/(7+(7*6))))-((1+(1+0))/5))-1)	26776*+//110++5/-1-
(((((1+7)*6)*8)*(4/(6+(8-6))))-(8/2))	17+6*8*4686-+/*82/-
(((2/((7+(0/(1-3)))*2))+(6+(4-0)))/8)	27013-/+2*/640-++8/
((7+((2-(8/8))+8))+(7/(6-(0*(6-3)))))	7288/-8++76063-*-/+
(((8+6)+(4*9))*(0-(8-(0-(9+(8-6))))))	86+49*+080986-+---*
((2*(7*(8/5)))/((1+(6-1))/(5+(3/7))))	2785/**161-+537/+//
((5/(7+5))*((7*9)*(8+(2+(5*(1/2))))))	575+/79*82512/*++**
((2+(7/((8*(7-8))-(3-5))))/(6*(7+9)))	27878-*35--/+679+*/
((((3*(9-(9/4)))*(9/(4-2)))*(6-3))-5)	3994/-*942-/*63-*5-
(((1-(2-9))+(7-(6*(3-0))))/(8+(6/0)))	129--7630-*-+860/+/
(((5-(7/2))/(6-8))-(4-(6+(1+(9+8)))))	572/-68-/46198+++--
(((2*7)*(1+(6+(8-(9*0)))))-(1/(3*6)))	27*16890*-++*136*/-
((3*7)-(((5/(4+(7*3)))/(4/2))-(3*6)))	37*5473*+/42//36*--
((((1-9)-(8+3))/(0-(2*(0/0))))-(7+6))	19-83+-0200/*-/76+-
(((5-(1+(2-0)))*(6-(0*6)))/(3*(2+5)))	5120-+-606*-*325+*/
(((9*(6+(7/(8+1))))/(0-(3*6)))*(9-9))	96781+/+*036*-/99-*
(3/(2/((6-(6/(5*4)))/(9/(5+(2*9))))))	326654*/-9529*+////
((9/(((2+1)+(8/(3+(9-0))))*(3/8)))+4)	921+8390-+/+38/*/4+
(((6/(6*9))-(0*(6-(9/4))))+(3*(1*5)))	669*/0694/-*-315**+
(8-((3*((7/(9/2))+(2+(2-6))))+(9-2)))	83792//226-++*92-+-
((((6+3)+5)+(8*(6+8)))*(6/(7+(8*3))))	63+5+868+*+6783*+/*
(((5/2)+9)+((1-(4-(1+4)))-(9/(6-3))))	52/9+1414+--963-/-+
(((((3*4)+6)*2)+((6*4)/(0*(2+6))))+7)	34*6+2*64*026+*/+7+
(((5+(3*(0+(6*4))))+(5/(7/0)))/(5*8))	53064*+*+570//+58*/
((((5-7)/(2/(9+8)))+(2*(0/2)))+(7*2))	57-298+//202/*+72*+
((9/7)/(7/((5+(2-(6/3)))-(7+(4-6)))))	97/75263/-+746-+-//
(6/((0*(7-(0+6)))/(8+(8+(8*(4-1))))))	60706+-*88841-*++//
(((0*((8/9)-(6-(7-3))))+2)+(4*(5+6)))	089/673---*2+456+*+
(((4+(1/(1+9)))-(9+(7*2)))+(2+(8+1)))	4119+/+972*+-281+++
(((((8/3)+8)-3)*(3/(8+(3-6))))*(6-0))	83/8+3-3836-+/*60-*
((((7-1)+(6-(4*(5*(4/1)))))*0)-(7/6))	71-64541/**-+0*76/-
(((7-(9+(0+6)))*(6*1))-(8-(1-(4*5))))	7906++-61**8145*---
(0/(((1-1)+(1*(6+9)))-(9+(9+(0*1)))))	011-169+*+9901*++-/
((9*((7/(5/4))/(8*(2*6))))*(2-(9/3)))	9754//826**/*293/-*
((4-(1-(0+(9/(9-8)))))*(2-((5*3)-7)))	410998-/+--253*7--*
((8*6)*((7/((7+3)-8))*(6-(6+(4*3)))))	86*773+8-/6643*+-**
((3/((9*(8-0))-(6+(4-(3/9)))))-(1*6))	3980-*6439/-+-/16*-
((((0+(6/9))+(2/(1-3)))+(3-(0*2)))+5)	069/+213-/+302*-+5+
((8*6)/(((3/7)/(6+(8-(5*2))))-(4+2)))	86*37/6852*-+/42+-/
((0+(((6+(4/8))/(1/6))/(2-(9/3))))*2)	0648/+16//293/-/+2*
((3+1)*((6-2)-(8-(8*(7/(0*(0/6)))))))	31+62-887006/*/*--*
((((0-8)/(8*2))+(4-(2+(0/9))))/(5/5))	08-82*/4209/+-+55//
((5+5)-((2+(8/(4/4)))/(8*(6+(2/7)))))	55+2844//+8627/+*/-
(((3/7)/6)/(5/((2+0)*(0+(0+(0*4))))))	37/6/520+0004*++*//
((((1-1)+(9*(4-8)))*(7-(0-2)))*(6+5))	11-948-*+702--*65+*
(7-((9-((7-(3/1))+(3+(6-(6+7)))))*9))	79731/-3667+-++-9*-
(((2+(2/(1-7)))*(5/0))*(2/(5+(5-5))))	2217-/+50/*2555-+/*
(((2/(9+(5-2)))/(0-(9+(0*3))))*(0*4))	2952-+/0903*+-/04**
(((2-2)*(9+9))-(9*(0-(1*(3-(9/5))))))	22-99+*901395/-*-*-
(7+((0+7)-(3-(2/(3-((4*1)+(7-7)))))))	707+32341*77-+-/--+
(6*((((0-2)*9)+(2+5))/(5/(4+(1/3)))))	602-9*25++5413/+//*
(((((9*9)-(7*0))-9)/(9/6))+(0*(7+0)))	99*70*-9-96//070+*+
((7/((9/(5/(7/0)))-(8*6)))/(3/(5*8)))	79570///86*-/358*//
(((5-9)-(2/1))/(6/((4/(2-7))+(0+1))))	59-21/-6427-/01++//
((((4+(1*1))/(2/6))/(8-(4*9)))/(0*1))	411*+26//849*-/01*/
((((5/(3+(6*(9-4))))*0)*(6/5))-(7/6))	53694-*+/0*65/*76/-
(((9/(3/(3+2)))/(3+((1+2)+(2*1))))-0)	9332+//312+21*++/0-
(((7-(0/(0-3)))+(3+7))-(4*(3/(7*0))))	7003-/-37++4370*/*-
((6-(3+(2*(7*(0*0)))))+(9-(6-(7-9))))	632700***+-9679---+
(((1*(4+9))*0)-(2-((3/(4*5))/(8+8))))	149+*0*2345*/88+/--
((((9+(1*3))-(1-9))+(4*4))/(1+(8/9)))	913*+19--44*+189/+/
((9+((1-(5-(9-4)))/9))*(3*(7+(9-6))))	91594---9/+3796-+**
(((((6-(9/0))*7)/(2*3))*(7+(4*0)))+9)	690/-7*23*/740*+*9+
((((8-4)-4)+(6/4))-(4*(4*(3+(5*2)))))	84-4-64/+44352*+**-
(((4-(7-7))+((7-7)/(3/8)))-(3+(0*1)))	477--77-38//+301*+-
((((1/(7/5))+(7-3))-(4+4))/(1-(8*4)))	175//73-+44+-184*-/
(((((5*(7-0))-9)/(1+5))/(6-0))+(9*0))	570-*9-15+/60-/90*+
(((1/(6-7))/(4-(5+(6+3))))+(8+(3/1)))	167-/4563++-/831/++
((7*1)/((8*(8+(0/(7-4))))+(2-(6*9))))	71*88074-/+*269*-+/
((((1/(9+4))-(3*(8-7)))*(7+(8/6)))+8)	194+/387-*-786/+*8+
((((2*7)*7)*(6*(7/(3+(6+(2/4))))))/4)	27*7*673624/++/**4/
((((0/2)-(4*4))/(3-(9*(9/4))))/(2*3))	02/44*-3994/*-/23*/
(((4+3)*(6+((1-2)/(0/2))))/(7/(7/9)))	43+612-02//+*779///
((((3/(4-3))*6)*(7-((8+9)+(6+2))))-2)	343-/6*789+62++-*2-
((3*(3*8))+(5/((4-(5+0))-(3/(0+5)))))	338**5450+-305+/-/+
((((9-4)-7)-(2-(6+5)))*(8+(2+(4+9))))	94-7-265+--8249+++*
(8*(((3-6)/(4/(5+0)))*(1*(5-(3*7)))))	836-450+//1537*-***
(((5+4)+8)*(2*((5/(7/(2+(3+3))))-9)))	54+8+257233++//9-**
(6/(((4/0)-7)-(2*(0/(7+(0*(0+5)))))))	640/7-207005+*+/*-/
(((6-(8-7))-(7/1))*(3-(4*(9/(8*7)))))	687--71/-34987*/*-*
(((7-5)-(4/(3+(3+4))))/(4-(8*(3+5))))	75-4334++/-4835+*-/
(((5*(1*(6*1)))-(6+(0-(3*(6*0)))))-6)	5161***60360**-+-6-
(((1+(6/(3-8)))-(0+(4*9)))*(4-(0+7)))	1638-/+049*+-407+-*
((8/3)+((4/(8-5))*(2*(0-(6+(5-7))))))	83/485-/20657-+-**+
((((0-4)/(4*5))+(2-(7*(6+9))))-(1+5))	04-45*/2769+*-+15+-
(((8+((7-(5/1))*(4+1)))+(8+(0*1)))/0)	8751/-41+*+801*++0/
((4*((7-6)*(5+(0-4))))*(5-(6-(2-1))))	476-504-+**5621---*
((6+((9/3)*(1+0)))*(0-(7-(4+(8-3)))))	693/10+*+07483-+--*
((((7+4)+(8*(0*3)))+(2/8))/(3*(0/4)))	74+803**+28/+304/*/
(7/((2+(3/((4/6)/(6+(3-1)))))*(7/1)))	72346/631-+//+71/*/
(5-(((3/4)+(8*5))+(9/((4/2)*(2-1)))))	534/85*+942/21-*/+-
((8+(6*(4*(2+4))))-(3/(3*((2+1)+8))))	86424+**+3321+8+*/-
((5-(2*(7*2)))+((2-4)/(8/(3/(9-2)))))	5272**-24-8392-///+
(((3-6)+(9*1))*(9-(9/(9-(2-(6-0))))))	36-91*+999260---/-*
((((3+(0+8))*(8/(9+4)))+(6*(5*2)))*4)	308++894+/*652**+4*
(((4*(8+(8*6)))-(8/(2+(8+1))))-(3+8))	4886*+*8281++/-38+-
(((((0/3)-(5/4))-8)/(6+5))+(8+(7*0)))	03/54/-8-65+/870*++
((9/((8/(4+6))+7))+(9*(1/(7*(4+9)))))	9846+/7+/91749+*/*+
(((9*(0*((4*5)+0)))-(1*(9-2)))*(9/5))	9045*0+**192-*-95/*
((3+(9+(0-(6/3))))*(5-(9-(8+(1-2)))))	39063/-++59812-+--*
((3+(9*8))*(1-((1-0)+(7-(2+(7+7))))))	398*+110-7277++-+-*
((((5*0)-(3/(9*4)))-(1-(8/(4-4))))+2)	50*394*/-1844-/--2+
(((8-7)-(3-((3+(6-8))-2)))/(9-(6+9)))	87-3368-+2---969+-/
((1/(((9+(6*(7+9)))*(8*5))-(6/6)))/4)	19679+*+85**66/-/4/
((((6*(5-(6/3)))*(3*(0+6)))+(0/7))*2)	6563/-*306+**07/+2*
(((((8+(9*9))*2)/(9-0))+(7+9))*(9*9))	899*+2*90-/79++99**
((((2*7)/(8+(3/(5-6))))-(2+0))-(6-4))	27*8356-/+/20+-64--
(((1+(0-(4-2)))/(0+(1*5)))-(8/(6-2)))	1042--+015*+/862-/-
(((5+(8-4))+(5*(9-(9+8))))/(6*(6-1)))	584-+5998+-*+661-*/
((((8*(4-5))-6)/(8*5))/(9*((1-1)-5)))	845-*6-85*/911-5-*/
(((6+(9*0))+(6+0))*(4+((3/1)+(1*6))))	690*+60++431/16*++*
((0-(6/(1*(1*(0-(5+9))))))/(2+(4-7)))	0611059+-**/-247-+/
((((8/0)+(8-9))*(5/(8/9)))*(5*(3/4)))	80/89-+589//*534/**
((1-(((1-4)/(1*(7*1)))/(4/9)))*(7*4))	114-171**/49//-74**
(((4+(7*(5+7)))*(7+((5+5)/(8*3))))/0)	4757+*+755+83*/+*0/
((((2+7)/(1+5))/(4-(5-5)))*(1/(5-3)))	27+15+/455--/153-/*
((9-(4+((6/(1-(1*(1/(1+9)))))*3)))-5)	94611119+/*-/3*+-5-
(((9+1)+((9-2)+(6*(6/(6+0)))))+(9*2))	91+92-6660+/*++92*+
(2/(7/(2*(0/(((2*(1-3))+6)+(5-3))))))	2720213-*6+53-+/*//
((7/(5+(7+4)))*(0*((9+(1-6))*(8/8))))	7574++/0916-+88/***
((((8/0)+(1*(4+6)))-(4-0))+(4*(8-0)))	80/146+*+40--480-*+
(((8-(2*3))+(5/(3/4)))-(7*(6+(4/1))))	823*-534//+7641/+*-
(((9*(8-2))*(5-5))+(9*((6+5)+(0/3))))	982-*55-*965+03/+*+
(((9+(9+1))-(6+(2/4)))+(3+(2/(1/9))))	991++624/+-3219//++
(((6-(3*(3/0)))-1)/(4/(9*(0/(7/4)))))	6330/*-1-49074//*//
(((3-(1-(3-4)))*(5/0))-(3*(7/(8*5))))	3134---50/*3785*/*-
((((5-(0-(8/7)))-3)-4)*(9-(6+(1*0))))	5087/--3-4-9610*+-*
((9+(7/((4*(7/4))-(5-7))))-(0+(0/3)))	97474/*57--/+003/+-
((6*(7+6))-(8*(4/((8-2)/(4-(3*1))))))	676+*8482-431*-//*-
((1/(9+(8+(8-(7+(4-(3*7)))))))/(1*0))	19887437*-+-++/10*/
(((9/6)/(6-4))*(9/(9/((6+1)-(4+2)))))	96/64-/9961+42+-//*
((1-(1+(3*(3/(1/7)))))/(1+(7/(2*7))))	113317//*+-1727*/+/
((2-((1/0)-(9*(0*0))))-(6/(2/(6+1))))	210/900**--6261+//-
(((1*0)/(4+(5/(8*(7*8)))))+(1-(3*6)))	10*45878**/+/136*-+
(((0/(6/(3-6)))+(0-((3-(1*9))-9)))+4)	0636-//0319*-9--+4+
((7*(3/(4/6)))+((0/2)+(9+(1+(3/4)))))	7346//*02/9134/++++
(9*((6/(6+9))+(3+(9-(9/(5-(2+4)))))))	9669+/399524+-/-++*
((((1*4)*(4-7))-(4*(6-8)))-(8+(0/3)))	14*47-*468-*-803/+-
(9*((0*1)+(9*((((1+1)+3)*8)-(2-1)))))	901*911+3+8*21--*+*
((0+(8-9))/(4/(6*(9+((2*3)-(2/8))))))	089-+46923*28/-+*//
((0+(6/(8+(4*7))))+(7/((1*5)/(7-1))))	06847*+/+715*71-//+
(((6/(8-((1*3)/7)))-3)+(8*(8-(3*5))))	6813*7/-/3-8835*-*+
(((1-((7-4)+3))*(3+((9-4)+0)))*(4-7))	174-3+-394-0++*47-*
(((0-((7/(8+6))*1))/(8/(7/7)))*(9*4))	0786+/1*-877///94**
(((8+(5-8))+(3+2))-(1*(6/(2-(4*5)))))	858-+32++16245*-/*-
((((4/1)*1)/(4/1))-(4*(8-(3*(5-6)))))	41/1*41//48356-*-*-
(((0+2)/((2*(7-(0/5)))/(8*9)))-(7+4))	02+2705/-*89*//74+-
((((0/0)+(3/5))/(6+6))-(9+(2*(2*1))))	00/35/+66+/9221**+-
(((7-(7+3))+(0+7))+(9/(1*(4-(6/9)))))	773+-07++91469/-*/+
((2*(2+(9-(2/(2-3)))))-(9+(8/(1+6))))	229223-/-+*9816+/+-
(((4*(2-7))+(8*(2*8)))-(2/(1+(7-5))))	427-*828**+2175-+/-
(((1+(1+(7/6)))-(1/(8+8)))+(2+(2+6)))	1176/++188+/-226+++
(((3-0)-((4*(4*5))-4))*(0/(9*(0/9))))	30-445**4--0909/*/*
((((6*0)*(6*9))-(2+(6-8)))-(6/(5-4)))	60*69**268-+-654-/-
(((((6-7)-(0-(3+3)))-0)*(5/7))/(5*8))	67-033+--0-57/*58*/
((((2*2)+((1+1)+(3*9)))+(6*(3/6)))+3)	22*11+39*++636/*+3+
((((7/(6-4))-4)+(6/(3/2)))*(8-(4*9)))	764-/4-632//+849*-*
(((1-5)-(3*(0+(3/(6/5)))))+(3+(5*1)))	15-30365//+*-351*++
((((4-6)+(5+(9+(8*8))))*(5-9))+(9+1))	46-5988*+++59-*91++
(((7*(3/(1-(8/7))))+(4-(0*(9+6))))*4)	73187/-/*4096+*-+4*
((((7*(4/7))*5)-(4-4))-(6+(4+(2+2))))	747/*5*44--6422+++-
(((5*9)/(9-(6*((2-6)+(7*4)))))-(8/1))	59*9626-74*+*-/81/-
(((4-4)*(2+(1+4)))+(6*(3+(1*(7/0)))))	44-214++*63170/*+*+
((((6+(0-(2*0)))/2)/(0-2))*(4-(3-6)))	6020*-+2/02-/436--*
((((0/1)-(2+(5-6)))+(3+8))/(1*(2+8)))	01/256-+-38++128+*/
(((((6-9)+(6-9))/(0*7))/(3/6))*(5*3))	69-69-+07*/36//53**
(((0+5)*(3-2))+(7-(4/(8+((2-1)/5)))))	05+32-*74821-5/+/-+
((3*(0/(4*8)))+(3*((9-(9-3))/(8-3))))	3048*/*3993--83-/*+
(((((9-0)-(8*3))*(8-8))/(4/3))*(2/8))	90-83*-88-*43//28/*
((3*(1*((1/4)/(7/(6-5)))))/(2/(7/1)))	3114/765-//**271///
((1*4)+(6+(((9-4)-(2-(3+8)))*(3-2))))	14*694-238+--32-*++
((5-((7+9)*0))-(8-(4+(2-(0*(6-4))))))	579+0*-842064-*-+--
((8/(7-(2-6)))-(4/(6/((4/2)-(2/1)))))	8726--/4642/21/-//-
((((2+(4+5))*(4+4))/(0+(6*0)))+(6*0))	245++44+*060*+/60*+
(((5/2)/(7/(3/8)))-((3/9)/(4*(9*6))))	52/738///39/496**/-
((((1*7)+(8*(3-2)))-(9+(4+4)))-(1-7))	17*832-*+944++-17--
((6+8)+((1+(4+((7+(5+2))*(7/6))))-9))	68+14752++76/*++9-+
((((3/(7*0))*(5/(7*4)))*(8+3))*(6-4))	370*/574*/*83+*64-*
(((9/8)*((6+(0/6))+(5-5)))*(8+(5/7)))	98/606/+55-+*857/+*
(((1/7)*(9-(3+9)))+(4+(2-(3-(8+7)))))	17/939+-*42387+--++
((9-8)-(1/((5/(8+(4-(2-4))))-(1-2))))	98-158424--+/12--/-
((((7+2)+6)/(8-1))+(9-(4-(9*(9/2)))))	72+6+81-/94992/*--+
((6+7)*((0-(2-(3*(1*(3/(9/1))))))*0))	67+0231391//**--0**
(((8-(0+(9/4)))*(7/6))/(4*(1*(3/7))))	8094/+-76/*4137/**/
((2-(8+(6/(6*(2*(9*8))))))-(7-(7/0)))	2866298***/+-770/--
((1*((7+((1*9)/3))-(5+(9+9))))*(6*2))	1719*3/+599++-*62**
(4/(3+((4-(2-5))/(8/(2/(6+(8/9)))))))	43425--82689/+///+/
((8+((9/(7-5))-(5-8)))/(3*(5*(1-0))))	8975-/58--+3510-**/
(((8+(6+(1-1)))*(7+(9*(6-0))))+(8+6))	8611-++7960-*+*86++
(((6+(7/9))*(6+4))/(2*((4*3)*(1*9))))	679/+64+*243*19***/
(((((2+3)*8)/(3/2))-(5/(6/0)))-(0-3))	23+8*32//560//-03--
((((0+(4*2))+(1/1))+(4/2))+(7-(1-4)))	042*+11/+42/+714--+
((((6+(8-8))+(6*(9+(3-8))))-8)-(5-5))	688-+6938-+*+8-55--
(((2-(3+7))-(9+3))-(6-(1*(0+(3/4)))))	237+-93+-61034/+*--
((2/((7*(7-(0-(6+2))))*(4*(0/3))))+7)	277062+--*403/**/7+
(((((1+7)/9)/(6+7))/(3*(0-(8-5))))/5)	17+9/67+/3085--*/5/
(((6/3)/(((9*4)-(1*2))+(7+(7-3))))/1)	63/94*12*-773-++/1/
(7*(((2-(6/1))*7)+(6/(8/(1*(1/1))))))	7261/-7*68111/*//+*
(((1/2)-((9*(1/9))-1))/(6+(1+(2+4))))	12/919/*1--6124+++/
(((((5+(3/(7*8)))*(7*7))-5)*(2/6))-0)	5378*/+77**5-26/*0-
((((0-7)/2)/(3-((8+(7-(1*2)))+5)))/6)	07-2/38712*-+5+-/6/
((1+7)/(0*((4-(0-(5*6)))*(4+(7-9)))))	17+04056*--479-+**/
(((8+5)*(8-(1/(3/8))))*(6*(8/(1+6))))	85+8138//-*6816+/**
(((4*(7/(4+0)))-(3+((5+0)/(6+2))))-9)	4740+/*350+62+/+-9-
(5/((((3/0)-(7-(0/8)))*2)/(7-(8-0))))	530/708/--2*780--//
(3+(0*((9*(1+3))+(6+(1/((0*0)-6))))))	30913+*6100*6-/++*+
(((5/(3*(7-7)))*1)+(9*(8/(3/(3+8)))))	5377-*/1*98338+//*+
(((1+(2/5))+(5*(9+9)))/(3/(1+(5+8))))	125/+599+*+3158++//
((((7+(5*(4/7)))-7)/(5/(5-8)))-(7*3))	7547/*+7-558-//73*-
((8-(1*((9+(3*9))/(5+(9-1)))))*(3-2))	81939*+591-+/*-32-*
(8-((4/(4*(9*(8+4))))+(3*(2+(4*7)))))	844984+**/3247*+*+-
((((1+6)-(9*(6-8)))+(7/(0-5)))*(6*7))	16+968-*-705-/+67**
(5+((((7/(3*3))/(3/3))+(7-(3+6)))*0))	5733*/33//736+-+0*+
(((6-(9-0))/(8-3))*(3/(8/(7-(4+1)))))	690--83-/38741+-//*
((9/(3+(2+9)))/(8+((8+(4/(3/3)))-8)))	9329++/88433//+8-+/
((9-(5-(7/4)))*(5*(3*(6/(0/(0*4))))))	9574/--536004*//***
(((((4*(1-9))-7)*(9+6))-8)+(8+(3-9)))	419-*7-96+*8-839-++
(2+((9+(((8-6)*0)*0))/(8/(5+(8/8)))))	2986-0*0*+8588/+//+
((9*(6*((9/0)-(0-(0+4)))))+(0*(4-3)))	9690/004+--**043-*+
