(7-(4*(4*3)))	7443**-
(0/(7-(5+4)))	0754+-/
((3+4)-(7*0))	34+70*-
(1/(1/(6+7)))	1167+//
(2+((0-4)-0))	204-0-+
(5-(7-(5*1)))	5751*--
(7+(2*(8/2)))	7282/*+
(0*(1+(9*9)))	0199*+*
((8+3)/(0/1))	83+01//
((0+(5/6))/3)	056/+3/
(4/(1+(1+4)))	4114++/
((6-7)/(9/7))	67-97//
(0/(4*(2/1)))	0421/*/
(1*(0+(5+9)))	1059++*
(5+(8/(3/6)))	5836//+
(9*(2+(6+5)))	9265++*
(3/(7+(6/1)))	3761/+/
(2+(6*(5-0)))	2650-*+
(2*(0-(5-1)))	2051--*
((7+2)+(0/7))	72+07/+
(9-(1*(5+4)))	9154+*-
(7+(9/(8/7)))	7987//+
(7*(2+(9*8)))	7298*+*
((9*(5-3))-5)	953-*5-
(2/(6*(4-5)))	2645-*/
(3-(0*(6*9)))	3069**-
(7/(5-(0*2)))	7502*-/
(0+(6+(1-2)))	0612-++
((7*3)*(1-6))	73*16-*
(2/((4*1)*6))	241*6*/
(8+((7*6)-1))	876*1-+
(8-(1/(7*9)))	8179*/-
(1+((1/3)*9))	113/9*+
(9+(0*(6*8)))	9068**+
(6+((4/9)/3))	649/3/+
(5+(3/(1-3)))	5313-/+
(6+(5/(6+5)))	6565+/+
(7-(4/(1*7)))	7417*/-
(7*(7/(7/8)))	7778//*
(1-(1-(3/3)))	1133/--
(7/(7*(2+1)))	7721+*/
(6*((9*0)/9))	690*9/*
(5+((4*0)+6))	540*6++
(9-((3*0)-6))	930*6--
(8+(2*(3*1)))	8231**+
((0*7)+(2+8))	07*28++
((7-1)/(0/4))	71-04//
(1/(8/(8-1)))	1881-//
(1/(9-(5+0)))	1950+-/
(7+(8+(4*8)))	7848*++
(5+(1+(6-4)))	5164-++
(8*(4-(7-6)))	8476--*
((1-3)-(5+5))	13-55+-
((3+2)*(8/3))	32+83/*
(5/(1/(3/4)))	5134///
(4-(0+(5+2)))	4052++-
(7+((2/5)/6))	725/6/+
(6-(1+(9*5)))	6195*+-
((1-0)+(5-1))	10-51-+
(1+(5*(8+8)))	1588+*+
(1+(1+(6-7)))	1167-++
(9-((4+9)-2))	949+2--
(3/(2/(6+8)))	3268+//
(3/((4-4)/2))	344-2//
(6-(2+(3-7)))	6237-+-
((3*(6+7))+9)	367+*9+
(1-((5/6)*3))	156/3*-
(3/(2/(4-8)))	3248-//
(5-(9/(6*7)))	5967*/-
((8+3)*(4*7))	83+47**
((7-(6*5))*9)	765*-9*
(0/(3/(5/0)))	0350///
((6+9)-(4*7))	69+47*-
(9+(0*(6+7)))	9067+*+
(7*(4/(1/6)))	7416//*
((8/9)*(1*8))	89/18**
(0-(6*(3+1)))	0631+*-
(1-(9+(8-8)))	1988-+-
((4/2)*(4+7))	42/47+*
(0*(1-(6*8)))	0168*-*
(7+((8*2)/4))	782*4/+
(6-(7*(9/6)))	6796/*-
((2-7)-(5/2))	27-52/-
(2+((4/7)-8))	247/8-+
(4*(7*(1-3)))	4713-**
(5*(1-(3+3)))	5133+-*
((2*9)-(8-1))	29*81--
(0+(9*(9*6)))	0996**+
(3*(9*(1*9)))	3919***
(3/(7-(3+4)))	3734+-/
((6+0)*(5-1))	60+51-*
((5/0)/(3-1))	50/31-/
((3+3)-(9*3))	33+93*-
((7-1)/(9*7))	71-97*/
(0-(9-(7*6)))	0976*--
((1-1)*(4*0))	11-40**
(6*(2+(1-9)))	6219-+*
(4*(8*(4/6)))	4846/**
(4*(5+(1*3)))	4513*+*
(5-(9-(8*2)))	5982*--
(1*(6+(2*3)))	1623*+*
(8/(4+(7-2)))	8472-+/
(4*(1-(8+1)))	4181+-*
(2/((9/1)+4))	291/4+/
(0+(5/(5*6)))	0556*/+
(9+(8/(2-7)))	9827-/+
((9*(5*2))+8)	952**8+
(4-(9*(1-9)))	4919-*-
(1/(7-(1-8)))	1718--/
(7-(0/(7-4)))	7074-/-
(5+(8*(8/8)))	5888/*+
((9*(8+5))*3)	985+*3*
(2+(2+(6-3)))	2263-++
(6-(6/(6-3)))	6663-/-
(2/(0/(8-2)))	2082-//
(5*(8+(6-3)))	5863-+*
(0/((6+4)+4))	064+4+/
(5*(4-(0+0)))	5400+-*
((7+(4/7))-0)	747/+0-
(6/(8/(1*5)))	6815*//
(4+(7*(3*7)))	4737**+
(0-((8/3)/4))	083/4/-
(2/(0/(9-4)))	2094-//
((2/5)-(1-1))	25/11--
(8/((8+5)+3))	885+3+/
(6+((7+2)-7))	672+7-+
((5+5)/(6+7))	55+67+/
((6-8)-(1-6))	68-16--
(1+(6*(3*3)))	1633**+
(6-(5-(0+5)))	6505+--
(7*(3/(2-3)))	7323-/*
(2-(1*(9+2)))	2192+*-
(9+(7+(8*5)))	9785*++
(6-(8*(8/0)))	6880/*-
(0*((1+6)-0))	016+0-*
(6/(0*(6+9)))	6069+*/
(8-((3/9)+5))	839/5+-
(3*(9+(1+6)))	3916++*
(8+(9+(5-2)))	8952-++
(8-(5-(1/7)))	8517/--
((8+(0/3))*4)	803/+4*
(2+(8*(5/5)))	2855/*+
(3*(4+(0+2)))	3402++*
(4*(4/(5/5)))	4455//*
(7*(8+(3/1)))	7831/+*
(4*(1-(2-4)))	4124--*
((9*8)/(1*4))	98*14*/
(9+(0/(4+0)))	9040+/+
(3/(1-(4-7)))	3147--/
(9/(3+(3-9)))	9339-+/
((5+0)*(7-7))	50+77-*
(2*(6+(8*9)))	2689*+*
(3/(7*(7*5)))	3775**/
(8*((8-1)-5))	881-5-*
((7/8)+(5+9))	78/59++
(6/(9*(8/8)))	6988/*/
(3-(5+(7+3)))	3573++-
(0*(1-(2-2)))	0122--*
(9/((5+0)/1))	950+1//
(5/(5+(1+6)))	5516++/
(7*(9+(1+9)))	7919++*
(8/(2*(2-1)))	8221-*/
(4-(0*(8/3)))	4083/*-
(2/(8+(4+0)))	2840++/
(0+(4*(5+4)))	0454+*+
(9+(2*(7/4)))	9274/*+
((4*3)/(0*1))	43*01*/
(8-(7-(8/0)))	8780/--
((6-(5/0))/4)	650/-4/
(5/(3/(7*2)))	5372*//
(7*((6-2)/8))	762-8/*
(4*(1-(9-6)))	4196--*
(4/(7+(3+8)))	4738++/
(2+(3-(1/9)))	2319/-+
(1/(9-(7-4)))	1974--/
(3-(5/(7*8)))	3578*/-
(7*((4*8)+6))	748*6+*
(8+(7*(8/4)))	8784/*+
(3/(0/(5/2)))	3052///
(0+((4*2)-2))	042*2-+
(1*(7+(6+5)))	1765++*
((5+7)-(9-4))	57+94--
(7-((4-6)-8))	746-8--
(2-(2+(5-1)))	2251-+-
(3+(2-(2*8)))	3228*-+
((1+2)/(9*6))	12+96*/
((9*6)+(8/3))	96*83/+
(1+(7+(8+0)))	1780+++
(1-(4-(8-3)))	1483---
((1-0)/(1-8))	10-18-/
(8-(9-(6-2)))	8962---
((2+7)/(6*7))	27+67*/
(5/(0+(7/2)))	5072/+/
(5/(8*(5*8)))	5858**/
(3+(5/(3-2)))	3532-/+
(7-(4*(3*5)))	7435**-
(5/((3-9)-0))	539-0-/
(9*(8+(6-9)))	9869-+*
((4-(7/3))/5)	473/-5/
(6+((8*5)/2))	685*2/+
((0-6)+(6-3))	06-63-+
(4-(6+(8-9)))	4689-+-
(8-(1-(5-0)))	8150---
(8*((4-0)/7))	840-7/*
(4+(7*(5-9)))	4759-*+
(2/(2-(3-3)))	2233--/
((5/4)/(9+5))	54/95+/
(3-(4*(1-7)))	3417-*-
(9+(1*(0+5)))	9105+*+
(2*(4/(8*2)))	2482*/*
(4+(0*(8/3)))	4083/*+
((9*7)/(5+4))	97*54+/
(2-(8+(3-9)))	2839-+-
((4/6)*(4+8))	46/48+*
(3+(5+(3*7)))	3537*++
(0/(6-(0+3)))	0603+-/
(7+(9-(0*1)))	7901*-+
(5-(3-(6*7)))	5367*--
((1-9)+(8-1))	19-81-+
(7-(4+(9*6)))	7496*+-
((2+4)*(0*5))	24+05**
(5+(0*(0*6)))	5006**+
((3+0)+(9+5))	30+95++
(6*((2+8)*9))	628+9**
(8*((6/5)*6))	865/6**
(7/(8+(5/8)))	7858/+/
(9-((4/2)*6))	942/6*-
(3-(8*(2/9)))	3829/*-
(9+(2*(6-2)))	9262-*+
(8-(1+(0-3)))	8103-+-
(4-(2+(9/7)))	4297/+-
(2/(7-(8*8)))	2788*-/
(2*(1-(3*4)))	2134*-*
(9-(5-(5+1)))	9551+--
(9+(8*(1+3)))	9813+*+
((1*(3+1))+2)	131+*2+
(5+(6/(1-0)))	5610-/+
(1-((1-9)/9))	119-9/-
(5+(9*(6+4)))	5964+*+
((8+1)*(4/7))	81+47/*
(9/(4*(5+9)))	9459+*/
(4/(7/(4+8)))	4748+//
(6+(6/(9*1)))	6691*/+
((3-2)/(9*2))	32-92*/
(0/((3/0)+5))	030/5+/
(9-(9*(4-1)))	9941-*-
(9-(7*(0/7)))	9707/*-
((7+2)-(2*1))	72+21*-
((0*0)/(4/3))	00*43//
((7*0)-(5-7))	70*57--
(8+((9-2)*9))	892-9*+
(3-(4/(0+8)))	3408+/-
(4-(9*(3-6)))	4936-*-
((3-6)+(1+7))	36-17++
(5+(4*(1*8)))	5418**+
(7-(8/(7-5)))	7875-/-
((9-5)/(1+6))	95-16+/
((0/4)/(3+1))	04/31+/
(3-(7+(6/4)))	3764/+-
(0-(0*(7*7)))	0077**-
(2*(7+(4/3)))	2743/+*
(1*(4-(6-7)))	1467--*
(9+(4*(0*4)))	9404**+
(1-(1*(6-4)))	1164-*-
(3*(8+(0+0)))	3800++*
(8/(1/(3-5)))	8135-//
(1/(4+(5*0)))	1450*+/
(0+(3/(4/7)))	0347//+
(0*(1/(9*4)))	0194*/*
((2-(4/6))+6)	246/-6+
(2-(6/(0/4)))	2604//-
(1-(1/(0*1)))	1101*/-
((7/4)*(7-8))	74/78-*
(9/(2+(5/9)))	9259/+/
(9*(9+(0+5)))	9905++*
((3/1)*(0-2))	31/02-*
((2/5)-(8*4))	25/84*-
(7*(8/(3-5)))	7835-/*
(2/(3+(4*2)))	2342*+/
(7-(3-(6+8)))	7368+--
(4-(9-(7/9)))	4979/--
(7*(9-(5-7)))	7957--*
(1*(8*(8-3)))	1883-**
((3/9)-(5-1))	39/51--
(3+(5-(5*2)))	3552*-+
(2*(3+(3-9)))	2339-+*
(3+(4+(6-8)))	3468-++
((5*3)-(9*9))	53*99*-
((6+1)-(8*1))	61+81*-
(7*(6/(0+5)))	7605+/*
(8+(9*(6-8)))	8968-*+
(2*(0-(0-6)))	2006--*
(1*(6+(2-5)))	1625-+*
((2/(8+2))/5)	282+/5/
(9/(7-(6/2)))	9762/-/
(4+((3-0)+3))	430-3++
(5-(8+(9+3)))	5893++-
(0+(9+(9+7)))	0997+++
(4/(3/(5*0)))	4350*//
(0+((5/5)+0))	055/0++
(9-(3/(8-6)))	9386-/-
(2+(2-(6-0)))	2260--+
(4-(5-(1/8)))	4518/--
(3/(7-(9/1)))	3791/-/
(4-(7-(4-8)))	4748---
(5/(0*(2*2)))	5022**/
(2+((8-9)+8))	289-8++
(2+(3-(5/1)))	2351/-+
(9*(8+(9/0)))	9890/+*
((5-1)-(4/7))	51-47/-
((5*7)/(8-2))	57*82-/
(3/(3-(3-1)))	3331--/
(0/(0*(3-7)))	0037-*/
(5-((9-3)*5))	593-5*-
(3/(4/(6*6)))	3466*//
((2*9)-(0/8))	29*08/-
((5+7)/(8*4))	57+84*/
(3/(6*(4/4)))	3644/*/
(0/(2*(5-6)))	0256-*/
(6/(1-(7-7)))	6177--/
(5/(6*(3-9)))	5639-*/
(5*((6*8)/2))	568*2/*
(7+(7+(7*1)))	7771*++
(6*(4-(9*0)))	6490*-*
(9/(8*(6*0)))	9860**/
(3/((1/2)/5))	312/5//
(1+(1-(3-4)))	1134--+
(0+(3/(5*5)))	0355*/+
(8-(2*(1-7)))	8217-*-
(6-((5*8)-9))	658*9--
(1-(8-(6-6)))	1866---
(3/((9-7)/4))	397-4//
(9*(0*(4-5)))	9045-**
(5/(9-(7-0)))	5970--/
((2-2)+(9*8))	22-98*+
(6+(5/(0/9)))	6509//+
(4*(5+(9+6)))	4596++*
(3*(4/(3+0)))	3430+/*
(6*(5-(3/8)))	6538/-*
((4+1)+(6*3))	41+63*+
(3+(2*(3-0)))	3230-*+
((3-2)+(4*1))	32-41*+
(9-(1-(1+1)))	9111+--
(8+(4-(7+1)))	8471+-+
(0/(4*(4*2)))	0442**/
(5-(8-(1*0)))	5810*--
(5/(0/(8+6)))	5086+//
(6*(7+(2+6)))	6726++*
(4*(9/(1+1)))	4911+/*
(5/(6+(6+2)))	5662++/
(5/(1-(6-6)))	5166--/
(3-(2-(8*9)))	3289*--
(9+(8/(2+3)))	9823+/+
(4/(1+(9-7)))	4197-+/
(7+(0/(0-2)))	7002-/+
(2-(8-(8+2)))	2882+--
(9-(9*(0+4)))	9904+*-
(7-(5/(3+7)))	7537+/-
(3/(3-(6+3)))	3363+-/
(8/((7/4)+4))	874/4+/
(8/((0*9)-8))	809*8-/
(0-(4+(7/7)))	0477/+-
(9-((8*0)-3))	980*3--
(5-(3*(9*2)))	5392**-
(4*((4*1)+1))	441*1+*
(5/(8*(0/6)))	5806/*/
((7+3)+(7-3))	73+73-+
(0*(0/(4*4)))	0044*/*
(2*((6*4)*5))	264*5**
(8/(0*(9/1)))	8091/*/
(0*(7+(1+3)))	0713++*
(7-(7+(3+2)))	7732++-
(0/(0*(8+7)))	0087+*/
(5+(7*(8-9)))	5789-*+
(7/(4+(1/8)))	7418/+/
(7/(5*(2+5)))	7525+*/
(9+(8+(6*2)))	9862*++
(4+(5-(3+5)))	4535+-+
(5+((4/4)*4))	544/4*+
((4-8)*(2-7))	48-27-*
(1+(2+(6-1)))	1261-++
(1*(4*(4-8)))	1448-**
(2*(5*(0+4)))	2504+**
(5*(1-(3*9)))	5139*-*
(0+((8/3)/8))	083/8/+
(3-(0+(0+0)))	3000++-
(7*(1/(9+5)))	7195+/*
(1/(6/(3/8)))	1638///
(2*(2*(5*2)))	2252***
(9+(9/(7+6)))	9976+/+
(3-(8+(7-3)))	3873-+-
(6+(8/(1+9)))	6819+/+
((0+1)+(8/9))	01+89/+
(7+(2+(0*6)))	7206*++
(3*(1*(6/4)))	3164/**
(4*((5/5)*2))	455/2**
((3/1)+(8+5))	31/85++
(5/(4-(8/6)))	5486/-/
(2+(9/(2*1)))	2921*/+
(4-(2/(3-3)))	4233-/-
(8*(4*(2/3)))	8423/**
(2+(3-(1+3)))	2313+-+
(9+(5-(5*8)))	9558*-+
(2+(5+(4-1)))	2541-++
(8-(1+(7-5)))	8175-+-
(8+(7/(4-0)))	8740-/+
(6-(6/(8/3)))	6683//-
((7+8)*(0/7))	78+07/*
(0/(7-(1*8)))	0718*-/
(0+(7-(3+0)))	0730+-+
(3+(6+(2*5)))	3625*++
(7*((4*4)+7))	744*7+*
(4-(8-(0*4)))	4804*--
(5+(2/(3/6)))	5236//+
(4*(5-(1*3)))	4513*-*
(8+(8-(2+1)))	8821+-+
(2-((9-8)+6))	298-6+-
(2/(2-(7*4)))	2274*-/
(3+(6+(2-6)))	3626-++
(4*(1+(2/2)))	4122/+*
(9/(5/(7/1)))	9571///
(8/(1*(7+2)))	8172+*/
(7*(8/(2+7)))	7827+/*
(0/(0*(1/0)))	0010/*/
(6+(6/(7+3)))	6673+/+
(0-(4+(1-7)))	0417-+-
((6/9)/(1/5))	69/15//
(8+(5+(5+1)))	8551+++
(3+((0-8)/1))	308-1/+
(7+(4/(2*0)))	7420*/+
(6-(4-(3+5)))	6435+--
(4/(2+(6-8)))	4268-+/
(0*((7/6)*6))	076/6**
(8/(5+(9*3)))	8593*+/
(8*(5/(4/2)))	8542//*
(2-((9-3)-4))	293-4--
((5-1)*(1/0))	51-10/*
((3+(0-7))-9)	307-+9-
(6+(9+(5/5)))	6955/++
(7+(9/(7/5)))	7975//+
(9/((9/1)-5))	991/5-/
(3+((6*2)-5))	362*5-+
(6/((7*1)/3))	671*3//
((7/4)+(5+8))	74/58++
(0/(7/(5+0)))	0750+//
(3/(9/(7-1)))	3971-//
((7/9)/(6/4))	79/64//
(4/(7-(1-1)))	4711--/
(7-(9+(8*4)))	7984*+-
(6-(7-(5-8)))	6758---
(7+(0*(7-9)))	7079-*+
(2-(8-(7+6)))	2876+--
((2*5)*(3+7))	25*37+*
(8-(8-(0/7)))	8807/--
(8+(9*(1/3)))	8913/*+
(0+(0*(7*8)))	0078**+
((1-9)-(5+4))	19-54+-
(6/((7+9)-4))	679+4-/
(6*(0*(0/8)))	6008/**
(2*(2-(7-3)))	2273--*
(2+(1+(7/9)))	2179/++
(5+(9-(2/7)))	5927/-+
(9/(5*(7+1)))	9571+*/
(8+(6/(1/0)))	8610//+
(3+(7*(6-1)))	3761-*+
(4*(9-(8+8)))	4988+-*
(7-(1-(6*4)))	7164*--
(5*(9+(0-1)))	5901-+*
(1/(6*(1+7)))	1617+*/
((4/(1/9))/0)	419//0/
((7*(4*1))-9)	741**9-
(6*(9-(7-2)))	6972--*
(7/(1*(8*3)))	7183**/
(7*(7-(1-5)))	7715--*
(3+(0-(9*2)))	3092*-+
(6+(8*(0/3)))	6803/*+
((2+3)+(3+1))	23+31++
(9+(9*(7-0)))	9970-*+
(8*(2*(3-3)))	8233-**
(5-(4/(6+4)))	5464+/-
(3+(7-(9+1)))	3791+-+
(9/((9-6)*6))	996-6*/
(3+(3*(5-8)))	3358-*+
(9/(3-(0*3)))	9303*-/
(7+((3+9)-2))	739+2-+
(0-(5+(1+1)))	0511++-
(3-(6+(5-7)))	3657-+-
(6+((6/6)-8))	666/8-+
(9*(0/(6-1)))	9061-/*
(4+((4*7)*4))	447*4*+
((9-3)-(0/9))	93-09/-
(6/((7+7)/6))	677+6//
(1*(8+(0/1)))	1801/+*
(6/(6/(7-3)))	6673-//
((2-4)+(4/9))	24-49/+
(9+(8/(7/4)))	9874//+
(8-(3+(2-0)))	8320-+-
(1/(1*(0+8)))	1108+*/
((7/3)*(9-4))	73/94-*
((7+(7*4))-6)	774*+6-
((7*0)/(1-1))	70*11-/
(0*(4-(6/3)))	0463/-*
(0*(9*(3/8)))	0938/**
(7+((9-5)+0))	795-0++
(4*((0/1)*8))	401/8**
(4-((6-8)*5))	468-5*-
(7+(1+(1*9)))	7119*++
(1*(7*(0/2)))	1702/**
(9+(5*(6+5)))	9565+*+
(0*(2-(2*0)))	0220*-*
(0+((2+0)*2))	020+2*+
((3/7)*(9-4))	37/94-*
((5/4)+(8-6))	54/86-+
(7/(0-(1+8)))	7018+-/
(2/(2+(8/2)))	2282/+/
(1*(3-(7*6)))	1376*-*
(1/(8*(6/9)))	1869/*/
(0+(3/(3+6)))	0336+/+
(1/(5+(7+9)))	1579++/
(2+(5*(9-6)))	2596-*+
(9*(4*(3/9)))	9439/**
(7*(4-(7+3)))	7473+-*
(8/((1*6)*4))	816*4*/
(5+((7/9)-8))	579/8-+
((1-5)*(8-6))	15-86-*
(2*((5-6)/7))	256-7/*
(1-(2-(8+1)))	1281+--
(7-(6/(2-9)))	7629-/-
(4-(8*(8/6)))	4886/*-
(7/(3+(9/9)))	7399/+/
((4/6)+(1+6))	46/16++
((5/2)-(0-9))	52/09--
(8+(1-(5*4)))	8154*-+
(8+(3-(6-3)))	8363--+
(5-(5/(0*3)))	5503*/-
((1/2)*(8-7))	12/87-*
(8+((9*3)/7))	893*7/+
(4-((5*3)/4))	453*4/-
(9/(4+(6/1)))	9461/+/
(3+(9/(0/8)))	3908//+
(9-(0-(9/8)))	9098/--
(2-(3-(3-6)))	2336---
(4*(5/(3-4)))	4534-/*
(4/(2+(0/7)))	4207/+/
(3-(0+(4/9)))	3049/+-
(4/(2*(8-0)))	4280-*/
((8-3)/(9-7))	83-97-/
(2-(5*(5-9)))	2559-*-
(6/(2-(0*5)))	6205*-/
(7+(0+(4+4)))	7044+++
(8*(6*(9/1)))	8691/**
(6+(6-(1-0)))	6610--+
(2+(3*(2*4)))	2324**+
(9/(0/(3-7)))	9037-//
(0*(8/(8-4)))	0884-/*
((4/8)/(1*3))	48/13*/
(0*(8/(9/3)))	0893//*
(0+(1*(0*9)))	0109**+
(2/(3/(1*4)))	2314*//
((5-8)+(0/8))	58-08/+
(0+(5/(9/1)))	0591//+
(4-(4-(6*9)))	4469*--
(5+(6*(9/0)))	5690/*+
(1+(2/(1+2)))	1212+/+
((3*1)-(2-7))	31*27--
(7*(0*(7+0)))	7070+**
((2+7)*(7/9))	27+79/*
(8-(6-(3-5)))	8635---
((9*4)-(1*9))	94*19*-
(9*((3*4)-2))	934*2-*
(6*((1-9)/4))	619-4/*
(1-(8*(9/2)))	1892/*-
(0-(0-(2/7)))	0027/--
(8-((2*1)*6))	821*6*-
(6+(7-(2/7)))	6727/-+
((7+5)-(3+8))	75+38+-
((9-9)/(8*1))	99-81*/
(6+(3*(4+1)))	6341+*+
(6-(0/(4+3)))	6043+/-
(9+(4/(8-9)))	9489-/+
(3+(1+(4-0)))	3140-++
(7-(0*(6-8)))	7068-*-
(8-(6+(2*9)))	8629*+-
(8/(6+(9-7)))	8697-+/
(3+(9+(2+0)))	3920+++
(1*(9/(5*1)))	1951*/*
(9*(8-(2*6)))	9826*-*
((2*6)/(9-0))	26*90-/
(1/(6*(0/4)))	1604/*/
((1+5)+(4-3))	15+43-+
(6-(2+(7-9)))	6279-+-
(2+(2/(0*2)))	2202*/+
(0-(9*(5*0)))	0950**-
(7/((7-2)/8))	772-8//
(2*((7-2)+0))	272-0+*
(9-(6/(0-7)))	9607-/-
(3+(9-(8/1)))	3981/-+
((1-7)*(7/4))	17-74/*
(0*(2*(4*2)))	0242***
(6*(6-(3+1)))	6631+-*
(9-(2-(7+1)))	9271+--
(5*((7+9)-0))	579+0-*
((9+4)+(4/4))	94+44/+
(0+(5-(8*7)))	0587*-+
(0-(1-(8-4)))	0184---
(7*((5+9)+4))	759+4+*
(0-(5*(7*8)))	0578**-
(6*(1*(8-0)))	6180-**
(2*(3/(8-2)))	2382-/*
(8/(8*(9*2)))	8892**/
(7*(6*(6*2)))	7662***
((0*3)+(2+7))	03*27++
(8+(4/(7/8)))	8478//+
(3*(7/(7*1)))	3771*/*
(5+((6-3)+7))	563-7++
(9/(8-(0-8)))	9808--/
(5/(5/(9*8)))	5598*//
(0*((5+6)+1))	056+1+*
(2/(2*(5+2)))	2252+*/
(7/(2-(4/3)))	7243/-/
(5*((1*0)-2))	510*2-*
(7/(2+(9+7)))	7297++/
((6/8)+(7*5))	68/75*+
(6-(0+(1*5)))	6015*+-
((2/9)/(9+2))	29/92+/
((0+8)*(2/0))	08+20/*
(7/(1*(5/9)))	7159/*/
((8-1)+(1*4))	81-14*+
((1/5)/(8+8))	15/88+/
(8/(3+(3+1)))	8331++/
(9-(0/(3+7)))	9037+/-
(9-(8*(0-6)))	9806-*-
(3-(3+(1*9)))	3319*+-
(2*(6+(9-7)))	2697-+*
((2-7)/(9*7))	27-97*/
(3*(7/(3-9)))	3739-/*
(8*(4+(2/7)))	8427/+*
((1+1)+(2/1))	11+21/+
(6+(9*(8/6)))	6986/*+
(9/(4-(9*2)))	9492*-/
(7+(6*(2*4)))	7624**+
(9-((9-6)+4))	996-4+-
(2*(7/(5/2)))	2752//*
(7/(6-(4+3)))	7643+-/
((7-(0*0))-5)	700*-5-
((6+(3+6))+7)	636++7+
(8+(1+(7*0)))	8170*++
(8/(9+(4-5)))	8945-+/
(4-(0*(5-1)))	4051-*-
(4*(4*(6*8)))	4468***
(3/(5-(5*1)))	3551*-/
(8-(2+(1-8)))	8218-+-
(2*(5/(7+9)))	2579+/*
((8+9)+(6/3))	89+63/+
(5*(1/(6/6)))	5166//*
((9*8)*(9*0))	98*90**
(1*(5+(2+3)))	1523++*
(9/((5+8)/1))	958+1//
(9+(2-(4+1)))	9241+-+
(2+(8-(4*2)))	2842*-+
((4*8)*(2/4))	48*24/*
(0/(8/(7-3)))	0873-//
(3+(4-(6-7)))	3467--+
(1+(3*(8+2)))	1382+*+
(8-(2+(2+2)))	8222++-
((4-5)/(6-3))	45-63-/
((5*1)*(6*7))	51*67**
(4-(4*(0-3)))	4403-*-
(0/(7+(3*0)))	0730*+/
((7-5)+(5*6))	75-56*+
(3*((3-8)*3))	338-3**
((2/1)+(1/5))	21/15/+
(9*(5/(9*0)))	9590*/*
(1*((4-0)+4))	140-4+*
(1*(7*(1/4)))	1714/**
(2/(3/(2-3)))	2323-//
((0/5)/(2-6))	05/26-/
(9*(0*(5/7)))	9057/**
(7/(8-(5/1)))	7851/-/
(0*(9-(8/1)))	0981/-*
(1+(4/(7*7)))	1477*/+
(5*(2/(6*6)))	5266*/*
(1-(1-(3-1)))	1131---
(2/(4+(6-6)))	2466-+/
(1-((8+8)-0))	188+0--
(9+(2/(1*0)))	9210*/+
(2/(6*(4+8)))	2648+*/
(2/(9+(3*3)))	2933*+/
(6+(5/(1-5)))	6515-/+
((8*7)+(5-5))	87*55-+
(7+((6-2)*7))	762-7*+
(3*(4*(6*1)))	3461***
((3/4)*(8-9))	34/89-*
(2+(6+(6*3)))	2663*++
(2/(5+(5*0)))	2550*+/
(7-(5*(6+7)))	7567+*-
(8*(8*(4*8)))	8848***
(6*(7*(1-7)))	6717-**
(7+(0/(3*3)))	7033*/+
((1*0)*(3/6))	10*36/*
(1*(2-(2*3)))	1223*-*
(0/(5-(0/7)))	0507/-/
(0+(0/(3+2)))	0032+/+
(8*(6/(6*0)))	8660*/*
(1*((7-8)+7))	178-7+*
(6/(5-(1*5)))	6515*-/
(2/((1*7)-4))	217*4-/
(5*(3-(9+9)))	5399+-*
(5+(2*(7+4)))	5274+*+
(8*(5-(4*5)))	8545*-*
(6/(5/(8-1)))	6581-//
(6-(6-(4/6)))	6646/--
((5*(4*4))-1)	544**1-
(1/(3/(6*8)))	1368*//
(6+(7+(1*4)))	6714*++
(5+(2-(1+6)))	5216+-+
(6+(7/(9-1)))	6791-/+
(5-(9+(9-2)))	5992-+-
(0/(8/(6+2)))	0862+//
((1-3)/(6-3))	13-63-/
(6*(1+(6*9)))	6169*+*
(0+(0*(8*7)))	0087**+
((7/9)*(9+3))	79/93+*
(9/(4-(6*1)))	9461*-/
(2*(3*(9+5)))	2395+**
((2/1)*(0*7))	21/07**
(8-(3*(3+3)))	8333+*-
(2-(2-(9/0)))	2290/--
(5-((3/5)+8))	535/8+-
(6-(9/(7*6)))	6976*/-
(5+(0+(7/7)))	5077/++
(1-(9*(7*7)))	1977**-
(8+(3+(1/7)))	8317/++
(9+((0+1)+7))	901+7++
(9*(7*(2*2)))	9722***
(6-(5-(7/6)))	6576/--
(3*(5*(9/6)))	3596/**
(7/(9+(1/2)))	7912/+/
(7-(3+(7-5)))	7375-+-
(2/(8-(7+0)))	2870+-/
(9+(6/(6*1)))	9661*/+
(0-(3-(6+0)))	0360+--
(3*((8-6)*9))	386-9**
(4/(3+(2*1)))	4321*+/
(0+(7*(9+7)))	0797+*+
((7/3)-(0/4))	73/04/-
(8*(6+(2/9)))	8629/+*
(7/(9-(4/2)))	7942/-/
(2*(9*(5*0)))	2950***
(7/(1/(2+3)))	7123+//
((3*9)+(0/8))	39*08/+
(2-(3-(7/4)))	2374/--
(1*(5-(5*0)))	1550*-*
(2+(0-(1/3)))	2013/-+
(8/((1+4)-2))	814+2-/
(3-(9+(9*0)))	3990*+-
(8-(2-(0-4)))	8204---
(3-(4-(7*8)))	3478*--
(4-(6+(2+5)))	4625++-
(6/(6+(5-3)))	6653-+/
(9+(6/(3-5)))	9635-/+
(9*(6-(8*4)))	9684*-*
(8-(4*(8/0)))	8480/*-
(0+(2-(0*0)))	0200*-+
(3*(6/(2-7)))	3627-/*
(4/(0-(5+6)))	4056+-/
