((3-0)/8)	30-8/
(6*(0+0))	600+*
(1/(0*0))	100*/
(7/(8+1))	781+/
((1*5)+2)	15*2+
(5+(7-6))	576-+
(5/(3-4))	534-/
(9*(8+8))	988+*
(5-(0/8))	508/-
((2*7)*6)	27*6*
((9*2)-6)	92*6-
((1-2)+0)	12-0+
(5/(2/4))	524//
(4*(5+4))	454+*
(9+(4+5))	945++
(9*(1/8))	918/*
(4-(8*5))	485*-
(0/(6+3))	063+/
(9-(6*5))	965*-
(0*(9+0))	090+*
((6-2)*5)	62-5*
(3-(7+8))	378+-
(8/(1+5))	815+/
(6+(4-6))	646-+
((9+1)/5)	91+5/
(3-(7+0))	370+-
((1/8)-3)	18/3-
((8/5)*7)	85/7*
((9-3)+2)	93-2+
((1+1)/0)	11+0/
((5-8)+9)	58-9+
(3-(3-0))	330--
(6+(4/1))	641/+
(2*(3-6))	236-*
((6-1)-8)	61-8-
(2/(6/2))	262//
(3/(6-7))	367-/
(4-(6-4))	464--
(2-(8/7))	287/-
((4*5)+8)	45*8+
((3/7)+4)	37/4+
((2*4)-5)	24*5-
(4/(1-8))	418-/
(4-(9*7))	497*-
(2+(3*3))	233*+
((9*0)/2)	90*2/
((1+8)*6)	18+6*
((3/4)/3)	34/3/
(4-(4-3))	443--
(8/(8/9))	889//
(1*(9/7))	197/*
((0+0)-3)	00+3-
(2+(7*7))	277*+
((4-1)+7)	41-7+
(6+(8*6))	686*+
(3+(6/9))	369/+
(0+(6+7))	067++
(0+(5*7))	057*+
(2+(9*5))	295*+
(9*(3*6))	936**
(0-(6*4))	064*-
((9*4)-8)	94*8-
(7/(3*6))	736*/
((6+3)+7)	63+7+
((6/0)+3)	60/3+
(0-(4*9))	049*-
((7*7)-1)	77*1-
(5-(5/7))	557/-
(3-(4*1))	341*-
(3*(9*5))	395**
(3-(8-2))	382--
((5*5)-1)	55*1-
(1+(7*4))	174*+
(6-(2+6))	626+-
((7/9)-9)	79/9-
((0-1)/2)	01-2/
((1+7)*3)	17+3*
((8/4)*8)	84/8*
((4+3)*7)	43+7*
(4*(8/6))	486/*
(7*(0*2))	702**
((9-7)-7)	97-7-
((3+7)+7)	37+7+
((7/6)/3)	76/3/
((1*3)*3)	13*3*
((7-3)*6)	73-6*
(0/(8-6))	086-/
((1/4)+5)	14/5+
(3*(3-7))	337-*
((3*7)-4)	37*4-
((9+4)/3)	94+3/
(1/(0/2))	102//
((7*4)*8)	74*8*
(5-(6*9))	569*-
((8*7)/3)	87*3/
((2-1)*3)	21-3*
(2+(9*2))	292*+
(1+(1/1))	111/+
(4-(0+9))	409+-
((0*9)-2)	09*2-
(1*(9-2))	192-*
(6*(7-8))	678-*
((9*6)*1)	96*1*
(4*(4-7))	447-*
((6+8)-5)	68+5-
(7*(1+9))	719+*
(1+(2*2))	122*+
(7/(1*7))	717*/
(0-(3+0))	030+-
(1*(2/5))	125/*
(6/(6+7))	667+/
((3+2)*7)	32+7*
(5-(3+4))	534+-
(4+(9-8))	498-+
(6*(8+2))	682+*
(6-(8+7))	687+-
((1+1)*0)	11+0*
(3-(7/6))	376/-
((9/5)+0)	95/0+
(9*(0-2))	902-*
(7*(2-3))	723-*
(8*(1*6))	816**
((9-7)+1)	97-1+
(0+(6/2))	062/+
((5-8)-7)	58-7-
((5/5)-1)	55/1-
(9+(1*6))	916*+
((8+2)+8)	82+8+
(4+(7/1))	471/+
((2/2)*5)	22/5*
(9/(7-9))	979-/
(4+(2+1))	421++
((7+7)*1)	77+1*
((9*4)*5)	94*5*
((6-9)+9)	69-9+
((2-3)*2)	23-2*
(0/(0-3))	003-/
((4-1)/1)	41-1/
((7/9)+7)	79/7+
(2*(8-1))	281-*
((4*8)/9)	48*9/
((7/5)+4)	75/4+
((7*8)*5)	78*5*
((7/4)-3)	74/3-
((5*2)*3)	52*3*
(6*(0+9))	609+*
(6+(4/2))	642/+
((5*4)/6)	54*6/
((1-3)+6)	13-6+
((3/8)+9)	38/9+
(5+(9*1))	591*+
((8+3)+9)	83+9+
((6*5)+6)	65*6+
(2/(7/6))	276//
((4+5)-9)	45+9-
(2-(3+4))	234+-
((5-3)*4)	53-4*
(2*(0-9))	209-*
(3+(6*5))	365*+
(2/(8/4))	284//
(3/(5-8))	358-/
(3/(4-0))	340-/
(7*(8*1))	781**
(3-(2*1))	321*-
(2*(1/5))	215/*
((2/8)/7)	28/7/
(6/(3-3))	633-/
(4/(0/4))	404//
(7+(0/0))	700/+
(4*(3*9))	439**
((7/8)/4)	78/4/
((5+7)/5)	57+5/
((2/0)/7)	20/7/
((1/9)*1)	19/1*
(0/(1-4))	014-/
((9*1)/8)	91*8/
(3*(4/1))	341/*
((1-8)*2)	18-2*
(1-(0+7))	107+-
(1/(6*6))	166*/
((9-7)/1)	97-1/
(6/(3/2))	632//
(4-(8*7))	487*-
(4-(4/8))	448/-
(8-(9+6))	896+-
((2/7)-2)	27/2-
(9/(5+9))	959+/
(9-(5*2))	952*-
(9+(4/5))	945/+
(1-(5*3))	153*-
(9+(3/4))	934/+
(5+(1/6))	516/+
((6*2)-8)	62*8-
(4+(5+4))	454++
(5+(2*0))	520*+
(4*(7-5))	475-*
((1+7)/9)	17+9/
(1/(0+6))	106+/
(6-(6/0))	660/-
((1+5)*8)	15+8*
(9*(1-7))	917-*
((6-5)*2)	65-2*
(5-(2/6))	526/-
(6-(0*0))	600*-
((2/3)+7)	23/7+
((6+4)-6)	64+6-
((1/6)*4)	16/4*
(1-(0+6))	106+-
(7/(8*5))	785*/
((3-5)*4)	35-4*
(2/(2+6))	226+/
((9*4)*9)	94*9*
(1*(8-2))	182-*
(1*(3*0))	130**
((1-2)-0)	12-0-
((5+3)+1)	53+1+
(6/(4/7))	647//
(4-(4-0))	440--
(6-(5+7))	657+-
(6+(6+3))	663++
(3/(6+9))	369+/
(4+(3*9))	439*+
(3+(0+3))	303++
((2+3)-0)	23+0-
(3*(9*4))	394**
(3*(8-7))	387-*
(3-(7/1))	371/-
(6-(8/9))	689/-
(3+(2-9))	329-+
((8*3)-9)	83*9-
((6*2)+5)	62*5+
(4/(6+3))	463+/
((1/9)-7)	19/7-
(7-(8+1))	781+-
(8+(4+4))	844++
((5/5)+9)	55/9+
(1*(9/7))	197/*
(6-(0+0))	600+-
((7/2)*6)	72/6*
((3*8)-7)	38*7-
((8*9)*6)	89*6*
(6-(9+1))	691+-
((7/9)+5)	79/5+
((3+5)-8)	35+8-
((7+6)/6)	76+6/
(2-(3-7))	237--
((2+0)/1)	20+1/
(1*(6*4))	164**
((0-3)*0)	03-0*
(8/(6+2))	862+/
(6/(3+5))	635+/
(4+(1/7))	417/+
((5-6)-5)	56-5-
((7*1)+1)	71*1+
(0*(4-1))	041-*
(5-(9/7))	597/-
(6+(8+2))	682++
(3/(6/6))	366//
(2-(8-0))	280--
((2+9)+2)	29+2+
((8-0)+8)	80-8+
((5+9)/3)	59+3/
((0*2)-4)	02*4-
((5-5)/3)	55-3/
(9+(0-8))	908-+
(6*(7*4))	674**
(3-(8-7))	387--
(2-(5+2))	252+-
(5/(5-0))	550-/
(7+(4*9))	749*+
(3+(6/3))	363/+
(5+(3/2))	532/+
((9-3)-1)	93-1-
(7/(8*8))	788*/
((4+8)/9)	48+9/
(8+(4+1))	841++
((5/6)+6)	56/6+
(4-(0/4))	404/-
(6/(7/5))	675//
((9-5)+4)	95-4+
((8-1)/0)	81-0/
(9/(8+8))	988+/
(7+(5/2))	752/+
(1-(9*2))	192*-
((4-4)-8)	44-8-
((5+8)/8)	58+8/
((2-5)/2)	25-2/
(6*(8-5))	685-*
((6+8)-5)	68+5-
(3-(6-2))	362--
((8/8)-4)	88/4-
(9-(0-8))	908--
(4+(8*0))	480*+
(6/(8*7))	687*/
(4*(5-4))	454-*
(5+(1/4))	514/+
((5-1)-3)	51-3-
((1+8)+7)	18+7+
((8*2)*3)	82*3*
(0+(4*0))	040*+
(8/(1*3))	813*/
(0*(6*3))	063**
(2/(2/9))	229//
((3+7)*3)	37+3*
(5+(7/7))	577/+
((6*6)*5)	66*5*
(6+(1+0))	610++
(2/(4*3))	243*/
(2*(4/1))	241/*
((5*8)+3)	58*3+
((1*8)/7)	18*7/
(0-(6+0))	060+-
(1+(8-6))	186-+
(4/(0-6))	406-/
((6/8)-8)	68/8-
(1-(4*9))	149*-
((4+5)-4)	45+4-
((4+1)/4)	41+4/
(8/(6-9))	869-/
((8-5)+4)	85-4+
(4*(6-6))	466-*
((7*7)*5)	77*5*
((3/4)*3)	34/3*
((9-3)*7)	93-7*
((2/6)/8)	26/8/
((7*9)-9)	79*9-
(8-(7/6))	876/-
(6/(9*6))	696*/
(6*(0/9))	609/*
((4/7)+9)	47/9+
(3-(4+5))	345+-
((1*1)-6)	11*6-
((1+1)*2)	11+2*
((7+4)+7)	74+7+
(7+(0+2))	702++
(2-(4*1))	241*-
((9-2)*4)	92-4*
(0-(7/6))	076/-
(8/(9*9))	899*/
(4*(1/5))	415/*
((2-1)/5)	21-5/
(7*(2*7))	727**
((9/5)-4)	95/4-
(9*(7-9))	979-*
((7+8)-7)	78+7-
(0-(0-2))	002--
(9+(1*4))	914*+
(6+(2*1))	621*+
(9*(3*7))	937**
(4+(2*8))	428*+
((6-0)-3)	60-3-
(8+(5+2))	852++
((5*5)-1)	55*1-
(2+(3+1))	231++
((8/5)/6)	85/6/
((9/3)/3)	93/3/
(2*(6/7))	267/*
((5+3)*3)	53+3*
(6/(4-7))	647-/
(6-(3-4))	634--
(2/(5/3))	253//
(1-(4/8))	148/-
((3*5)*7)	35*7*
(4+(1/7))	417/+
(1/(0*8))	108*/
(8-(5/4))	854/-
(3*(1/4))	314/*
((8+1)+1)	81+1+
((6*6)*5)	66*5*
((5*0)+6)	50*6+
((7/1)*0)	71/0*
(9+(5-8))	958-+
((0/9)+5)	09/5+
((0+8)*0)	08+0*
((6/7)/5)	67/5/
(5/(0/1))	501//
(2/(2-0))	220-/
((2/7)/6)	27/6/
(6*(1/6))	616/*
((7-4)/8)	74-8/
((3+9)-3)	39+3-
(3*(0*7))	307**
(5-(4+3))	543+-
(2-(1+3))	213+-
(4*(1-2))	412-*
(2-(9*5))	295*-
(3*(0/2))	302/*
((9*1)*7)	91*7*
(0*(2-4))	024-*
(8-(4+8))	848+-
((6/1)/9)	61/9/
((0-0)-2)	00-2-
((6/7)+5)	67/5+
(8*(6*6))	866**
(8-(3*3))	833*-
((5-1)*7)	51-7*
(4-(5-6))	456--
((9+5)/5)	95+5/
(8+(5-5))	855-+
(6*(3-1))	631-*
(6+(0/3))	603/+
((9+7)-6)	97+6-
((4/8)+7)	48/7+
((0/8)*7)	08/7*
((1*6)-7)	16*7-
(8*(5-4))	854-*
(8*(1+1))	811+*
(4+(4*2))	442*+
((1+3)/2)	13+2/
(8/(4/1))	841//
(5+(2-2))	522-+
((3-4)-4)	34-4-
((4-5)/0)	45-0/
(9*(7+3))	973+*
((6/9)/4)	69/4/
((8/4)+6)	84/6+
((9/8)*3)	98/3*
((0-3)-1)	03-1-
((4+1)-1)	41+1-
(7/(0/5))	705//
((5-6)+6)	56-6+
((8+2)-1)	82+1-
((0*1)*7)	01*7*
((4/3)/4)	43/4/
((8+7)/1)	87+1/
(9/(3/9))	939//
(0*(1*5))	015**
((3+8)/6)	38+6/
((8-9)/2)	89-2/
(5+(8/7))	587/+
(6*(4+0))	640+*
(0-(8+6))	086+-
((0-9)*4)	09-4*
((6-0)*1)	60-1*
((3-2)/5)	32-5/
(9-(2/8))	928/-
(5-(0*7))	507*-
(8*(3/3))	833/*
(4-(5*5))	455*-
(6/(5+2))	652+/
((5/1)+0)	51/0+
((1-1)-0)	11-0-
(9/(4/9))	949//
(6+(9+2))	692++
(3+(0*0))	300*+
(2+(9*6))	296*+
(9-(6+9))	969+-
(3+(9+1))	391++
((4*4)/1)	44*1/
(9*(3/8))	938/*
(7+(3*5))	735*+
(6-(3*2))	632*-
(4+(3/8))	438/+
(3-(8-6))	386--
((1-6)-0)	16-0-
(2/(0-2))	202-/
(4+(3-5))	435-+
(7*(1/0))	710/*
((9/7)-9)	97/9-
(6*(0-8))	608-*
(2*(3-9))	239-*
(0-(0/7))	007/-
(2*(0/2))	202/*
(1+(7-0))	170-+
(7/(6*2))	762*/
((0/7)+6)	07/6+
((9*1)+2)	91*2+
(7/(0+6))	706+/
(1*(7*6))	176**
((9*7)+3)	97*3+
(6+(8*8))	688*+
((9/0)*3)	90/3*
(8+(1+5))	815++
((7*9)/3)	79*3/
((4+6)*2)	46+2*
(6/(8/2))	682//
(8-(5+7))	857+-
((6/1)+5)	61/5+
(4-(0/0))	400/-
(6*(8*1))	681**
((4/6)-8)	46/8-
((3+1)+8)	31+8+
(5/(2+0))	520+/
(2+(3-5))	235-+
((4/4)-9)	44/9-
((5/5)-8)	55/8-
((0/4)-3)	04/3-
((8-2)+8)	82-8+
((0*3)+0)	03*0+
((5-3)-2)	53-2-
(1/(1/8))	118//
(6/(6-9))	669-/
((1-5)+7)	15-7+
((8/3)-5)	83/5-
((6-5)+8)	65-8+
((9/7)+0)	97/0+
((7/3)+6)	73/6+
(1/(7+6))	176+/
(6*(3/0))	630/*
(9-(9+4))	994+-
((5-1)-2)	51-2-
(8+(2/0))	820/+
((4+9)*6)	49+6*
(3+(1/4))	314/+
(3/(7-9))	379-/
(0*(8+6))	086+*
(4*(4-5))	445-*
(9*(8-6))	986-*
(3/(0*1))	301*/
((9*7)*7)	97*7*
(7/(0+3))	703+/
(0-(1+8))	018+-
(3-(0+4))	304+-
(2*(3/1))	231/*
(6*(1-3))	613-*
(5+(2/8))	528/+
((3-7)-6)	37-6-
((2-3)-5)	23-5-
(9*(6-8))	968-*
(8-(3/6))	836/-
((6*4)*3)	64*3*
(2-(2/7))	227/-
((3-3)*9)	33-9*
((7+0)*8)	70+8*
((4-9)-5)	49-5-
(0*(8-8))	088-*
(9*(6-4))	964-*
((8*8)*0)	88*0*
(5/(0/4))	504//
(9+(2+8))	928++
(5/(7-5))	575-/
(6+(3/7))	637/+
((6-6)+8)	66-8+
((5-5)-1)	55-1-
((9/1)+8)	91/8+
(8/(8-7))	887-/
(4/(8-7))	487-/
((1-2)/1)	12-1/
(2+(4+2))	242++
(2/(6-5))	265-/
((6-3)-3)	63-3-
(5-(1-9))	519--
(8/(8-9))	889-/
((4*5)+4)	45*4+
((2+3)*8)	23+8*
((5-8)+5)	58-5+
((9/7)+2)	97/2+
(7+(4-8))	748-+
(2*(6/0))	260/*
(1*(4-6))	146-*
((7/3)/1)	73/1/
((8/1)-6)	81/6-
((5*3)-5)	53*5-
(6*(2/7))	627/*
(2+(1*1))	211*+
(2*(4/3))	243/*
((1-7)*6)	17-6*
(8-(8*2))	882*-
(4*(5/1))	451/*
((0*4)*7)	04*7*
((4*5)/5)	45*5/
(8+(5-0))	850-+
((7-8)+9)	78-9+
(0-(2-4))	024--
((1+8)/5)	18+5/
((0/3)*3)	03/3*
(2/(7-9))	279-/
((7/0)/7)	70/7/
((8-5)+7)	85-7+
(8/(9*0))	890*/
(4+(1-3))	413-+
((5*5)-6)	55*6-
(8-(4*9))	849*-
((7-7)*7)	77-7*
(5/(8/5))	585//
(7*(5+7))	757+*
(9*(9*2))	992**
((0/5)-6)	05/6-
(6+(5+3))	653++
((7+4)/9)	74+9/
(5/(6*5))	565*/
(4/(3-7))	437-/
(7+(2*3))	723*+
(7-(8-8))	788--
(2/(0-8))	208-/
(3-(2-0))	320--
(9-(8-3))	983--
(0-(0+4))	004+-
(8/(8+2))	882+/
(2/(6*0))	260*/
(0*(8-1))	081-*
(6+(1-8))	618-+
(7/(3/0))	730//
((3-4)+2)	34-2+
(9*(5*4))	954**
(0/(7/5))	075//
(5*(7-5))	575-*
(5/(6-6))	566-/
(7*(8+1))	781+*
((6/9)-6)	69/6-
(7/(9*8))	798*/
(9-(4/4))	944/-
((7*2)*2)	72*2*
((9+2)+6)	92+6+
((4-8)*8)	48-8*
(2+(0/6))	206/+
(9*(3/8))	938/*
(7/(4*7))	747*/
(4*(9*0))	490**
(9-(3+0))	930+-
(6*(4+4))	644+*
(3/(0+2))	302+/
((7/1)+3)	71/3+
((8-5)+0)	85-0+
(1+(6/4))	164/+
(6/(9-4))	694-/
((8+5)/6)	85+6/
(3+(5-7))	357-+
(8+(1/6))	816/+
(0/(5*5))	055*/
(0-(9+7))	097+-
(7*(5+0))	750+*
((9*1)+6)	91*6+
(2-(2/9))	229/-
(0-(4-3))	043--
(0*(4-9))	049-*
((0/0)-8)	00/8-
(4+(5*7))	457*+
(7/(0/2))	702//
((8*2)+1)	82*1+
(6-(2+4))	624+-
((5+4)-8)	54+8-
(1*(1+0))	110+*
((1/3)/7)	13/7/
(7-(3+4))	734+-
((2*1)/1)	21*1/
(4+(5*7))	457*+
(2-(2/4))	224/-
((0*6)+6)	06*6+
(2-(1/1))	211/-
(7/(3/9))	739//
(4*(8-6))	486-*
(2*(3/3))	233/*
(6*(0+8))	608+*
(5+(0-1))	501-+
((7+1)+4)	71+4+
((1+6)+9)	16+9+
((8*4)*8)	84*8*
(0/(6+2))	062+/
((9-1)*4)	91-4*
(3+(5+7))	357++
(2+(1/3))	213/+
(1/(0+5))	105+/
(4+(5*1))	451*+
((6/2)/6)	62/6/
((2/6)*7)	26/7*
(7+(6*1))	761*+
((6-6)/6)	66-6/
(6-(0*4))	604*-
(9+(3-0))	930-+
((4*7)-9)	47*9-
(9-(7+8))	978+-
((6-9)+7)	69-7+
((2/7)+6)	27/6+
(8/(9+0))	890+/
((6+4)/0)	64+0/
((2/0)*1)	20/1*
((5-0)/1)	50-1/
(8-(1-1))	811--
((3-4)+5)	34-5+
(8*(4-8))	848-*
((3-0)-5)	30-5-
((0*1)-6)	01*6-
(1-(3*7))	137*-
((0/0)-5)	00/5-
((1*3)-8)	13*8-
(8+(5-8))	858-+
(6+(0+9))	609++
(9-(0-1))	901--
(2-(1*3))	213*-
((3+2)*7)	32+7*
(5/(5-9))	559-/
((8-1)+9)	81-9+
(0+(1*3))	013*+
(7/(9*9))	799*/
(9+(7*9))	979*+
(3*(8-3))	383-*
(9/(5-1))	951-/
((4*9)/3)	49*3/
((5+8)-5)	58+5-
(6+(3+1))	631++
(5/(7*7))	577*/
(9*(6*4))	964**
((4/3)/4)	43/4/
((2-9)-7)	29-7-
((2-2)-7)	22-7-
((1+8)-7)	18+7-
(7+(2*1))	721*+
((8-4)-7)	84-7-
(9+(2*9))	929*+
(5+(9+9))	599++
(3*(2-0))	320-*
(5*(8*8))	588**
(7-(4/5))	745/-
((6+5)*8)	65+8*
(5/(4+2))	542+/
((1-0)+9)	10-9+
(9+(0-1))	901-+
(5-(9*9))	599*-
(2*(3-9))	239-*
(3/(5+1))	351+/
(8/(7-6))	876-/
(3-(5+5))	355+-
((7+0)-6)	70+6-
(2+(0-5))	205-+
((4/4)+9)	44/9+
(1/(9-0))	190-/
(7/(8/4))	784//
(9/(0+1))	901+/
(2*(9*5))	295**
((9/3)-3)	93/3-
(3-(8-7))	387--
(9/(2+2))	922+/
((9*7)-0)	97*0-
(1-(9+0))	190+-
(9-(3+2))	932+-
(6-(5+7))	657+-
(9+(6/4))	964/+
(4/(8*5))	485*/
(6*(4*7))	647**
((0-3)/9)	03-9/
((4+6)/2)	46+2/
((6-1)+8)	61-8+
((8/1)*0)	81/0*
(2*(6*2))	262**
(3*(0+2))	302+*
((5/2)*3)	52/3*
((1-8)/2)	18-2/
(0/(3*9))	039*/
((1/9)/9)	19/9/
(2+(1-1))	211-+
((8+3)+2)	83+2+
((6+6)-9)	66+9-
(8*(0/4))	804/*
(1+(3+4))	134++
(0*(5-8))	058-*
(2-(5-8))	258--
(2+(2*8))	228*+
(8+(6*7))	867*+
((5-0)/0)	50-0/
(2*(9/4))	294/*
((5/4)-4)	54/4-
(5*(8*2))	582**
(9/(5+7))	957+/
(9/(1*4))	914*/
(9-(9-1))	991--
(5-(2/3))	523/-
(7-(9+4))	794+-
(2/(1*0))	210*/
(3/(5+9))	359+/
(9*(1+5))	915+*
(1/(8*4))	184*/
(6-(0/7))	607/-
(7/(9*6))	796*/
((1/4)+7)	14/7+
(9*(6-0))	960-*
((5*2)*2)	52*2*
((4*4)+2)	44*2+
(7*(3-5))	735-*
(8/(7-3))	873-/
(0+(8/9))	089/+
(2+(8-7))	287-+
(1/(0/2))	102//
(1+(5/1))	151/+
((7*4)/8)	74*8/
(9/(3-1))	931-/
(3-(4-8))	348--
((8*3)-9)	83*9-
((9/9)*2)	99/2*
(4-(4+1))	441+-
(3*(7*4))	374**
(5*(2/2))	522/*
((9*3)/0)	93*0/
((5*5)/4)	55*4/
(2/(1/2))	212//
((0*3)-1)	03*1-
((1*1)*1)	11*1*
((6-2)+0)	62-0+
(0-(6/3))	063/-
((5*9)/4)	59*4/
(2*(6/3))	263/*
((7/5)/8)	75/8/
((2-6)-1)	26-1-
(9+(4-9))	949-+
((2+8)/2)	28+2/
(9-(2*8))	928*-
(1/(9-8))	198-/
(8-(7+0))	870+-
(6/(8+9))	689+/
((9*0)/9)	90*9/
((4-7)*4)	47-4*
(7-(5*4))	754*-
(0*(5+9))	059+*
((3+7)+6)	37+6+
(3-(3-4))	334--
((2-6)*3)	26-3*
((3+6)*4)	36+4*
((5-0)-7)	50-7-
(4+(7/8))	478/+
((8/4)-3)	84/3-
(8+(3+2))	832++
((0*8)-4)	08*4-
(6-(7/3))	673/-
(6*(9*5))	695**
((2+8)/1)	28+1/
(1/(7*8))	178*/
(9+(4-9))	949-+
(2/(9+8))	298+/
((6+2)-9)	62+9-
(0-(3-8))	038--
(1*(1*6))	116**
((8+9)+2)	89+2+
((8+7)-1)	87+1-
(6*(0*9))	609**
((3-7)-7)	37-7-
((6*5)-3)	65*3-
((8*8)-3)	88*3-
(1+(2+7))	127++
((6*4)+4)	64*4+
(2/(7/3))	273//
((1*0)+6)	10*6+
(0/(6-8))	068-/
(7/(9*0))	790*/
(0+(3*0))	030*+
(9/(9*3))	993*/
(1+(9+5))	195++
((3+2)-2)	32+2-
((1+9)-0)	19+0-
(3-(3+2))	332+-
((2+6)-8)	26+8-
((6-5)-8)	65-8-
(2+(5*0))	250*+
((4*0)-5)	40*5-
(1/(3*8))	138*/
((1/2)+0)	12/0+
((1-9)/9)	19-9/
((0+2)-9)	02+9-
(4*(6*3))	463**
(9-(1/5))	915/-
((9*1)+0)	91*0+
((5-2)/6)	52-6/
(0+(6*3))	063*+
((3+9)+1)	39+1+
(3-(5/0))	350/-
(2+(2+0))	220++
(3+(6/9))	369/+
(4+(1*8))	418*+
(1+(8/2))	182/+
(9+(8-0))	980-+
(2-(2*6))	226*-
(1-(3+2))	132+-
(1*(9*2))	192**
(7*(4*6))	746**
((4+3)-5)	43+5-
((8/9)+1)	89/1+
(4+(0-8))	408-+
((0-2)-0)	02-0-
(4-(3+6))	436+-
((1*4)*3)	14*3*
((9+4)-7)	94+7-
((5/6)/2)	56/2/
(0-(3+3))	033+-
(4*(0*7))	407**
(6*(5+1))	651+*
(2+(4+5))	245++
(6-(8+1))	681+-
(0*(8+4))	084+*
((2*5)/1)	25*1/
(5+(6*0))	560*+
(6*(7*1))	671**
((6-8)*2)	68-2*
(5*(7/8))	578/*
((7-1)+4)	71-4+
((0+1)*8)	01+8*
(1/(9*2))	192*/
(0+(5-9))	059-+
((3+2)+0)	32+0+
(2/(7*5))	275*/
(7+(1-1))	711-+
((2*6)+4)	26*4+
(6/(5*7))	657*/
(0*(0*1))	001**
((3/7)/5)	37/5/
(2*(5/3))	253/*
(1+(9/5))	195/+
((7/6)+7)	76/7+
(8/(7-6))	876-/
((8+7)-7)	87+7-
(1/(3/7))	137//
(9-(5-2))	952--
(6/(6/3))	663//
(9/(3*0))	930*/
(5/(4/7))	547//
((5/0)/3)	50/3/
(0-(8+6))	086+-
(2*(2*4))	224**
((0+8)-2)	08+2-
(4+(2+7))	427++
((1-0)-8)	10-8-
((7*5)/6)	75*6/
(5*(5/0))	550/*
((5-2)/2)	52-2/
((5/8)*1)	58/1*
(2/(5-8))	258-/
(5-(4-7))	547--
(8*(9+2))	892+*
(7/(4+7))	747+/
(8+(7*9))	879*+
((3-6)*2)	36-2*
((7-0)-2)	70-2-
((0+9)-7)	09+7-
(9/(7*1))	971*/
(7+(8/9))	789/+
((4-9)-3)	49-3-
((0-9)*7)	09-7*
((4*8)*2)	48*2*
((5+0)+5)	50+5+
(9-(8*7))	987*-
((9-9)+7)	99-7+
(6+(0/6))	606/+
(0/(0+2))	002+/
((1/0)/2)	10/2/
(0+(4+9))	049++
(8-(7-1))	871--
((2+7)+2)	27+2+
((5+5)-0)	55+0-
(1-(2+4))	124+-
((1*2)-4)	12*4-
(7-(8/8))	788/-
(6/(2/9))	629//
(0+(9*5))	095*+
((4+6)/1)	46+1/
((3*3)+1)	33*1+
((8+1)+6)	81+6+
(1*(0*0))	100**
(0*(0/7))	007/*
((5/3)/3)	53/3/
((6+7)*9)	67+9*
(0/(8/0))	080//
(8-(5-0))	850--
(2/(2/3))	223//
((9*8)/5)	98*5/
(0+(9/6))	096/+
(8/(5*0))	850*/
((2-4)-9)	24-9-
(1*(7/2))	172/*
(3*(7*9))	379**
(5/(6*6))	566*/
(0*(1*5))	015**
((8/3)-9)	83/9-
(9/(3-5))	935-/
((1/6)*3)	16/3*
(5+(9*1))	591*+
((9*8)*2)	98*2*
(1*(1*1))	111**
(4-(7*0))	470*-
((5-2)+7)	52-7+
((4*7)+9)	47*9+
((5+3)/4)	53+4/
(1*(2-1))	121-*
((9*5)-0)	95*0-
(2-(9/7))	297/-
(9+(9+3))	993++
(1/(5-3))	153-/
((2*8)/3)	28*3/
(8/(1+0))	810+/
(5+(6+1))	561++
((4/0)+9)	40/9+
((9*1)-8)	91*8-
((5-0)-9)	50-9-
(9-(0-3))	903--
(5*(2/6))	526/*
((0-4)*5)	04-5*
(7/(1*3))	713*/
(4*(6/7))	467/*
(6/(6+0))	660+/
(9*(2+0))	920+*
(7-(0/5))	705/-
(6/(6*0))	660*/
((5/7)*5)	57/5*
(7/(5-2))	752-/
(4+(6*5))	465*+
(4+(2/0))	420/+
(6/(6*2))	662*/
(4-(1-9))	419--
(7*(4-7))	747-*
((8+8)/8)	88+8/
(9/(0+0))	900+/
((8*9)+9)	89*9+
(9/(6+8))	968+/
((3-8)/8)	38-8/
(8*(4*5))	845**
(7-(0-1))	701--
((0-6)+2)	06-2+
((8/2)/2)	82/2/
(9/(0*3))	903*/
(4-(7*6))	476*-
(2/(3/4))	234//
((0+9)/7)	09+7/
(4*(3*7))	437**
(5+(6/1))	561/+
(3+(6+2))	362++
(6*(9/8))	698/*
(6+(3-4))	634-+
(9/(9/2))	992//
(5+(6+1))	561++
(7/(5/0))	750//
((2*2)/2)	22*2/
(0*(6/0))	060/*
(8/(2/3))	823//
(1*(7*4))	174**
(2/(2/9))	229//
((4-7)+1)	47-1+
(0/(0*3))	003*/
(5/(1-3))	513-/
((6-9)+5)	69-5+
(5+(0/6))	506/+
((0+3)-5)	03+5-
((0+5)/2)	05+2/
((9/5)-0)	95/0-
((3*6)*6)	36*6*
((3+5)+9)	35+9+
(3+(5/4))	354/+
((0*0)-4)	00*4-
(4*(7*5))	475**
(6+(3+4))	634++
(4/(5+4))	454+/
(5+(9+3))	593++
((2/5)/0)	25/0/
((3*0)*6)	30*6*
((8+8)/9)	88+9/
((7*1)+1)	71*1+
(4/(1*4))	414*/
((4+7)*4)	47+4*
(6+(8/5))	685/+
((6*2)+5)	62*5+
((3+6)/2)	36+2/
(8/(1/8))	818//
(6+(8/4))	684/+
((1+6)-2)	16+2-
((1+6)*9)	16+9*
((8/3)/3)	83/3/
((2/0)+9)	20/9+
((1-3)/6)	13-6/
(2-(7/7))	277/-
((1*2)*0)	12*0*
