(((2+0)-(9*2))*(6*9))	20+92*-69**
(((5+(7-7))-0)/(1-8))	577-+0-18-/
((9+(8+3))*(5-(7+(0+4))))	983++5704++-*
(8-((3*(8-(8*8)))/(5/7)))	83888*-*57//-
(7/(5+((1/7)*(2-1))))	7517/21-*+/
((3/(5/0))+(5*(3+8)))	350//538+*+
((4/(4+9))+(5*(9-(9+4))))	449+/5994+-*+
(((7+(3*0))/(5-6))-0)	730*+56-/0-
(((3+2)/(6-(6*5)))+3)	32+665*-/3+
((3*(1*7))*(6+(9*4)))	317**694*+*
((((0-5)+1)/5)+(6-7))	05-1+5/67-+
(((2/1)+(3-5))+(4-9))	21/35-+49-+
((0/7)-((2/9)+(7*(5+4))))	07/29/754+*+-
((5-(3+(6/(3+6))))+2)	53636+/+-2+
(((0/2)+2)/(2+(1*6)))	02/2+216*+/
((7/7)/(((3/0)+8)*(5/4)))	77/30/8+54/*/
(9/((6*(6/9))*(2*(0-9))))	9669/*209-**/
((5/(6*9))-(2+(6+(5*6))))	569*/2656*++-
((3+(8*(1*2)))+(1*(0+7)))	3812**+107+*+
(8*((0*(1-(3-4)))/(2-3)))	80134--*23-/*
((9/(8*(3*4)))*(1+5))	9834**/15+*
((5-(6-(3*0)))-(6/7))	5630*--67/-
((5/(4/6))-(6-(6*3)))	546//663*--
((9*6)-((3-(6+7))*(1/8)))	96*367+-18/*-
(9+(5/((4/1)*(8+(1/4)))))	9541/814/+*/+
(((6*6)/5)+(1+(2+6)))	66*5/126+++
(7/((9*9)*(8-(0+(5-5)))))	799*8055-+-*/
(0*(4/(5+(3+(4-6)))))	045346-++/*
((7+((9/9)+(2/9)))*(6-2))	799/29/++62-*
(2/(0+(((5/4)+5)+4)))	2054/5+4++/
((5-(7*(6*2)))-(7*(7/4)))	5762**-774/*-
((6-(1*3))+(7+(8-(4/6))))	613*-7846/-++
(4-((8*(2+4))*(7-8)))	4824+*78-*-
((4*((5+1)-2))*(6*(3+5)))	451+2-*635+**
((2-(5+(4/8)))/(2/(1*7)))	2548/+-217*//
((1-(0-4))*(2-(6-9)))	104--269--*
(((5*(2/5))*(9/0))-(9-0))	525/*90/*90--
((7/6)/(0-(8+(1+1))))	76/0811++-/
((4*(2/8))+((8/(9+4))-1))	428/*894+/1-+
(((9-(7*(0/3)))*3)+2)	9703/*-3*2+
((5/8)*(7*(3*(1/6))))	58/7316/***
(((7+(9+0))/7)/(7*4))	790++7/74*/
((4-(7*(4-5)))+(4/4))	4745-*-44/+
(3*(4+(4/(8+(3+4)))))	344834++/+*
((4+(4-(6*2)))-(3*6))	4462*-+36*-
((0/(1-5))/(2*(9-(2/2))))	015-/2922/-*/
((9-(8-9))/(4/(6+0)))	989--460+//
((8*6)*(4*(7/(3+(0+6)))))	86*47306++/**
((6/(1-(8+9)))*(7-3))	6189+-/73-*
((6*(8/(4*(2-(5-4)))))/9)	684254--*/*9/
((5/(9*(6+(7+0))))+0)	59670++*/0+
((5-((5/5)-7))-(8/(7-0)))	555/7--870-/-
((6/(4+(2+1)))+(8+9))	6421++/89++
(8+(0+((8+(4-5))/(1/0))))	80845-+10//++
((7/(4/9))/(3-(6/8)))	749//368/-/
(((9/(7+6))-7)-(8*1))	976+/7-81*-
((6+(9*(0-(8+3))))*(5/5))	69083+-*+55/*
((5+(5*(5-1)))-(5/(6-9)))	5551-*+569-/-
((1*(0/(1-(7/(5/3)))))/6)	101753//-/*6/
((2/(4-(8-9)))-(7-(4-4)))	2489--/744---
((9*((8-3)*(7*2)))+(9/5))	983-72***95/+
(6-((0+(4*2))/(6-1)))	6042*+61-/-
(((1/(4+(1+7)))/3)+8)	1417++/3/8+
((2+(3*0))+((1*3)+(8-7)))	230*+13*87-++
((1*(3*(1/8)))-(5/2))	1318/**52/-
((2-(1-7))+(1+(9-0)))	217--190-++
((7-(1/(4+2)))*(3*4))	7142+/-34**
((8*9)*((7*6)-(8+6)))	89*76*86+-*
((7-(0+5))-((0-8)*(8/0)))	705+-08-80/*-
(5/(6-((0-4)-(0/(4+7)))))	5604-047+/--/
((2-6)+((3/(0-(3/3)))/2))	26-3033/-/2/+
(2+((4*3)+(1/(5-1))))	243*151-/++
((8*(2*(3+7)))+(0-(2+8)))	8237+**028+-+
((9*(1+8))*(7+(4-(4/1))))	918+*7441/-+*
((0+7)/((5/7)-(4-3)))	07+57/43--/
((4/(3-(6+3)))-(0/(0*4)))	4363+-/004*/-
((1/4)*(2+(2/(0+9))))	14/2209+/+*
((3*0)/((8+(9/(7*8)))+4))	30*8978*/+4+/
((3*(0+0))*(7*(8*4)))	300+*784***
((1*(7/(5*(3*2))))/(8+0))	17532**/*80+/
((0*7)-(1-(9+(8-(5/2)))))	07*19852/-+--
(3*(9-(7/(5-(6*(9+1))))))	3975691+*-/-*
((2-(2/(0-0)))/(6+3))	2200-/-63+/
(((1+8)-9)-(9/(9*8)))	18+9-998*/-
(9-((8+(0+4))-(4-5)))	9804++45---
(((2*(0-8))/9)+(3*(9*4)))	208-*9/394**+
((8*(1/(2*(3-7))))-(9/9))	81237-*/*99/-
(((4-(4*2))+(2/9))-2)	442*-29/+2-
(((6*(9*0))+(6-2))-8)	690**62-+8-
((7+(1/7))/(0+(9+(2/0))))	717/+0920/++/
(((4+(2/2))-6)*(6*5))	422/+6-65**
(5*(4+((1*8)*(6-(0-7)))))	5418*607--*+*
(8/(6-((7+(8-4))-(1/0))))	86784-+10/--/
(((3-1)/5)-(9/(6-5)))	31-5/965-/-
(6+(3-((5-2)*(5-(2*0)))))	6352-520*-*-+
((7-((7+2)/(6-(7+5))))+3)	772+675+-/-3+
(0-(((3/(2+9))*8)+(2-6)))	0329+/8*26-+-
((1*(5+(1-8)))/(9/7))	1518-+*97//
(3/((7-6)/(4-(0*(3+5)))))	376-4035+*-//
(8-((2+1)*(5*(1*1))))	821+511***-
((4-(0-2))/(4/(2/7)))	402--427///
(((5+5)+8)*(4-(0+5)))	55+8+405+-*
((((1-8)+4)-(3-2))+(0/9))	18-4+32--09/+
((4*(6+7))*(9/(1-4)))	467+*914-/*
(9/((9*(8-9))-(5+8)))	9989-*58+-/
((4/5)*(0+(5*(9*0))))	45/0590**+*
(6*(3*(1/(5+(4/5)))))	631545/+/**
((8*(7*(0+4)))*(7/7))	8704+**77/*
((8*1)-(6/((5/2)*(9/9))))	81*652/99/*/-
(1*(0/(8*(3+(5/1)))))	108351/+*/*
((((2-9)-4)/9)/(9/(3/7)))	29-4-9/937///
(((7*0)+(2-1))-(5/4))	70*21-+54/-
(4*(0*(0+(9/(2/0)))))	400920//+**
(((3/(0+(3+3)))+6)+4)	3033++/6+4+
((3*(7/4))*(3*(6-5)))	374/*365-**
((6/(0+0))-(3*(9*1)))	600+/391**-
((8+1)-(6+(1/(5+9))))	81+6159+/+-
(8/((1/3)+(0*(2/1))))	813/021/*+/
((((2-7)+5)/(6-2))/(5/5))	27-5+62-/55//
(3+(((1-9)+9)-(5-(4+9))))	319-9+549+--+
(6/((1/4)*(1+(2+3))))	614/123++*/
((4/(3-1))/((7+1)-1))	431-/71+1-/
((9*((6*6)/(1-0)))-2)	966*10-/*2-
((3-(2/8))*(7-(3+(4-9))))	328/-7349-+-*
(4-(((1/2)-(4*9))*(2+4)))	412/49*-24+*-
((2/(8-(0*0)))*(1*2))	2800*-/12**
((0/(9-(9+3)))+(7/9))	0993+-/79/+
((8+(8/3))*(2-(5/(0-2))))	883/+2502-/-*
(9/(8/((6-(9+(7*5)))-2)))	986975*+-2-//
(((7+(3/7))*(0+(1/8)))+2)	737/+018/+*2+
(((1/(6-7))*(3/0))/(3-3))	167-/30/*33-/
(((6-(2*6))-(9+2))*(9-1))	626*-92+-91-*
((3*(5-0))*(4+(9/6)))	350-*496/+*
((3+(4*(9*1)))*(0/1))	3491**+01/*
(((5+0)+(2*3))+(5+0))	50+23*+50++
((3+(8-6))*(8-(5-7)))	386-+857--*
((2*(9*3))/(3*(1/4)))	293**314/*/
((5-(9*1))/(1/(4*8)))	591*-148*//
(((9-8)-(7-0))+(7-3))	98-70--73-+
(((9-1)/1)/(3*(3/1)))	91-1/331/*/
(((2*(1*0))-(5*9))*9)	210**59*-9*
(6+(7*((6/(8+8))/(2/4))))	67688+/24//*+
((9-1)/(3-(3/(0/0))))	91-3300//-/
(7-(8/((2/7)/(3*(7/1)))))	7827/371/*//-
(((8/9)+0)*(1*(6/1)))	89/0+161/**
(((9+0)/7)-(5/(2+(5+5))))	90+7/5255++/-
((7-5)/((1/(8/3))*3))	75-183//3*/
(((5/8)/5)/(7*(7+1)))	58/5/771+*/
(((3/7)*(9/(4*7)))-(9*9))	37/947*/*99*-
((6+3)*(2-(1*(0-2))))	63+2102-*-*
((1+(9-0))*(0*(2-1)))	190-+021-**
(((8*0)+4)-(0/(0+(0/0))))	80*4+0000/+/-
(((0*1)*5)*(2+(5-8)))	01*5*258-+*
(2/(7-((5-1)-(3+9))))	2751-39+--/
((0*1)/(6+(6-(5+3))))	01*6653+-+/
((5+0)-((1+(0+2))*(7*3)))	50+102++73**-
((3+6)+(3/(2+(3/3))))	36+3233/+/+
(2/((9+(8-3))*(9+6)))	2983-+96+*/
((4+(8/4))/(9+(5-(1*6))))	484/+9516*-+/
(6-((7/6)/(7-(2-(5/0)))))	676/7250/--/-
((5+8)*(6/(7/(5/4))))	58+6754///*
(((6*2)-(3/(1/(1/8))))-9)	62*3118///-9-
(((9+(9*(7/(6*9))))*6)/7)	99769*/*+6*7/
((7-3)+(4*((6+0)/(2-4))))	73-460+24-/*+
(((2-0)-(6-7))*(1/(7-1)))	20-67--171-/*
((4-(7+6))/(9/(7*(1+8))))	476+-9718+*//
((1-(9*(0/(6-3))))*2)	19063-/*-2*
((9/(6*8))+(4*(6-(7-6))))	968*/4676--*+
(((8*3)+(3+0))*(1-0))	83*30++10-*
(((8/0)+(9-(0+8)))-4)	80/908+-+4-
((2+3)*(((0/3)+(0/0))+0))	23+03/00/+0+*
((((5-(3/6))*2)*(3-6))/1)	536/-2*36-*1/
(((6-0)+(8+1))+(5/1))	60-81++51/+
(5-((8-2)/(3*(1/(5+0)))))	582-3150+/*/-
((8/(0-5))+(9/(3/(9/7))))	805-/9397///+
((0+(2-6))+((8/(5/6))-5))	026-+856//5-+
((4/(8-2))*(5/(3+(3*7))))	482-/5337*+/*
(((4*(1*3))/2)/(8-(3-3)))	413**2/833--/
(9*(1-(0/(5*(2-5)))))	910525-*/-*
(((2-1)+(1+(4/2)))*4)	21-142/++4*
(6-(((3/(4/2))-(4/2))+5))	6342//42/-5+-
((6*(3*(0-5)))/(1-(0*3)))	6305-**103*-/
((3*(2+4))-(3/(3*2)))	324+*332*/-
((4+(3/0))/(1-(6-2)))	430/+162--/
((5+9)+((7*8)*(9-(2*6))))	59+78*926*-*+
(((2-5)/(8+(1-0)))-(3-1))	25-810-+/31--
(8+((5*(5+(6*0)))/(9+6)))	85560*+*96+/+
(1+((7-(4+(4*1)))-5))	17441*+-5-+
((0*0)/(2-(8+(5-5))))	00*2855-+-/
((3/6)-((7/1)-(8*(0+1))))	36/71/801+*--
(((0/(4*5))*(0/9))-0)	045*/09/*0-
(7+((4-(6/8))*(0*(2*0))))	7468/-020***+
((6-5)+(6+((1*3)+(5/6))))	65-613*56/+++
((8/(1+(4*0)))-(6*1))	8140*+/61*-
((6+(0/7))*(2/(1*9)))	607/+219*/*
((6-(7/4))/(9/(3*0)))	674/-930*//
((3/(8/5))*(1/(2*(1+6))))	385//1216+*/*
(((3+(2+7))+0)+(2+7))	327++0+27++
((6-(5+3))-(5-(2*(6+7))))	653+-5267+*--
(6+((6-(7-4))-(6/2)))	6674--62/-+
((0/9)*(9/(7+(2-6))))	09/9726-+/*
((8+(9/1))/((4/9)*4))	891/+49/4*/
((4*(3*(6+(1*1))))-(0-5))	43611*+**05--
((2*(0/8))/(0+(0-(2-2))))	208/*0022--+/
(9/(0*(6-(8-(3-(2+2))))))	9068322+---*/
((5/(8+6))+(6-(6/(9*3))))	586+/6693*/-+
(((6-3)*(6-6))-(9/(3/3)))	63-66-*933//-
((4*(2/(1-9)))+(0-8))	4219-/*08-+
((3/(7+(4+(2+4))))/(8*1))	37424+++/81*/
(((6-0)+(5+9))+((1-7)/7))	60-59++17-7/+
((8-(5/5))/(8/(9*7)))	855/-897*//
((5+2)*(((3*5)+5)/(9-4)))	52+35*5+94-/*
((((6/9)/0)/(0/8))*(2+6))	69/0/08//26+*
((6*(9*5))/(0-(1-(2/1))))	695**0121/--/
(0*((7/4)*(1+(0/3))))	074/103/+**
(((5+7)*8)*(2/(2-(0-9))))	57+8*2209--/*
(6-(2+(9*(6*(3/(2/5))))))	6296325//**+-
(((8+(6*0))*7)/(3+(3/2)))	860*+7*332/+/
(((9+(7/7))*(0*1))*0)	977/+01**0*
(((0*5)+(3+4))/(9-(3-9)))	05*34++939--/
(((1-8)+6)-(6+(6/9)))	18-6+669/+-
(((3-2)-(7+3))+(8-(5/6)))	32-73+-856/-+
((8+4)-(((7+4)+3)+2))	84+74+3+2+-
(0/(5-((0/(8-(1*8)))/3)))	050818*-/3/-/
(9+((5/3)+(9*(3+(4*1)))))	953/9341*+*++
(9+(2+(0+(1/(9+(7+4))))))	9201974++/+++
((9/9)-((3/(3+2))-(7-1)))	99/332+/71---
((5+(3*7))-(3/(7-4)))	537*+374-/-
(5-(0/(9+((4/3)-0))))	50943/0-+/-
((0/6)-((4/2)*(2/(5+8))))	06/42/258+/*-
(1*(1-(3-(2+(7/1)))))	113271/+--*
((6/6)+(3-(2*(1-(8-1)))))	66/32181--*-+
((5*5)-(((7/5)*7)-(0-6)))	55*75/7*06---
(((4*1)/(2*(9+6)))-(6+7))	41*296+*/67+-
(((8-9)/(4*0))*(7+(5+4)))	89-40*/754++*
((2-(6+3))/((0+9)/(4-1)))	263+-09+41-//
((6*(0/4))/(3-(3*(8/6))))	604/*3386/*-/
((1+(4-4))+(2/(2-7)))	144-+227-/+
(((4/(9-(2/9)))*(9/8))-1)	4929/-/98/*1-
(((5-0)/3)/(7/(7+6)))	50-3/776+//
((6*7)/(2+((8-5)*(3+6))))	67*285-36+*+/
((6-(3/0))-(0*(8*5)))	630/-085**-
(((6/(1*4))/9)*(2/8))	614*/9/28/*
((1-(5+5))-(0*(7+(8+6))))	155+-0786++*-
(4-((5+3)-(3*(9*5))))	453+395**--
((2+((3/(4-8))-6))-(0*2))	2348-/6-+02*-
((5/(5/4))-(6*(7/7)))	554//677/*-
((0-((5+6)-((1-4)/4)))*3)	056+14-4/--3*
(8/(2*(9*(4+(3*2)))))	829432*+**/
((7-(3-8))-(0+(5-4)))	738--054-+-
(8/(4+(1/(0-(4*(6/6))))))	8410466/*-/+/
((2-2)*((8-(7/8))+(9/7)))	22-878/-97/+*
(((5+(4*(0-3)))+0)/1)	5403-*+0+1/
((5+(5/((3*4)+(1/4))))*1)	5534*14/+/+1*
((1-(9/1))*(6+(6+5)))	191/-665++*
(((4+(3-8))-(4+9))+(9/4))	438-+49+-94/+
((9+(2/(0*4)))-(0*8))	9204*/+08*-
((6-(4*1))+(8+(6+4)))	641*-864+++
((0*0)-((2+(0*4))-(4/6)))	00*204*+46/--
((3*6)+(5-(2-(0*5))))	36*5205*--+
(4*((9*(5*4))-(4*4)))	4954**44*-*
(0/((6-(2/0))*(4+(8-5))))	0620/-485-+*/
((2+(3/5))*(1-(0+4)))	235/+104+-*
((1*(7-(7/7)))*(7*7))	1777/-*77**
((1*(6+(1*1)))*(1+(6*7)))	1611*+*167*+*
((((8/(7/0))/2)*2)*(1-1))	870//2/2*11-*
(((1+(6*(0+5)))-2)+5)	1605+*+2-5+
((8-(1+6))/(1/(1+2)))	816+-112+//
((4+0)/((1-1)/(7/0)))	40+11-70///
((6*(6/5))+(4/(8*9)))	665/*489*/+
(((7+3)*(9+5))*(0*8))	73+95+*08**
((4*9)-((7+(3/1))+(2*9)))	49*731/+29*+-
(((4-(7/7))-9)+(3-4))	477/-9-34-+
(((9-8)*9)+(5+(8+(4*9))))	98-9*5849*+++
(((3*7)-(8+2))+(6*1))	37*82+-61*+
(4*(1*((5/(4+1))/5)))	41541+/5/**
(3-((7*(7+7))*(0/3)))	3777+*03/*-
(((1*2)/0)*(7*(1*8)))	12*0/718***
((5+(0/8))*((5+(7*8))-1))	508/+578*+1-*
((3-(2*8))/(6*(9-6)))	328*-696-*/
(6-((8-0)*(0*(5/7))))	680-057/**-
((1-(0+(8/2)))*(7/(6*6)))	1082/+-766*/*
((6*(0/3))+(7+(4-7)))	603/*747-++
(3*((1+(4*3))+(5/5)))	3143*+55/+*
(((3+0)-(4/0))+(2*8))	30+40/-28*+
(((4/0)+(8+7))+(2*(1+8)))	40/87++218+*+
((0*(2/(9-3)))-(0*6))	0293-/*06*-
((1+((8-(3+0))/6))+(5+0))	1830+-6/+50++
((6+1)/(9-(3+(1/2))))	61+9312/+-/
((5*(6+(0*5)))+(1/4))	5605*+*14/+
(5/((9-8)+((1*5)-0)))	598-15*0-+/
(9*(8*(8+(7*(1-(4*6))))))	9887146*-*+**
(1/((6+(6*5))*(2-2)))	1665*+22-*/
((9+6)*((4*(4+5))*4))	96+445+*4**
(6*(1/(8-(9*(2/1)))))	618921/*-/*
((5/(8/0))-((9+0)*3))	580//90+3*-
((5-(7+9))/(1/(0*(6/2))))	579+-1062/*//
((3-(3*(8-7)))+(9*(8-3)))	3387-*-983-*+
((5/(2+2))+(3+(6/7)))	522+/367/++
(((5+0)*(9*5))-(8-4))	50+95**84--
(((2-(1-5))-3)-(8-9))	215--3-89--
((4+((7+7)*6))*(2-(5+3)))	477+6*+253+-*
((5/8)-((8+(9-7))+9))	58/897-+9+-
((1-9)/(9/(8*(5-(6*9)))))	19-98569*-*//
(((4/5)*1)/(7/(3*0)))	45/1*730*//
((1+9)-(7/(8+(2*1))))	19+7821*+/-
((1*(3-(6*(8/2))))+(0*8))	13682/*-*08*+
((7+6)+(3/(9/(0-9))))	76+3909-//+
((8+((4-(0-3))-(3/8)))+1)	8403--38/-+1+
(8*((2/(1/4))-(6-8)))	8214//68--*
((7/8)+((6+(7*5))-(2+9)))	78/675*+29+-+
((6/2)-((6/(8+(8+1)))+4))	62/6881++/4+-
(9/((9+(1-(2/(0*6))))*7))	991206*/-+7*/
((8/((0/(6*0))*(0/4)))+1)	8060*/04/*/1+
(((7+3)/0)*(4*(0+(0*0))))	73+0/4000*+**
((3/(4+(3*2)))*(1*(5+5)))	3432*+/155+**
(1-((1/(7*2))*(0-0)))	1172*/00-*-
((4*(1+(2*4)))-(1+1))	4124*+*11+-
(((5-(9*3))/1)+((0+8)+3))	593*-1/08+3++
((2+(1+8))/(5*(2*(8+1))))	218++5281+**/
(6*((2/(2+(5+1)))*(3-5)))	62251++/35-**
((1/(4/6))*(4/(2-3)))	146//423-/*
(((8-4)+(6+(7-0)))/0)	84-670-++0/
((1/8)-(4*(1*(6*(2+3)))))	18/41623+***-
(((1/4)-0)+(0+(2/9)))	14/0-029/++
(7+((9/9)/(6-(1-3))))	799/613--/+
(6-((6-(0/1))/(7-3)))	6601/-73-/-
((3/0)/((8-(8/(8-3)))*5))	30/8883-/-5*/
((((1-(2*4))+9)*(6-3))*7)	124*-9+63-*7*
(((6*3)/6)/(2+(5*(4-6))))	63*6/2546-*+/
((3-(5+(8/4)))+(3*(6-9)))	3584/+-369-*+
(6+((9-0)*(4+(4-2))))	690-442-+*+
((4+(8/2))/(4-(3+(5*7))))	482/+4357*+-/
(1*((4-8)+(2-(3+3))))	148-233+-+*
((7*((8+0)-1))-(6/2))	780+1-*62/-
((8+((4+2)*7))+(4-(5*0)))	842+7*+450*-+
(2/(7+(1/(8+(6/4)))))	271864/+/+/
(1+(((0/3)/6)*(4+1)))	103/6/41+*+
(((0+6)*(2/0))-(6-1))	06+20/*61--
(((9/5)/(5-8))+(6-5))	95/58-/65-+
((3-6)-((7+2)/(2/(4/2))))	36-72+242///-
(((7-3)-(1*(8+8)))/(3-6))	73-188+*-36-/
((1/(5-(5/0)))+(6*2))	1550/-/62*+
((6*(6+(4*0)))*(6/1))	6640*+*61/*
((((5-(8-2))+8)/5)+(8*6))	582--8+5/86*+
(((4*0)+8)*(6-(5/(1-7))))	40*8+6517-/-*
((0*(7*0))+(7-(7/9)))	070**779/-+
(9+(0+(2-((8*0)-2))))	90280*2--++
(((((1/3)/6)+3)*0)+(2-2))	13/6/3+0*22-+
(1-((5+(3-(6-2)))/(9/8)))	15362--+98//-
((3-6)+((9+(0-(8*7)))/9))	36-9087*-+9/+
(((3+1)+6)-(5+(2+(9*8))))	31+6+5298*++-
((0-6)/(3*((4-1)-(3-8))))	06-341-38--*/
((4-(7-(4*7)))*(6*5))	4747*--65**
(6/((8*(2+4))-(7/0)))	6824+*70/-/
((3-(2+(7+7)))/(4*(5-0)))	3277++-450-*/
((0*(1*(9-(6/3))))/3)	01963/-**3/
(((0/9)/5)-(9*(7-9)))	09/5/979-*-
((6*(0+9))/(5+(7-7)))	609+*577-+/
((6*(7-(5+3)))/(8+3))	6753+-*83+/
((9+(3*(2/7)))*(4*(6+0)))	9327/*+460+**
(((7+(0*1))/6)-(6+6))	701*+6/66+-
(((9*(6+(8+4)))+9)/(6-5))	9684++*9+65-/
(((5/6)*1)-((0/3)+(4-4)))	56/1*03/44-+-
((((2/6)/(8*3))-(7*8))/1)	26/83*/78*-1/
((1+(8/(2*8)))*(8/0))	1828*/+80/*
((7*(8*3))-(3+(6/0)))	783**360/+-
(4*((2-(8/9))+(7/0)))	4289/-70/+*
((6-(1+8))/(5*(9+0)))	618+-590+*/
(((3/(9*1))+(1+3))+(2-7))	391*/13++27-+
(3+(((2/6)-8)*(6-7)))	326/8-67-*+
(((8-5)/9)+(0/(9/6)))	85-9/096//+
(((3-(7*2))+(6-0))/4)	372*-60-+4/
((9+(5/6))*(6-(0/0)))	956/+600/-*
((2/(1+8))/(3/(4/6)))	218+/346///
((8*((2+(4/1))+9))*9)	8241/+9+*9*
((0+1)-((9*7)*(1/7)))	01+97*17/*-
(((6/7)+(0-7))-(2-2))	67/07-+22--
(((7+(3/9))*2)+(5+6))	739/+2*56++
(((9-(4*9))/(6/2))*(8-4))	949*-62//84-*
((4*7)*((5-(3*8))*9))	47*538*-9**
(7*(7*(9*(9*(3+3)))))	779933+****
((5+1)-(5*(1+(7+5))))	51+5175++*-
((9-6)/(2+(2*(2*5))))	96-2225**+/
(((5-3)-6)-(5+(1+(0*2))))	53-6-5102*++-
((1+(2+(2/(6-4))))-(8+6))	12264-/++86+-
(((7+4)*7)-(8+(9/0)))	74+7*890/+-
((8-(6*(1+1)))+(4*(5/4)))	8611+*-454/*+
((4-2)*((9*(9/8))*9))	42-998/*9**
((9-(6*(6-(7-0))))-(4+3))	96670--*-43+-
((9-(6-(4/0)))-(0/(5*2)))	9640/--052*/-
(((9-3)+(8+5))/(1*(1-2)))	93-85++112-*/
((5/(0+8))*(6+(3*4)))	508+/634*+*
(2+((8+(9-2))+(6*1)))	2892-+61*++
((8-(6*(7*2)))/(1*6))	8672**-16*/
(7-((0-(1/4))/(0*(9/3))))	7014/-093/*/-
((4/8)-(8-(8/(1*4))))	48/8814*/--
((7/(6-(8*0)))*(7-8))	7680*-/78-*
(6-((4+(6-4))+(6*(9*1))))	6464-+691**+-
(((1+0)*(9+(1+3)))+(0*1))	10+913++*01*+
(((4-(7*2))/3)-(1*3))	472*-3/13*-
((7+(9-3))/(3+((6*9)/7)))	793-+369*7/+/
((4-(6+0))+(6*(7+2)))	460+-672+*+
(((0/2)+1)-(0-(5*4)))	02/1+054*--
((7+(2+(0/2)))-(1*(8-9)))	7202/++189-*-
((1-(2*(7-3)))-(5*0))	1273-*-50*-
((0-(7/(0*5)))*(1*(8*5)))	0705*/-185***
(((8/9)+(7*7))-(8+5))	89/77*+85+-
((0*(8-8))+(8-(0*3)))	088-*803*-+
((6-((9-8)*6))/(6/2))	698-6*-62//
(8*((1-(9+(4*0)))+(1*8)))	81940*+-18*+*
((3*(2/3))-(0/(3-8)))	323/*038-/-
((4-(2/(7-4)))+(5+(7+5)))	4274-/-575+++
((3/(9*(7-9)))*(3/(7*0)))	3979-*/370*/*
((1*(5+4))/((9+(4*8))+6))	154+*948*+6+/
(((8+4)+(6-(8-9)))-(1*8))	84+689--+18*-
((9/9)/(1*((0*(5/8))/2)))	99/1058/*2/*/
(((3+(1*(0-5)))+3)-4)	3105-*+3+4-
(((0+0)-9)+((3-(9/7))+9))	00+9-397/-9++
((((3+5)*8)/1)-(3+(1+2)))	35+8*1/312++-
((9*(4-(8-7)))+(0+4))	9487--*04++
((5*4)-((5-(8-9))/0))	54*589--0/-
((5+(7/(1+(9-2))))-(9-0))	57192-+/+90--
(4*((4+6)*(0-(5/(7*7)))))	446+0577*/-**
((5-(5*6))+(2+(1-5)))	556*-215-++
(((8/2)*(6/(6-6)))*(0+7))	82/666-/*07+*
((3+(3+2))+(1*(0-9)))	332++109-*+
(((2+4)/(0/(7*8)))+(7*2))	24+078*//72*+
(((3*6)*(0+(9/9)))*9)	36*099/+*9*
((2*1)-((8*8)*(5-(1-8))))	21*88*518--*-
(5/((8/(0+5))+(1+8)))	5805+/18++/
((((8/2)-4)+7)+(4*(2+5)))	82/4-7+425+*+
(9-((8+(8-6))-(4+5)))	9886-+45+--
((5+(0*0))/(6*(1-(1/6))))	500*+6116/-*/
(9-((5-(6-(1+4)))+1))	95614+--1+-
(((5+8)+(5-((4+9)-5)))/5)	58+549+5--+5/
((4/(0-0))/(9+(3-(2-3))))	400-/9323--+/
(((1-8)-(5+8))*(0*(6+9)))	18-58+-069+**
(((0-4)*(9-6))*(3-(3+6)))	04-96-*336+-*
((3*(7+(1+(0*6))))/6)	37106*++*6/
(((6-(4-3))+(3/6))-(5/5))	643--36/+55/-
(8+((2+(5+2))/(0/(5-3))))	8252++053-//+
(3-(4/(7/((1-4)*8))))	34714-8*//-
((7/(7*(4/1)))-(2*3))	7741/*/23*-
(5-((9/(4-(8/0)))*(7/1)))	59480/-/71/*-
((6/(8+(2/2)))-(8/(4/5)))	6822/+/845//-
((6+(4*(7+4)))/(2*(3-9)))	6474+*+239-*/
(((3-(1+9))/9)+(6/0))	319+-9/60/+
((((2/9)-8)+1)+(4+(5/5)))	29/8-1+455/++
((6+2)/(9-(1+(9-(6*4)))))	62+91964*-+-/
((0/(7+(7+(8-7))))/(5+1))	07787-++/51+/
(7+(((6-0)+0)*(8+(3/5))))	760-0+835/+*+
(((6-(4/6))*1)+(1/7))	646/-1*17/+
(((4*8)/0)+(2/(6-7)))	48*0/267-/+
(7*((((4/5)*5)+9)*5))	745/5*9+5**
(0+((4+0)*((6+9)/4)))	040+69+4/*+
((1+(6/4))/(8*(5-(7-5))))	164/+8575--*/
((1-((5-7)/(8-4)))+(0/3))	157-84-/-03/+
((9-(0*0))*(7+(5/(4-5))))	900*-7545-/+*
(((1*8)/9)*(9+(9*0)))	18*9/990*+*
(6/(8-(5+((1+2)-7))))	68512+7-+-/
((6+(1*(5*(8*1))))+(7-9))	61581***+79-+
(((4*3)*(9-5))+(4*(2+4)))	43*95-*424+*+
(0-((6*(7/5))/(0*(2/4))))	0675/*024/*/-
(((2*(0+7))/9)-(6*2))	207+*9/62*-
((4*(8/5))+(4/(3+1)))	485/*431+/+
((3-5)+(6*(5*(4/2))))	35-6542/**+
((4*(3/(9/0)))/(0/(0/1)))	4390//*001///
(((7-8)/6)+(5/(5/9)))	78-6/559//+
((2+(3/(5-4)))*(8/0))	2354-/+80/*
((4+(3-3))+(9+(6/6)))	433-+966/++
((7-(1+9))*((0-7)*8))	719+-07-8**
((1+(3*6))*(3-(0/5)))	136*+305/-*
(((1-9)-(9*7))+(9/7))	19-97*-97/+
